idx,facility_name,grade_range,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3,authority_type,address_str,street_addr,city,postal_code,province,provider,address_str_clean,street_no,street_name
546,SUNNYSIDE SCHOOL,K-12,0,1,1,1,1,PORTAGE LA PRAIRIE SCHOOL DIVISION,SUNNYSIDE COLONY 65 - 3RD STREET SW PORTAGE LA PRAIRIE R1N 2B6 MB,SUNNYSIDE COLONY,PORTAGE LA PRAIRIE,R1N 2B6,MB,Province of Manitoba,sunnyside colony 65 3rd street sw portage la prairie r1n 2b6 mb,65,3rd street sw
547,WESTROC SCHOOL,K-12,0,1,1,1,1,PORTAGE LA PRAIRIE SCHOOL DIVISION,C/O PORTAGE LA PRAIRIE SD 65 - 3RD STREET SW PORTAGE LA PRAIRIE R1N 2B6 MB,C/O PORTAGE LA PRAIRIE SD,PORTAGE LA PRAIRIE,R1N 2B6,MB,Province of Manitoba,c/o portage la prairie sd 65 3rd street sw portage la prairie r1n 2b6 mb,,c/o portage la prairie sd 65 3rd street sw
548,WOODLAND COLONY SCHOOL,K-12,0,1,1,1,1,PORTAGE LA PRAIRIE SCHOOL DIVISION,WOODLAND COLONY (POPLAR POINT) 65 - 3RD STREET SW PORTAGE LA PRAIRIE R1N 2B6 MB,WOODLAND COLONY (POPLAR POINT),PORTAGE LA PRAIRIE,R1N 2B6,MB,Province of Manitoba,woodland colony 65 3rd street sw portage la prairie r1n 2b6 mb,65,3rd street sw
549,YELLOWQUILL SCHOOL,K-8,0,1,1,1,0,PORTAGE LA PRAIRIE SCHOOL DIVISION,BOX 1000 PORTAGE LA PRAIRIE R1N 3C4 MB,BOX 1000,PORTAGE LA PRAIRIE,R1N 3C4,MB,Province of Manitoba,portage la prairie r1n 3c4 mb,,
550,BARRICKMAN COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
551,BLOOMING PRAIRIE COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
552,BON HOMME COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
553,BOYNE VIEW SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
554,CARMAN COLLEGIATE,6-12,0,0,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 1510 CARMAN R0G 0J0 MB,BOX 1510,CARMAN,R0G 0J0,MB,Province of Manitoba,carman r0g 0j0 mb,,carman
555,CARMAN ELEMENTARY,K-5,0,1,1,0,0,PRAIRIE ROSE SCHOOL DIVISION,BOX 1510 CARMAN R0G 0J0 MB,BOX 1510,CARMAN,R0G 0J0,MB,Province of Manitoba,carman r0g 0j0 mb,,carman
556,CLEARVIEW COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
557,EAGLE CREEK COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
558,ÉCOLE SAINT-EUSTACHE,M-6,0,1,1,0,0,PRAIRIE ROSE SCHOOL DIVISION,CASE POSTALE 182 ST. EUSTACHE R0H 1H0 MB,CASE POSTALE 182,ST. EUSTACHE,R0H 1H0,MB,Province of Manitoba,case postale 182 st eustache r0h 1h0 mb,,
559,ELM CREEK SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 40 ELM CREEK R0G 0N0 MB,BOX 40,ELM CREEK,R0G 0N0,MB,Province of Manitoba,elm creek r0g 0n0 mb,,
560,HURON COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
561,IBERVILLE COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
562,JAMES VALLEY COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
563,LAKESIDE COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
564,MAPLE CREEK SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
565,MAXWELL COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
566,MIAMI SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 220 MIAMI R0G 1H0 MB,BOX 220,MIAMI,R0G 1H0,MB,Province of Manitoba,miami r0g 1h0 mb,,
567,ROLAND ELEMENTARY,K-6,0,1,1,0,0,PRAIRIE ROSE SCHOOL DIVISION,BOX 93 ROLAND R0G 1T0 MB,BOX 93,ROLAND,R0G 1T0,MB,Province of Manitoba,roland r0g 1t0 mb,,
568,ROSEBANK COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
569,ROSEDALE COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
570,SKY VIEW SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
571,ST. FRANCOIS XAVIER COMMUNITY SCHOOL,K-6,0,1,1,0,0,PRAIRIE ROSE SCHOOL DIVISION,991 HIGHWAY 26 ST. FRANCOIS XAVIER R4L 1A4 MB,991 HIGHWAY 26,ST. FRANCOIS XAVIER,R4L 1A4,MB,Province of Manitoba,991 highway 26 st francois xavier r4l 1a4 mb,991,highway 26
572,ST. LAURENT SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,447 VETERAN'S MEMORIAL ROAD ST. LAURENT R0C 2S0 MB,447 VETERAN'S MEMORIAL ROAD,ST. LAURENT,R0C 2S0,MB,Province of Manitoba,447 veteran's memorial road st laurent r0c 2s0 mb,447,veteran's memorial road
573,ST. PAUL'S COLLEGIATE,7-12,0,0,0,1,1,PRAIRIE ROSE SCHOOL DIVISION,P.O. BOX 70 ELIE R0H 0H0 MB,P.O. BOX 70,ELIE,R0H 0H0,MB,Province of Manitoba,elie r0h 0h0 mb,,
574,STARLITE COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
575,WALDHEIM ELEMENTARY,K-12,0,1,1,1,1,PRAIRIE ROSE SCHOOL DIVISION,BOX 56 #3 PR 248 SOUTH ELIE R0H 0H0 MB,BOX 56,ELIE,R0H 0H0,MB,Province of Manitoba,#3 pr 248 south elie r0h 0h0 mb,#3,pr 248 south elie
576,BALDUR SCHOOL,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 340 BALDUR R0K 0B0 MB,BOX 340,BALDUR,R0K 0B0,MB,Province of Manitoba,baldur r0k 0b0 mb,,
577,BOYNE VALLEY SCHOOL,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,OAK RIDGE COLONY BOX 279 HOLLAND R0G 0X0 MB,OAK RIDGE COLONY,HOLLAND,R0G 0X0,MB,Province of Manitoba,oak ridge colony holland r0g 0x0 mb,,oak ridge colony holland
578,CARTWRIGHT SCHOOL,K-11,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,GENERAL DELIVERY CARTWRIGHT R0K 0L0 MB,GENERAL DELIVERY,CARTWRIGHT,R0K 0L0,MB,Province of Manitoba,general delivery cartwright r0k 0l0 mb,,general delivery cartwright
579,CRYSTAL CITY EARLY YEARS SCHOOL,K-4,0,1,1,0,0,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 220 CRYSTAL CITY R0K 0N0 MB,BOX 220,CRYSTAL CITY,R0K 0N0,MB,Province of Manitoba,crystal city r0k 0n0 mb,,
580,EVERGREEN COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,EVERGREEN COLONY BOX 297 SOMERSET R0G 2L0 MB,EVERGREEN COLONY,SOMERSET,R0G 2L0,MB,Province of Manitoba,evergreen colony somerset r0g 2l0 mb,,evergreen colony somerset
581,FAIRHOLME COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,FAIRHOLME COLONY BOX 550 PORTAGE LA PRAIRIE R1N 3B9 MB,FAIRHOLME COLONY,PORTAGE LA PRAIRIE,R1N 3B9,MB,Province of Manitoba,fairholme colony portage la prairie r1n 3b9 mb,,fairholme colony
582,GLENBORO SCHOOL,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 550 GLENBORO R0K 0X0 MB,BOX 550,GLENBORO,R0K 0X0,MB,Province of Manitoba,glenboro r0k 0x0 mb,,
583,HARMONY COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 171 RATHWELL R0G 1S0 MB,BOX 171,RATHWELL,R0G 1S0,MB,Province of Manitoba,rathwell r0g 1s0 mb,,
584,HOLLAND ELEMENTARY,K-8,0,1,1,1,0,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 10 HOLLAND R0G 0X0 MB,BOX 10,HOLLAND,R0G 0X0,MB,Province of Manitoba,holland r0g 0x0 mb,,
585,KAMSLEY SCHOOL,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 403 N.-D.-DE-LOURDES R0G 1M0 MB,BOX 403,N.-D.-DE-LOURDES,R0G 1M0,MB,Province of Manitoba,n d de lourdes r0g 1m0 mb,,
586,MANITOU ELEMENTARY,K-6,0,1,1,0,0,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 66 MANITOU R0G 1G0 MB,BOX 66,MANITOU,R0G 1G0,MB,Province of Manitoba,manitou r0g 1g0 mb,,
587,NELLIE MCCLUNG COLLEGIATE,7-12,0,0,0,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 339 MANITOU R0G 1G0 MB,BOX 339,MANITOU,R0G 1G0,MB,Province of Manitoba,manitou r0g 1g0 mb,,
588,NEW ROSEDALE SCHOOL,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,NEW ROSEDALE COLONY BOX 460 PORTAGE LA PRAIRIE R1N 3B7 MB,NEW ROSEDALE COLONY,PORTAGE LA PRAIRIE,R1N 3B7,MB,Province of Manitoba,new rosedale colony portage la prairie r1n 3b7 mb,,new rosedale colony
589,PILOT MOUND SCHOOL,9-12,0,0,0,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 299 PILOT MOUND R0G 1P0 MB,BOX 299,PILOT MOUND,R0G 1P0,MB,Province of Manitoba,pilot mound r0g 1p0 mb,,
590,PRAIRIE MOUNTAIN ELEMENTARY SCHOOL,K-8,0,1,1,1,0,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 340 SWAN LAKE R0G 2S0 MB,BOX 340,SWAN LAKE,R0G 2S0,MB,Province of Manitoba,swan lake r0g 2s0 mb,,
591,PRAIRIE MOUNTAIN HIGH SCHOOL,9-12,0,0,0,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 250 SOMERSET R0G 2L0 MB,BOX 250,SOMERSET,R0G 2L0,MB,Province of Manitoba,somerset r0g 2l0 mb,,
592,SANDY BANK SCHOOL,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,GENERAL DELIVERY CYPRESS RIVER COLONY CYPRESS RIVER R0K 0P0 MB,GENERAL DELIVERY,CYPRESS RIVER,R0K 0P0,MB,Province of Manitoba,general delivery cypress river colony cypress river r0k 0p0 mb,,general delivery cypress river colony cypress river
593,SHADY LANE SCHOOL,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 26 TREHERNE R0G 2V0 MB,BOX 26,TREHERNE,R0G 2V0,MB,Province of Manitoba,treherne r0g 2v0 mb,,
594,SHAMROCK SCHOOL,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 212 BALDUR R0K 0B0 MB,BOX 212,BALDUR,R0K 0B0,MB,Province of Manitoba,baldur r0k 0b0 mb,,
595,ST. CLAUDE SCHOOL COMPLEX,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 250 ST. CLAUDE R0G 1Z0 MB,BOX 250,ST. CLAUDE,R0G 1Z0,MB,Province of Manitoba,st claude r0g 1z0 mb,,
596,STE. MARIE SCHOOL,K-8,0,1,1,1,0,PRAIRIE SPIRIT SCHOOL DIVISION,GENERAL DELIVERY BRUXELLES R0G 0G0 MB,GENERAL DELIVERY,BRUXELLES,R0G 0G0,MB,Province of Manitoba,general delivery bruxelles r0g 0g0 mb,,
597,THOMAS GREENWAY MIDDLE YEARS SCHOOL,5-8,0,0,1,1,0,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 280 CRYSTAL CITY R0K 0N0 MB,BOX 280,CRYSTAL CITY,R0K 0N0,MB,Province of Manitoba,crystal city r0k 0n0 mb,,
598,TREHERNE COLLEGIATE,9-12,0,0,0,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 269 TREHERNE R0G 2V0 MB,BOX 269,TREHERNE,R0G 2V0,MB,Province of Manitoba,treherne r0g 2v0 mb,,
599,TREHERNE ELEMENTARY,K-8,0,1,1,1,0,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 110 TREHERNE R0G 2V0 MB,BOX 110,TREHERNE,R0G 2V0,MB,Province of Manitoba,treherne r0g 2v0 mb,,
600,VALLEYVIEW SCHOOL,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,VALLEYVIEW COLONY BOX 119 SWAN LAKE R0G 2S0 MB,VALLEYVIEW COLONY,SWAN LAKE,R0G 2S0,MB,Province of Manitoba,valleyview colony swan lake r0g 2s0 mb,,valleyview colony
601,WEST VALLEY SCHOOL,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,PEMBINA COLONY BOX 38 DARLINGFORD R0G 0L0 MB,PEMBINA COLONY,DARLINGFORD,R0G 0L0,MB,Province of Manitoba,pembina colony darlingford r0g 0l0 mb,,pembina colony darlingford
602,WHISTLING WIND SCHOOL,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 249 GLENBORO R0K 0X0 MB,BOX 249,GLENBORO,R0K 0X0,MB,Province of Manitoba,glenboro r0k 0x0 mb,,
603,WILLOW CREEK COLONY SCHOOL,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 307 WILLOW CREEK COLONY CARTWRIGHT R0K 0L0 MB,BOX 307,CARTWRIGHT,R0K 0L0,MB,Province of Manitoba,willow creek colony cartwright r0k 0l0 mb,,willow creek colony cartwright
604,WINDY BAY SCHOOL,K-12,0,1,1,1,1,PRAIRIE SPIRIT SCHOOL DIVISION,BOX 60 PILOT MOUND R0G 1P0 MB,BOX 60,PILOT MOUND,R0G 1P0,MB,Province of Manitoba,pilot mound r0g 1p0 mb,,
605,ALBRIGHT SCHOOL,K-12,0,1,1,1,1,RED RIVER VALLEY SCHOOL DIVISION,OAK BLUFF COLONY BOX 819 MORRIS R0G 1K0 MB,OAK BLUFF COLONY,MORRIS,R0G 1K0,MB,Province of Manitoba,oak bluff colony morris r0g 1k0 mb,,oak bluff colony morris
606,DOMAIN ELEMENTARY,K-8,0,1,1,1,0,RED RIVER VALLEY SCHOOL DIVISION,BOX 54 DOMAIN R0G 0M0 MB,BOX 54,DOMAIN,R0G 0M0,MB,Province of Manitoba,domain r0g 0m0 mb,,
607,ÉCOLE HÉRITAGE IMMERSION,M-8,0,1,1,1,0,RED RIVER VALLEY SCHOOL DIVISION,CASE POSTALE 489 ST. PIERRE-JOLYS R0A 1V0 MB,CASE POSTALE 489,ST. PIERRE-JOLYS,R0A 1V0,MB,Province of Manitoba,case postale 489 st pierre jolys r0a 1v0 mb,,
608,ÉCOLE SAINT-MALO SCHOOL,K-8,0,1,1,1,0,RED RIVER VALLEY SCHOOL DIVISION,P.O. BOX 190 ST. MALO R0A 1T0 MB,P.O. BOX 190,ST. MALO,R0A 1T0,MB,Province of Manitoba,st malo r0a 1t0 mb,,
609,INST. COLL. SAINT-PIERRE,9-12,0,0,0,1,1,RED RIVER VALLEY SCHOOL DIVISION,CASE POSTALE 188 ST. PIERRE-JOLYS R0A 1V0 MB,CASE POSTALE 188,ST. PIERRE-JOLYS,R0A 1V0,MB,Province of Manitoba,case postale 188 st pierre jolys r0a 1v0 mb,,
610,J. A. CUDDY ELEMENTARY,K-8,0,1,1,1,0,RED RIVER VALLEY SCHOOL DIVISION,BOX 148 SANFORD R0G 2J0 MB,BOX 148,SANFORD,R0G 2J0,MB,Province of Manitoba,sanford r0g 2j0 mb,,
611,LOWE FARM SCHOOL,K-8,0,1,1,1,0,RED RIVER VALLEY SCHOOL DIVISION,BOX 250 LOWE FARM R0G 1E0 MB,BOX 250,LOWE FARM,R0G 1E0,MB,Province of Manitoba,lowe farm r0g 1e0 mb,,
612,MORRIS SCHOOL,K-12,0,1,1,1,1,RED RIVER VALLEY SCHOOL DIVISION,BOX 548 MORRIS R0G 1K0 MB,BOX 548,MORRIS,R0G 1K0,MB,Province of Manitoba,morris r0g 1k0 mb,,
613,OAK BLUFF COMMUNITY SCHOOL,K-8,0,1,1,1,0,RED RIVER VALLEY SCHOOL DIVISION,155 AGRI PARK ROAD OAK BLUFF R4G 0A5 MB,155 AGRI PARK ROAD,OAK BLUFF,R4G 0A5,MB,Province of Manitoba,155 agri park road oak bluff r4g 0a5 mb,155,agri park road oak bluff r4g
614,PEACE VALLEY SCHOOL,K-12,0,1,1,1,1,RED RIVER VALLEY SCHOOL DIVISION,HOMEWOOD COLONY STARBUCK R0G 2P0 MB,HOMEWOOD COLONY,STARBUCK,R0G 2P0,MB,Province of Manitoba,homewood colony starbuck r0g 2p0 mb,,homewood colony starbuck
615,ROSENORT SCHOOL,K-12,0,1,1,1,1,RED RIVER VALLEY SCHOOL DIVISION,BOX 70 ROSENORT R0G 1W0 MB,BOX 70,ROSENORT,R0G 1W0,MB,Province of Manitoba,rosenort r0g 1w0 mb,,
616,SANFORD COLLEGIATE,9-12,0,0,0,1,1,RED RIVER VALLEY SCHOOL DIVISION,BOX 70 130 BLYTHEFIELD ROAD SANFORD R0G 2J0 MB,BOX 70,SANFORD,R0G 2J0,MB,Province of Manitoba,130 blythefield road sanford r0g 2j0 mb,130,blythefield road
617,STARBUCK SCHOOL,K-8,0,1,1,1,0,RED RIVER VALLEY SCHOOL DIVISION,BOX 10 STARBUCK R0G 2P0 MB,BOX 10,STARBUCK,R0G 2P0,MB,Province of Manitoba,starbuck r0g 2p0 mb,,starbuck
618,SUNCREST COLONY SCHOOL,K-12,0,1,1,1,1,RED RIVER VALLEY SCHOOL DIVISION,BOX 4 TOUROND R0A 2G0 MB,BOX 4,TOUROND,R0A 2G0,MB,Province of Manitoba,tourond r0a 2g0 mb,,
619,VERMILLION COLONY SCHOOL,K-12,0,1,1,1,1,RED RIVER VALLEY SCHOOL DIVISION,VERMILLION COLONY BOX 238 SANFORD R0G 2J0 MB,VERMILLION COLONY,SANFORD,R0G 2J0,MB,Province of Manitoba,vermillion colony sanford r0g 2j0 mb,,vermillion colony
620,ANGUS MCKAY SCHOOL,K-5,0,1,1,0,0,RIVER EAST TRANSCONA SCHOOL DIVISION,850 WOODVALE STREET WINNIPEG R2K 2G8 MB,850 WOODVALE STREET,WINNIPEG,R2K 2G8,MB,Province of Manitoba,850 woodvale street winnipeg r2k 2g8 mb,850,woodvale street
621,ARTHUR DAY MIDDLE SCHOOL,6-8,0,0,1,1,0,RIVER EAST TRANSCONA SCHOOL DIVISION,43 WHITEHALL BOULEVARD WINNIPEG R2C 0Y3 MB,43 WHITEHALL BOULEVARD,WINNIPEG,R2C 0Y3,MB,Province of Manitoba,43 whitehall boulevard winnipeg r2c 0y3 mb,43,whitehall boulevard
622,BERNIE WOLFE COMMUNITY SCHOOL,K-8,0,1,1,1,0,RIVER EAST TRANSCONA SCHOOL DIVISION,95 BOURNAIS DRIVE WINNIPEG R2C 3Z2 MB,95 BOURNAIS DRIVE,WINNIPEG,R2C 3Z2,MB,Province of Manitoba,95 bournais drive winnipeg r2c 3z2 mb,95,bournais drive
623,BERTRUN E. GLAVIN ELEMENTARY,K-5,0,1,1,0,0,RIVER EAST TRANSCONA SCHOOL DIVISION,166 ANTRIM ROAD WINNIPEG R2K 3L2 MB,166 ANTRIM ROAD,WINNIPEG,R2K 3L2,MB,Province of Manitoba,166 antrim road winnipeg r2k 3l2 mb,166,antrim road
624,BIRD'S HILL SCHOOL,K-5,0,1,1,0,0,RIVER EAST TRANSCONA SCHOOL DIVISION,3950 RALEIGH STREET EAST ST. PAUL R2E 0G9 MB,3950 RALEIGH STREET,EAST ST. PAUL,R2E 0G9,MB,Province of Manitoba,3950 raleigh street east st paul r2e 0g9 mb,3950,raleigh street east
625,CHIEF PEGUIS JUNIOR HIGH,6-8,0,0,1,1,0,RIVER EAST TRANSCONA SCHOOL DIVISION,1400 ROTHESAY STREET WINNIPEG R2G 1V2 MB,1400 ROTHESAY STREET,WINNIPEG,R2G 1V2,MB,Province of Manitoba,1400 rothesay street winnipeg r2g 1v2 mb,1400,rothesay street
626,COLLÈGE PIERRE-ELLIOTT-TRUDEAU,9-12,0,0,0,1,1,RIVER EAST TRANSCONA SCHOOL DIVISION,216 RUE REDONDA WINNIPEG R2C 1L6 MB,216 RUE REDONDA,WINNIPEG,R2C 1L6,MB,Province of Manitoba,216 rue redonda winnipeg r2c 1l6 mb,216,rue redonda
627,DONWOOD SCHOOL,K-5,0,1,1,0,0,RIVER EAST TRANSCONA SCHOOL DIVISION,400 DONWOOD DRIVE WINNIPEG R2G 0X4 MB,400 DONWOOD DRIVE,WINNIPEG,R2G 0X4,MB,Province of Manitoba,400 donwood drive winnipeg r2g 0x4 mb,400,donwood drive
628,DR. F.W.L. HAMILTON SCHOOL,K-5,0,1,1,0,0,RIVER EAST TRANSCONA SCHOOL DIVISION,3225 HENDERSON HWY EAST ST. PAUL R2E 0J2 MB,3225 HENDERSON HWY,EAST ST. PAUL,R2E 0J2,MB,Province of Manitoba,3225 henderson hwy east st paul r2e 0j2 mb,3225,henderson hwy east
629,ÉCOLE CENTRALE,M-4,0,1,1,0,0,RIVER EAST TRANSCONA SCHOOL DIVISION,604 RUE DAY WINNIPEG R2C 1B6 MB,604 RUE DAY,WINNIPEG,R2C 1B6,MB,Province of Manitoba,604 rue day winnipeg r2c 1b6 mb,604,rue day
630,ÉCOLE MARGARET-UNDERHILL,M-4,0,1,1,0,0,RIVER EAST TRANSCONA SCHOOL DIVISION,25 PLACE REGINA WINNIPEG R2C 0S5 MB,25 PLACE REGINA,WINNIPEG,R2C 0S5,MB,Province of Manitoba,25 place regina winnipeg r2c 0s5 mb,25,place regina
631,ÉCOLE REGENT PARK,5-8,0,0,1,1,0,RIVER EAST TRANSCONA SCHOOL DIVISION,411 RUE MOROZ WINNIPEG R2C 2X4 MB,411 RUE MOROZ,WINNIPEG,R2C 2X4,MB,Province of Manitoba,411 rue moroz winnipeg r2c 2x4 mb,411,rue moroz
632,EMERSON ELEMENTARY,K-5,0,1,1,0,0,RIVER EAST TRANSCONA SCHOOL DIVISION,323 EMERSON STREET WINNIPEG R2G 1G3 MB,323 EMERSON STREET,WINNIPEG,R2G 1G3,MB,Province of Manitoba,323 emerson street winnipeg r2g 1g3 mb,323,emerson street
633,HAMPSTEAD SCHOOL,K-5,0,1,1,0,0,RIVER EAST TRANSCONA SCHOOL DIVISION,920 HAMPSTEAD AVENUE WINNIPEG R2K 2A3 MB,920 HAMPSTEAD AVENUE,WINNIPEG,R2K 2A3,MB,Province of Manitoba,920 hampstead avenue winnipeg r2k 2a3 mb,920,hampstead avenue
634,HAROLD HATCHER SCHOOL,K-5,0,1,1,0,0,RIVER EAST TRANSCONA SCHOOL DIVISION,500 REDONDA STREET WINNIPEG R2C 3T7 MB,500 REDONDA STREET,WINNIPEG,R2C 3T7,MB,Province of Manitoba,500 redonda street winnipeg r2c 3t7 mb,500,redonda street
635,JOHN DE GRAFF SCHOOL,K-5,0,1,1,0,0,RIVER EAST TRANSCONA SCHOOL DIVISION,1020 LOUELDA STREET WINNIPEG R2K 3Z4 MB,1020 LOUELDA STREET,WINNIPEG,R2K 3Z4,MB,Province of Manitoba,1020 louelda street winnipeg r2k 3z4 mb,1020,louelda street
636,JOHN G. STEWART SCHOOL,5-12,0,0,1,1,1,RIVER EAST TRANSCONA SCHOOL DIVISION,2069 HENDERSON HIGHWAY WINNIPEG R2G 1P7 MB,2069 HENDERSON HIGHWAY,WINNIPEG,R2G 1P7,MB,Province of Manitoba,2069 henderson highway winnipeg r2g 1p7 mb,2069,henderson highway
