Done,KML,File,library_name,library_type,unit,street_no,street_name,street_suffix,street_direction,address_full,postcode,city,prov/terr,PRuid,CSDname,CSDuid,longitude,latitude,data_city,data_prov/terr,data_provider,file_type,filter_name,filter_value,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo
x,,Halifax_HRM_Park_Recreation_Features.csv,REC_NAME,,,,,,,CIVIC_ADDRESS,,,,,,,X,Y,Halifax,,,Mixed,REC_NAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,a,Halifax_Trails.csv,TRAIL_NAME,,,,,,,,,,,,,,x,y,Halifax,,,Trails,,,,
x,,Hamilton_Arenas.csv,NAME,,,,,,,ADDRESS,,,,,,,LONGITUDE,LATITUDE,Hamilton,,,Arenas,,,,
x,,Hamilton_Campgrounds.csv,NAME,,,,,,,ADDRESS,,,,,,,LONGITUDE,LATITUDE,Hamilton,,,Camps,,,,
x,b,Hamilton_Golf_Courses.csv,Name,,,,,,,LOCATION,,,,,,,x,y,Hamilton,,,Golf,,,,
x,,Hamilton_Licensed_Places_of_Amusement.csv,BUSINESS_NAME,SUB_DESCRIPTION,,,,,,BUSINESS_ADDRESS,,,,,,,,,Hamilton,,,Mixed,BUSINESS_NAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,Hamilton_Licensed_Public_Halls.csv,BUSINESS_NAME,LICENSE_TYPE,,,,,,BUSINESS_ADDRESS,,,,,,,,,Hamilton,,,Public Halls,,,,
x,,Hamilton_Recreation_and_Community_Centres.csv,NAME,,,,,,,,,,,,,,LONGITUDE,LATITUDE,Hamilton,,,Rec Centres,,,,
x,,Hamilton_Spray_Pads.csv,NAME,,,,,,,ADDRESS,,,,,,,LONGITUDE,LATITUDE,Hamilton,,,Splash Pads,,,,
a,,Hamilton_Tourism_Points_of_Interest.csv,TITLE,,,,,,,ADDRESS,,,,,,,LONGITUDE,LATITUDE,Hamilton,,,Mixed,TITLE,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
y,a,HuronCounty_Recreation.csv,POI_Name,Type,,,,,,Full_Address,,Municipality,,,,,x,y,HuronCounty,,,Mixed,,,,
x,a,HuronCounty_Trails.csv,TRAIL_NAME,TRAIL_USE1,,,,,,,,,,,,,x,y,HuronCounty,,,Trails,,,,
a,b,Kamloops_Recreation__Entertainment.csv,Name,CLASSIFICATION,,,,,,ADDRESS,,,,,,,x,y,Kamloops,,,Mixed,Name,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
a,,Kelowna_Business_License.csv,NAME,BUSINESS_DESC,,,,,,BUSINESS_ADDRESS,,,,,,,,,Kelowna,,,Mixed,NAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
a,,Kingston_point-of-interest (1).csv,Name,Description,,,,,,Address,,,,,,,long,lat,Kingston,,,Mixed,Name,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
a,b,Kingston_trails.csv,Name,trail_class,,,,,,,,,,,,,x,y,Kingston,,,Trails,,,,
y,a,Kitchener_Arenas_and_Outdoor_Ice_Rinks.csv,LANDMARK,CATEGORY,,CIVIC_NO,STREET,,,,,,,,,,x,y,Kitchener,,,Mixed,,,,
x,a,Kitchener_Baseball_Diamonds.csv,LANDMARK,CATEGORY,,CIVIC_NO,STREET,,,,,,,,,,x,y,Kitchener,,,Baseball,,,,
x,a,Kitchener_Basketball_Courts.csv,LANDMARK,CATEGORY,,CIVIC_NO,STREET,,,,,,,,,,x,y,Kitchener,,,Basketball,,,,
x,a,Kitchener_Dog_Parks.csv,LANDMARK,CATEGORY,,CIVIC_NO,STREET,,,,,,,,,,x,y,Kitchener,,,Dog Parks,,,,
x,a,Kitchener_Golf_Course.csv,GOLF_COURSE,CATEGORY,,CIVIC_NO,STREET,,,,,MUNICIPALITY,,,,,x,y,Kitchener,,,Golf,,,,
a,a,Kitchener_Landmarks.csv,LANDMARK,SUBCATEGORY,,CIVIC_NO,STREET,,,,,MUNICIPALITY,,,,,x,y,Kitchener,,,Mixed,LANDMARK,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,a,Kitchener_Playgrounds.csv,LANDMARK,CATEGORY,,CIVIC_NO,STREET,,,,,,,,,,x,y,Kitchener,,,Playgrounds,,,,
a,,Kitchener_Points_of_Interest (2).csv,LANDMARK,SUBCATEGORY,,,,,,,,,,,,,X,Y,Kitchener,,,Mixed,LANDMARK,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
y,a,Kitchener_Pools_and_Splash_Pads.csv,LANDMARK,CATEGORY,,CIVIC_NO,STREET,,,,,,,,,,x,y,Kitchener,,,Mixed,,,,
x,a,Kitchener_Soccer_Fields.csv,LANDMARK,CATEGORY,,CIVIC_NO,STREET,,,,,,,,,,x,y,Kitchener,,,Soccer,,,,
x,,Kitchener_Sports_Miscellaneous.csv,LANDMARK,CATEGORY,,CIVIC_NO,STREET,,,,,,,,,,X,Y,Kitchener,,,Sports Fields,,,,
x,a,Kitchener_Tennis_Courts.csv,LANDMARK,CATEGORY,,CIVIC_NO,STREET,,,,,,,,,,x,y,Kitchener,,,Tennis,,,,
x,b,Kitchener_Trails (1).csv,TrailName,,,,Streetname,,,,,Municipality,,,,,x,y,Kitchener,,,Trails,,,,
x,a,Kitchener_Trails.csv,ROUTE_NAME_1,CATEGORY,,,STREET,,,,,,,,,,x,y,Kitchener,,,Trails,,,,
x,,Laval_lieux (1).csv,nom-voie,type-voie,,no-civique,voie,,,,code-postal,ex-ville,,,,,longitude,latitude,Laval,,,Mixed,type-voie,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
a,xxx,Laval_sites-de-loisirs.csv,nom_site,descr_type_site,,no_civique,nom_rue,,,,code_postal,,,,,,,,Laval,,,Mixed,nom_site,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,Lethbridge_Aquatic_Centers.csv,Name,FDesc,,,,,,Address,,,,,,,X,Y,Lethbridge,,,Mixed,,,,
x,,Lethbridge_Golf_Courses.csv,Name,,,,,,,Address,,,,,,,X,Y,Lethbridge,,,Golf,,,,
x,,Lethbridge_Ice_Centres.csv,Name,,,,,,,Address,,,,,,,X,Y,Lethbridge,,,Rinks,,,,
x,,Lethbridge_Recreation_Sites.csv,Name,Type,,,,,,Address,,,,,,,X,Y,Lethbridge,,,Mixed,,,,
x,,Lethbridge_Sports_Fields.csv,Name,FDesc,,,,,,Address,,,,,,,X,Y,Lethbridge,,,Sports Fields,,,,
a,,Lethbridge_Tourism.csv,Name,Type,,,,,,Address,,,,,,,X,Y,Lethbridge,,,Mixed,Name,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,a,Lethbridge_Trail_System.csv,Grnspc_ID,,,,,,,Location,,,,,,,x,y,Lethbridge,,,Trails,,,,
x,,lincoln-parks-and-facilities (1).csv,Name,AMENITIES,,,,,,FullAddress,,,,,,,LONGITUDE,LATITUDE,lincoln-parks-and-facilities (1).csv,,,Mixed,,,,
x,,London_Golf_Courses.csv,GIS_FeatureKey,,,,,,,Address,,,,,,,,,London,,,Golf,,,,
x,a,London_Public_Pools.csv,Layer,,,,,,,,,,,,,,x,y,London,,,Pools,,,,
x,a,London_Race_Tracks.csv,Layer,,,,,,,,,,,,,,x,y,London,,,Raceway,,,,
x,a,London_Trails.csv,Layer,,,,,,,,,,,,,,x,y,London,,,Trails,,,,
a,,Longueuil_organismes (1).csv,ORGANISME,,,,,,,ADRESSE,,,,,,,,,Longueuil,,,Mixed,ORGANISME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
a,b,MapleRidge_Business_Licences.csv,BusinessName,BusinessType,,House,Street,,,,,,,,,,x,y,MapleRidge,,,Mixed,BusinessName,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
a,a,MapleRidge_Facilities_and_Attractions (2).csv,Name,,,House,Street,,,,,,,,,,x,y,MapleRidge,,,Mixed,Name,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,a,MapleRidge_Trails.csv,TrailName,,,,,,,,,Jurisdiction,,,,,x,y,MapleRidge,,,Trails,,,,
a,,Markham_City_Owned_Facilities (1).csv,NAME,TYPE,,,,,,ADDRESS,,TOWNAREA,,,,,,,Markham,,,Mixed,NAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,a,Markham_Trails.csv,TRAIL_NAME,,,,,,,,,,,,,,x,y,Markham,,,Trails,,,,
x,,Mississauga_2018_Mississauga_Business_Directory.csv,Name,NAICSTitle,,StreetNo,StreetName,,,Street_Add,PostalCode,,,,,,,,Mississauga,,,Mixed,Name,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,Mississauga_City_Arenas.csv,LANDMARKNA,TYPEDESC,,STNO,STNAME,SUFFIX,POSTDIR,,,CITY,,,,,X,Y,Mississauga,,,Arenas,,,,
x,,Mississauga_City_Baseball_Diamonds.csv,LANDMARKNA,TYPEDESC,,STNO,STNAME,SUFFIX,POSTDIR,,,CITY,,,,,X,Y,Mississauga,,,Baseball,,,,
x,,Mississauga_City_Basketball_Courts.csv,LANDMARKNA,TYPEDESC,,STNO,STNAME,SUFFIX,POSTDIR,,,CITY,,,,,X,Y,Mississauga,,,Basketball,,,,
x,,Mississauga_City_Bocce_Courts.csv,LANDMARKNA,TYPEDESC,,STNO,STNAME,SUFFIX,POSTDIR,,,CITY,,,,,X,Y,Mississauga,,,Bocce,,,,
x,,Mississauga_City_Cricket_Pitches.csv,LANDMARKNA,TYPEDESC,,STNO,STNAME,SUFFIX,POSTDIR,,,CITY,,,,,X,Y,Mississauga,,,Cricket,,,,
a,,Mississauga_City_Landmarks.csv,LANDMARKNA,TYPEDESC,,STNO,STNAME,SUFFIX,,,,CITY,,,,,X,Y,Mississauga,,,Mixed,LANDMARKNA,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,Mississauga_City_Municipal_Pools.csv,LANDMARKNA,TYPEDESC,,STNO,STNAME,SUFFIX,POSTDIR,,,CITY,,,,,X,Y,Mississauga,,,Pools,,,,
x,,Mississauga_City_Natural_Ice_Rinks.csv,LANDMARKNA,TYPEDESC,,STNO,STNAME,SUFFIX,POSTDIR,,,CITY,,,,,X,Y,Mississauga,,,Rinks,,,,
x,,Mississauga_City_Play_Sites.csv,LANDMARKNA,TYPEDESC,,STNO,STNAME,SUFFIX,POSTDIR,,,CITY,,,,,X,Y,Mississauga,,,Playgrounds,,,,
x,,Mississauga_City_Soccer_Fields.csv,LANDMARKNA,TYPEDESC,,STNO,STNAME,SUFFIX,POSTDIR,,,CITY,,,,,X,Y,Mississauga,,,Soccer,,,,
x,,Mississauga_City_Softball_Diamonds.csv,LANDMARKNA,TYPEDESC,,STNO,STNAME,SUFFIX,POSTDIR,,,CITY,,,,,X,Y,Mississauga,,,Softball,,,,
x,,Mississauga_City_Spray_Pads.csv,LANDMARKNA,TYPEDESC,,STNO,STNAME,SUFFIX,POSTDIR,,,CITY,,,,,X,Y,Mississauga,,,Splash Pads,,,,
x,,Mississauga_City_Tennis_Courts.csv,LANDMARKNA,TYPEDESC,,STNO,STNAME,SUFFIX,POSTDIR,,,CITY,,,,,X,Y,Mississauga,,,Tennis,,,,
a,,Moncton_Points_of_Interest (2).csv,NAME,SUBCATEGORY,,,,,,ADDRESS,POSTCODE,,,,,,,,Moncton,,,Mixed,NAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,a,Moncton_Splash_Pads.csv,UNITDESC,,,,,,,ADDRQUAL,,,,,,,x,y,Moncton,,,Splash Pads,,,,
x,a,Moncton_Trails.csv,TRAIL_NAME,CLASS,,,,,,,,,,,,,x,y,Moncton,,,Trails,,,,
a,,Montreal_equipementcollectifarrvillemarieaout2014.csv,NOM,CATEG,,NO_CIV,SPECIFIQUE,GENERIQUE,,EMPLACEMENT,Code postal,Ville,,,,,Longitude,Latitude,Montreal,,,Mixed,NOM,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,Montreal_piscines.csv,NOM,TYPE,,,,,,ADRESSE,,,,,,,LONG,LAT,Montreal,,,Pools,,,,
a,,Nanaimo_BusinessLicences.csv,TradeName,EDO_NAICS_Desc,,CivicAddressHouse,CivicAddressStreet,,,,,CivicAddressCity,,,,,Longitude,Latitude,Nanaimo,,,Mixed,TradeName,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,,Nanaimo_Facilities Nanaimo Facilities.csv,Name,,,,,,,,,,,,,,x,y,Nanaimo,,,Mixed,Name,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
a,,NewWestminster_BL_RESIDENT.CSV,BUSINESS_NAME,NAICS_DESCRIPTION,,,,,,TRADE_MAILING_ADDRESS,,,,,,,,,NewWestminster,,,Mixed,BUSINESS_NAME,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
x,b,NewWestminster_OFFLEASH_DOG_AREAS.csv,Name,,,,,,,,,,,,,,x,y,NewWestminster,,,Dog Parks,,,,
x,,NewWestminster_PARKS_TRAILS PARKS_TRAILS.csv,Name,,,,,,,,,,,,,,x,y,NewWestminster,,,Trails,,,,
x,,NewWestminster_SPORTS_FIELDS.csv,PARK,TYPE,,,,,,,,,,,,,X,Y,NewWestminster,,,Mixed,,,,
x,,NiagaraFalls_casinos Community_Casinos.csv,,,,,,,,,,,,,,,x,y,NiagaraFalls,,,Casino,,,,
x,,NiagaraFalls_city-facilities Community_CityFacilities.csv,,,,,,,,,,,,,,,x,y,NiagaraFalls,,,Rec Centres,,,,
x,,NiagaraFalls_community-public-trails Community_Trails_Public.csv,,,,,,,,,,,,,,,x,y,NiagaraFalls,,,Trails,,,,
x,,NiagaraFalls_community-services Community_Service.csv,,,,,,,,,,,,,,,x,y,NiagaraFalls,,,Rec Centres,,,,
x,,NiagaraFalls_golf-courses Community_GolfCourse.csv,,,,,,,,,,,,,,,x,y,NiagaraFalls,,,Golf,,,,
x,,NiagaraRegion_arenas.csv,Name,,,,,,,FullAddress,,Municipality,,,,,LONGITUDE,LATITUDE,NiagaraRegion,,,Arenas,,,,
x,,NiagaraRegion_golfcourses.csv,Name,,,,,,,FullAddress,,Municipality,,,,,LONGITUDE,LATITUDE,NiagaraRegion,,,Golf,,,,
x,,NiagaraRegion_marinas.csv,Name,,,,,,,FullAddress,,Municipality,,,,,LONGITUDE,LATITUDE,NiagaraRegion,,,Marina,,,,
x,a,NiagaraRegion_niagaratrails.csv,Name,,,,,,,,,,,,,,x,y,NiagaraRegion,,,Trails,,,,
x,,NorfolkCounty_Arenas.csv,Name,Type,,,,,,Address,PostalCode,,,,,,X,Y,NorfolkCounty,,,Arenas,,,,
x,,NorfolkCounty_Ball_Diamonds.csv,Name,Type,,,,,,Address,,,,,,,X,Y,NorfolkCounty,,,Baseball,,,,
x,,NorfolkCounty_Golf_Courses.csv,Name,Type,,,,,,Address,PostalCode,,,,,,X,Y,NorfolkCounty,,,Golf,,,,
x,,NorfolkCounty_Soccer_Fields.csv,Name,Type,,,,,,Address,,,,,,,X,Y,NorfolkCounty,,,Soccer,,,,
x,,NorfolkCounty_Tennis_Courts.csv,Name,Type,,,,,,Address,,,,,,,X,Y,NorfolkCounty,,,Tennis,,,,
x,a,NorfolkCounty_Trails.csv,TRAIL_NAME,USES_ALLOW,,,,,,,,,,,,,x,y,NorfolkCounty,,,Trails,,,,
x,,Oakville_Community_and_Social_Services_List_.csv,Site_Name,,,Site_Street_Number,Site_Street_Name,Site_Street_Type,,,Site_Postal_Code,Located_In_Community,Site_Province,,,,Longitude,Latitude,Oakville,,,Mixed,Site_Name,Aquatic Centre|Arena|Badminton|Ball Diamond|Baseball|Basketball|Beach|Bocce|Casino|Cricket Pitch|Curling|Day Camp|Dog Park|Golf Club|Golf Course|Gym|Hockey|Marina|Playground|Pool|Rec Centre|Recreation Centre|Rink|Skateboad|Snowmobile Trail|Snowshoe Trail|Soccer|Softball|Splash Pad|Splash Park|Sports Centre|Sports Court|Sports Court|Sports Field|Sports Field|Stadium|Stadium|Tennis|Tennis Club|Tennis Court|Trail|Volleyball|Wading Pool|Zoo|Aréna,,
