idx,facility_name,source_id,authority_type,grade_range,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3,facility_type,street_addr,address_str,city,province,postal_code,provider,grade_type,address_str_clean,street_no,street_name
837,Port Weller Public School,451568,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,273 Parnell Rd,273 Parnell Rd St Catharines Ontario L2M1W4,St Catharines,Ontario,L2M1W4,Province of Ontario,,273 parnell rd st catharines ontario l2m1w4,273,parnell rd
838,Power Glen School,452084,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,34 Westland St,34 Westland St St Catharines Ontario L2S4C1,St Catharines,Ontario,L2S4C1,Province of Ontario,,34 westland st st catharines ontario l2s4c1,34,westland st
839,Prince Philip Public School,455989,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,600 Vine St,600 Vine St St Catharines Ontario L2M3V1,St Catharines,Ontario,L2M3V1,Province of Ontario,,600 vine st st catharines ontario l2m3v1,600,vine st
840,Prince Philip Public School,456110,Pub Dist Sch Brd (E/F),1-8,0.0,0.0,1.0,1,0.0,Public,3112 Dorchester Rd N,3112 Dorchester Rd N Niagara Falls Ontario L2J2Z7,Niagara Falls,Ontario,L2J2Z7,Province of Ontario,,3112 dorchester rd n niagara falls ontario l2j2z7,3112,dorchester rd n
841,Prince of Wales Public School,455075,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,95 Facer St,95 Facer St St Catharines Ontario L2M5J6,St Catharines,Ontario,L2M5J6,Province of Ontario,,95 facer st st catharines ontario l2m5j6,95,facer st
842,Prince of Wales Public School,455202,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,40 Pine St S,40 Pine St S Thorold Ontario L2V3L4,Thorold,Ontario,L2V3L4,Province of Ontario,,40 pine st s thorold ontario l2v3l4,40,pine st s
843,Princess Elizabeth Public School,457540,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,330 Scholfield Ave S,330 Scholfield Ave S Welland Ontario L3B1P2,Welland,Ontario,L3B1P2,Province of Ontario,,330 scholfield ave s welland ontario l3b1p2,330,scholfield ave s
844,Princess Margaret Public School,458066,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,6624 Culp St,6624 Culp St Niagara Falls Ontario L2G2C4,Niagara Falls,Ontario,L2G2C4,Province of Ontario,,6624 culp st niagara falls ontario l2g2c4,6624,culp st
845,Quaker Road Public School,461415,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,333 Quaker Rd,333 Quaker Rd Welland Ontario L3C3G7,Welland,Ontario,L3C3G7,Province of Ontario,,333 quaker rd welland ontario l3c3g7,333,quaker rd
846,Richmond Street Public School,483117,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,153 Richmond St,153 Richmond St Thorold Ontario L2V3H3,Thorold,Ontario,L2V3H3,Province of Ontario,,153 richmond st thorold ontario l2v3h3,153,richmond st
847,River View Public School,485365,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,3300 Cattell Dr,3300 Cattell Dr Niagara Falls Ontario L2G6M9,Niagara Falls,Ontario,L2G6M9,Province of Ontario,,3300 cattell dr niagara falls ontario l2g6m9,3300,cattell dr
848,Ross Public School,491861,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,358 Niagara St,358 Niagara St Welland Ontario L3C1K9,Welland,Ontario,L3C1K9,Province of Ontario,,358 niagara st welland ontario l3c1k9,358,niagara st
849,Senator Gibson Public School,505382,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,4944 John St,4944 John St Beamsville Ontario L0R1B6,Beamsville,Ontario,L0R1B6,Province of Ontario,,4944 john st beamsville ontario l0r1b6,4944,john st
850,Simcoe Street Public School,514748,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,4760 Simcoe St,4760 Simcoe St Niagara Falls Ontario L2E1V6,Niagara Falls,Ontario,L2E1V6,Province of Ontario,,4760 simcoe st niagara falls ontario l2e1v6,4760,simcoe st
851,Sir Winston Churchill Secondary School,942464,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,101 Glen Morris Dr,101 Glen Morris Dr St Catharines Ontario L2T2N1,St Catharines,Ontario,L2T2N1,Province of Ontario,,101 glen morris dr st catharines ontario l2t2n1,101,glen morris dr
852,Smith Public School,517453,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,18 Oakes Rd N,18 Oakes Rd N Grimsby Ontario L3M4B1,Grimsby,Ontario,L3M4B1,Province of Ontario,,18 oakes rd n grimsby ontario l3m4b1,18,oakes rd n
853,Smithville Public School,117722,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,260 Canborough Street,260 Canborough Street Smithville Ontario L0R2A0,Smithville,Ontario,L0R2A0,Province of Ontario,,260 canborough street smithville ontario l0r2a0,260,canborough street
854,St Catharines Collegiate Institute and Vocational School,944157,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,34 Catherine St,34 Catherine St St Catharines Ontario L2R5E7,St Catharines,Ontario,L2R5E7,Province of Ontario,,34 catherine st st catharines ontario l2r5e7,34,catherine st
855,St Davids Public School,529648,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,1344 York Rd,1344 York Rd St Davids Ontario L0S1P0,St Davids,Ontario,L0S1P0,Province of Ontario,,1344 york rd st davids ontario l0s1p0,1344,york rd
856,Stamford Collegiate,945064,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,5775 Drummond Rd,5775 Drummond Rd Niagara Falls Ontario L2G4L2,Niagara Falls,Ontario,L2G4L2,Province of Ontario,,5775 drummond rd niagara falls ontario l2g4l2,5775,drummond rd
857,Steele Street Public School,535419,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,214 Steele St,214 Steele St Port Colborne Ontario L3K4X7,Port Colborne,Ontario,L3K4X7,Province of Ontario,,214 steele st port colborne ontario l3k4x7,214,steele st
858,Stevensville Public School,536636,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,3521 Main St E,3521 Main St E Stevensville Ontario L0S1V0,Stevensville,Ontario,L0S1V0,Province of Ontario,,3521 main st e stevensville ontario l0s1v0,3521,main st e
859,Thorold Secondary School,948055,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,50 Ormond St N,50 Ormond St N Thorold Ontario L2V1Z1,Thorold,Ontario,L2V1Z1,Province of Ontario,,50 ormond st n thorold ontario l2v1z1,50,ormond st n
860,Twenty Valley Public School,254519,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,4057 Victoria Avenue,4057 Victoria Avenue Vineland Ontario L0R2C0,Vineland,Ontario,L0R2C0,Province of Ontario,,4057 victoria avenue vineland ontario l0r2c0,4057,victoria avenue
861,Valley Way Public School,569348,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,5315 Valley Way,5315 Valley Way Niagara Falls Ontario L2E1X4,Niagara Falls,Ontario,L2E1X4,Province of Ontario,,5315 valley way niagara falls ontario l2e1x4,5315,valley way
862,Victoria Public School,573507,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,5635 Heritage Dr,5635 Heritage Dr Niagara Falls Ontario L2J3L6,Niagara Falls,Ontario,L2J3L6,Province of Ontario,,5635 heritage dr niagara falls ontario l2j3l6,5635,heritage dr
863,Welland Centennial Secondary School,947180,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,240 Thorold Rd,240 Thorold Rd Welland Ontario L3C3W2,Welland,Ontario,L3C3W2,Province of Ontario,,240 thorold rd welland ontario l3c3w2,240,thorold rd
864,Wellington Heights Public School,156841,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,9 Alsop Ave,9 Alsop Ave Fenwick Ontario L0S1C0,Fenwick,Ontario,L0S1C0,Province of Ontario,,9 alsop ave fenwick ontario l0s1c0,9,alsop ave
865,Westdale Public School,598984,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,130 Rykert St,130 Rykert St St Catharines Ontario L2S2B4,St Catharines,Ontario,L2S2B4,Province of Ontario,,130 rykert st st catharines ontario l2s2b4,130,rykert st
866,Westlane Secondary School,952214,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,5960 Pitton Rd,5960 Pitton Rd Niagara Falls Ontario L2H1T5,Niagara Falls,Ontario,L2H1T5,Province of Ontario,,5960 pitton rd niagara falls ontario l2h1t5,5960,pitton rd
867,Westmount Public School,602493,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,73 Ann St,73 Ann St Thorold Ontario L2V2J8,Thorold,Ontario,L2V2J8,Province of Ontario,,73 ann st thorold ontario l2v2j8,73,ann st
868,William E Brown Public School,607436,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,31870 Lee St,31870 Lee St Wainfleet Ontario L0S1V0,Wainfleet,Ontario,L0S1V0,Province of Ontario,,31870 lee st wainfleet ontario l0s1v0,31870,lee st
869,William Hamilton Merritt Public School,510530,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,114 Linwell Rd,114 Linwell Rd St Catharines Ontario L2N6N8,St Catharines,Ontario,L2N6N8,Province of Ontario,,114 linwell rd st catharines ontario l2n6n8,114,linwell rd
870,Winger Public School,581178,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,53220 Winger Rd,53220 Winger Rd Wainfleet Ontario L0S1V0,Wainfleet,Ontario,L0S1V0,Province of Ontario,,53220 winger rd wainfleet ontario l0s1v0,53220,winger rd
871,Woodland Public School,618870,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,1511 7th St Louth,1511 7th St Louth St Catharines Ontario L2R6P9,St Catharines,Ontario,L2R6P9,Province of Ontario,,1511 7th st louth st catharines ontario l2r6p9,1511,7th st louth
872,Bertha Shaw Public School,045578,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,109 Powell Ave,109 Powell Ave South Porcupine Ontario P0N1H0,South Porcupine,Ontario,P0N1H0,Province of Ontario,,109 powell ave south porcupine ontario p0n1h0,109,powell ave
873,Central School,097969,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,23 Station Rd,23 Station Rd Kirkland Lake Ontario P2N3H2,Kirkland Lake,Ontario,P2N3H2,Province of Ontario,,23 station rd kirkland lake ontario p2n3h2,23,station rd
874,Clayton Brown Public School,252018,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,27 10th St,27 10th St Hearst Ontario P0L1N0,Hearst,Ontario,P0L1N0,Province of Ontario,,27 10th st hearst ontario p0l1n0,27,10th st
875,Cochrane High School,902292,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,453 B Chalmers Avenue,453 B Chalmers Avenue Cochrane Ontario P0L1C0,Cochrane,Ontario,P0L1C0,Province of Ontario,,453 b chalmers avenue cochrane ontario p0l1c0,453 b,chalmers avenue
876,Cochrane Public School,114073,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,453 A Chalmers Avenue,453 A Chalmers Avenue Cochrane Ontario P0L1C0,Cochrane,Ontario,P0L1C0,Province of Ontario,,453 a chalmers avenue cochrane ontario p0l1c0,453 a,chalmers avenue
877,Diamond Jubilee Public School,140210,Pub Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Public,61 Devonshire St,61 Devonshire St Kapuskasing Ontario P5N1C5,Kapuskasing,Ontario,P5N1C5,Province of Ontario,,61 devonshire st kapuskasing ontario p5n1c5,61,devonshire st
878,Elk Lake Public School,282170,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,41 First St,41 First St Elk Lake Ontario P0J1G0,Elk Lake,Ontario,P0J1G0,Province of Ontario,,41 first st elk lake ontario p0j1g0,41,first st
879,Englehart High School,908924,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,61 Fourth St,61 Fourth St Englehart Ontario P0J1H0,Englehart,Ontario,P0J1H0,Province of Ontario,,61 fourth st englehart ontario p0j1h0,61,fourth st
880,Englehart Public School,181552,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,70 Eighth Ave,70 Eighth Ave Englehart Ontario P0J1H0,Englehart,Ontario,P0J1H0,Province of Ontario,,70 eighth ave englehart ontario p0j1h0,70,eighth ave
881,Englehart Secondary School (Elementary),619738,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,61 Fourth St,61 Fourth St Englehart Ontario P0J1H0,Englehart,Ontario,P0J1H0,Province of Ontario,,61 fourth st englehart ontario p0j1h0,61,fourth st
882,Federal Public School,193771,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,80 Tweedsmuir Rd,80 Tweedsmuir Rd Kirkland Lake Ontario P2N1J5,Kirkland Lake,Ontario,P2N1J5,Province of Ontario,,80 tweedsmuir rd kirkland lake ontario p2n1j5,80,tweedsmuir rd
883,Golden Avenue Public School,221554,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,117 Golden Avenue,117 Golden Avenue South Porcupine Ontario P0N1H0,South Porcupine,Ontario,P0N1H0,Province of Ontario,,117 golden avenue south porcupine ontario p0n1h0,117,golden avenue
884,Hearst High School,916293,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,27 10th St,27 10th St Hearst Ontario P0L1N0,Hearst,Ontario,P0L1N0,Province of Ontario,,27 10th st hearst ontario p0l1n0,27,10th st
885,Iroquois Falls Public School,076104,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,900 Centennial St,900 Centennial St Iroquois Falls Ontario P0K1G0,Iroquois Falls,Ontario,P0K1G0,Province of Ontario,,900 centennial st iroquois falls ontario p0k1g0,900,centennial st
886,Iroquois Falls Secondary School,918288,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,44 Anson Dr,44 Anson Dr Iroquois Falls Ontario P0K1E0,Iroquois Falls,Ontario,P0K1E0,Province of Ontario,,44 anson dr iroquois falls ontario p0k1e0,44,anson dr
887,Iroquois Falls Secondary School (Elementary),600222,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,44 Anson Dr,44 Anson Dr Iroquois Falls Ontario P0K1E0,Iroquois Falls,Ontario,P0K1E0,Province of Ontario,,44 anson dr iroquois falls ontario p0k1e0,44,anson dr
888,Joseph H Kennedy Public School,347957,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,422 4th Avenue,422 4th Avenue Matheson Ontario P0K1N0,Matheson,Ontario,P0K1N0,Province of Ontario,,422 4th avenue matheson ontario p0k1n0,422,4th avenue matheson ontario p0k1n0
889,Kapuskasing District High School,919063,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,61 Devonshire St,61 Devonshire St Kapuskasing Ontario P5N1C5,Kapuskasing,Ontario,P5N1C5,Province of Ontario,,61 devonshire st kapuskasing ontario p5n1c5,61,devonshire st
890,Kerns Public School,291048,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,946021 Maybrook Rd,946021 Maybrook Rd Thornloe Ontario P0J1S0,Thornloe,Ontario,P0J1S0,Province of Ontario,,946021 maybrook rd thornloe ontario p0j1s0,946021,maybrook rd
891,Kirkland Lake District Composite Elementary School,296600,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,60 Allen Ave,60 Allen Ave Kirkland Lake Ontario P2N3J5,Kirkland Lake,Ontario,P2N3J5,Province of Ontario,,60 allen ave kirkland lake ontario p2n3j5,60,allen ave
892,Kirkland Lake District Composite Secondary School,920363,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,60 Allen Ave,60 Allen Ave Kirkland Lake Ontario P2N3J5,Kirkland Lake,Ontario,P2N3J5,Province of Ontario,,60 allen ave kirkland lake ontario p2n3j5,60,allen ave
893,New Liskeard Public School,384224,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,141 Dymond St,141 Dymond St New Liskeard Ontario P0J1P0,New Liskeard,Ontario,P0J1P0,Province of Ontario,,141 dymond st new liskeard ontario p0j1p0,141,dymond st
894,PACE,933287,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,273 Third Ave,273 Third Ave Timmins Ontario P4N1E2,Timmins,Ontario,P4N1E2,Province of Ontario,,273 third ave timmins ontario p4n1e2,273,third ave
895,Pinecrest Public School,445061,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,542 Toke St,542 Toke St Timmins Ontario P4N6W1,Timmins,Ontario,P4N6W1,Province of Ontario,,542 toke st timmins ontario p4n6w1,542,toke st
896,R Ross Beattie Senior Public School,468371,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,300 Pearl Ave,300 Pearl Ave Timmins Ontario P4N7X5,Timmins,Ontario,P4N7X5,Province of Ontario,,300 pearl ave timmins ontario p4n7x5,300,pearl ave
897,Roland Michener Secondary School,943509,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,155 Legion Dr,155 Legion Dr South Porcupine Ontario P0N1H0,South Porcupine,Ontario,P0N1H0,Province of Ontario,,155 legion dr south porcupine ontario p0n1h0,155,legion dr
898,Roland Michener Secondary School (Elementary),428797,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,155 Legion Dr,155 Legion Dr South Porcupine Ontario P0N1H0,South Porcupine,Ontario,P0N1H0,Province of Ontario,,155 legion dr south porcupine ontario p0n1h0,155,legion dr
899,Schumacher Public School,502030,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,64 Croatia Ave,64 Croatia Ave Schumacher Ontario P0N1G0,Schumacher,Ontario,P0N1G0,Province of Ontario,,64 croatia ave schumacher ontario p0n1g0,64,croatia ave
900,Smooth Rock Falls Public School,519294,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,50 Third St,50 Third St Smooth Rock Falls Ontario P0L2B0,Smooth Rock Falls,Ontario,P0L2B0,Province of Ontario,,50 third st smooth rock falls ontario p0l2b0,50,third st
901,Temagami Public School,550809,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,11 School Rd,11 School Rd Temagami Ontario P0H2H0,Temagami,Ontario,P0H2H0,Province of Ontario,,11 school rd temagami ontario p0h2h0,11,school rd
902,Timiskaming District Secondary School,946940,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,90 Niven St,90 Niven St New Liskeard Ontario P0J1P0,New Liskeard,Ontario,P0J1P0,Province of Ontario,,90 niven st new liskeard ontario p0j1p0,90,niven st
903,Timiskaming District Secondary School (Elementary),050571,Pub Dist Sch Brd (E/F),7-8,0.0,0.0,0.0,1,0.0,Public,90 Niven St,90 Niven St New Liskeard Ontario P0J1P0,New Liskeard,Ontario,P0J1P0,Province of Ontario,,90 niven st new liskeard ontario p0j1p0,90,niven st
904,Timmins Centennial Public School,270291,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,545 Wilcox St,545 Wilcox St Timmins Ontario P4N3K5,Timmins,Ontario,P4N3K5,Province of Ontario,,545 wilcox st timmins ontario p4n3k5,545,wilcox st
905,Timmins High and Vocational School,948578,Pub Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Public,451 Theriault Blvd,451 Theriault Blvd Timmins Ontario P4N8B2,Timmins,Ontario,P4N8B2,Province of Ontario,,451 theriault blvd timmins ontario p4n8b2,451,theriault blvd
906,W Earle Miller Public School,361747,Pub Dist Sch Brd (E/F),JK-6,1.0,1.0,1.0,0,0.0,Public,200 Victoria Ave,200 Victoria Ave Timmins Ontario P4N8G9,Timmins,Ontario,P4N8G9,Province of Ontario,,200 victoria ave timmins ontario p4n8g9,200,victoria ave
907,All Saints Catholic School,685461,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,4105 Colonial Dr,4105 Colonial Dr Mississauga Ontario L5L4E8,Mississauga,Ontario,L5L4E8,Province of Ontario,,4105 colonial dr mississauga ontario l5l4e8,4105,colonial dr
908,Ascension of Our Lord Secondary School,687308,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,7640 Anaka Drive,7640 Anaka Drive Mississauga Ontario L4T3H7,Mississauga,Ontario,L4T3H7,Province of Ontario,,7640 anaka drive mississauga ontario l4t3h7,7640,anaka drive
909,Bishop Francis Allen Catholic School,689556,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,325 McMurchy Ave S,325 McMurchy Ave S Brampton Ontario L6Y1Z4,Brampton,Ontario,L6Y1Z4,Province of Ontario,,325 mcmurchy ave s brampton ontario l6y1z4,325,mcmurchy ave s
910,Bishop Scalabrini School,682438,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,225 Central Pkwy W,225 Central Pkwy W Mississauga Ontario L5B3J5,Mississauga,Ontario,L5B3J5,Province of Ontario,,225 central pkwy w mississauga ontario l5b3j5,225,central pkwy w
911,Canadian Martyrs School,693715,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,1185 Mississauga Valley Blvd,1185 Mississauga Valley Blvd Mississauga Ontario L5A3R7,Mississauga,Ontario,L5A3R7,Province of Ontario,,1185 mississauga valley blvd mississauga ontario l5a3r7,1185,mississauga valley blvd
912,Cardinal Ambrozic Catholic Secondary School,749813,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,10 Castle Oaks Crossing,10 Castle Oaks Crossing Brampton Ontario L6P3A2,Brampton,Ontario,L6P3A2,Province of Ontario,,10 castle oaks crossing brampton ontario l6p3a2,10,castle oaks crossing
913,Cardinal Leger Secondary School,850888,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,75 Mary St,75 Mary St Brampton Ontario L6W3K5,Brampton,Ontario,L6W3K5,Province of Ontario,,75 mary st brampton ontario l6w3k5,75,mary st
914,Christ The King Catholic School,697095,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,3240 Garthwood Rd,3240 Garthwood Rd Mississauga Ontario L5L5A3,Mississauga,Ontario,L5L5A3,Province of Ontario,,3240 garthwood rd mississauga ontario l5l5a3,3240,garthwood rd
915,Corpus Christi School,701807,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,4155 Elora Dr,4155 Elora Dr Mississauga Ontario L5B3N4,Mississauga,Ontario,L5B3N4,Province of Ontario,,4155 elora dr mississauga ontario l5b3n4,4155,elora dr
916,Divine Mercy School,703222,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,2840 Duncairn Dr,2840 Duncairn Dr Mississauga Ontario L5M5C6,Mississauga,Ontario,L5M5C6,Province of Ontario,,2840 duncairn dr mississauga ontario l5m5c6,2840,duncairn dr
917,Father C W Sullivan Catholic School,696307,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,62 Seaborn Rd,62 Seaborn Rd Brampton Ontario L6V2C1,Brampton,Ontario,L6V2C1,Province of Ontario,,62 seaborn rd brampton ontario l6v2c1,62,seaborn rd
918,Father Clair Tipping School,706337,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,25 Mountainberry Rd,25 Mountainberry Rd Brampton Ontario L6R1J3,Brampton,Ontario,L6R1J3,Province of Ontario,,25 mountainberry rd brampton ontario l6r1j3,25,mountainberry rd
919,Father Daniel Zanon Elementary School,857238,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,450 Hillcrest Ave,450 Hillcrest Ave Mississauga Ontario L5B4J3,Mississauga,Ontario,L5B4J3,Province of Ontario,,450 hillcrest ave mississauga ontario l5b4j3,450,hillcrest ave
920,Father Francis McSpiritt Catholic Elementary School,730441,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,55 Lexington Road,55 Lexington Road Brampton Ontario L6P2A9,Brampton,Ontario,L6P2A9,Province of Ontario,,55 lexington road brampton ontario l6p2a9,55,lexington road
921,Father Michael Goetz Secondary School,706957,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,330 Central Pkwy W,330 Central Pkwy W Mississauga Ontario L5B3K6,Mississauga,Ontario,L5B3K6,Province of Ontario,,330 central pkwy w mississauga ontario l5b3k6,330,central pkwy w
922,Georges Vanier Catholic School,708038,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,28 Finchgate Blvd,28 Finchgate Blvd Brampton Ontario L6T3H9,Brampton,Ontario,L6T3H9,Province of Ontario,,28 finchgate blvd brampton ontario l6t3h9,28,finchgate blvd
923,Good Shepherd Catholic Elementary School,708070,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,28 Red River Dr,28 Red River Dr Brampton Ontario L6R2H9,Brampton,Ontario,L6R2H9,Province of Ontario,,28 red river dr brampton ontario l6r2h9,28,red river dr
924,Guardian Angels Catholic Elementary School,708143,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,62 Heatherdale Dr,62 Heatherdale Dr Brampton Ontario L7A2H4,Brampton,Ontario,L7A2H4,Province of Ontario,,62 heatherdale dr brampton ontario l7a2h4,62,heatherdale dr
925,Holy Cross School,714909,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,3615 Morning Star Dr,3615 Morning Star Dr Mississauga Ontario L4T1Y4,Mississauga,Ontario,L4T1Y4,Province of Ontario,,3615 morning star dr mississauga ontario l4t1y4,3615,morning star dr
926,Holy Family School,716405,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,61 Allan Dr,61 Allan Dr Bolton Ontario L7E1P7,Bolton,Ontario,L7E1P7,Province of Ontario,,61 allan dr bolton ontario l7e1p7,61,allan dr
927,Holy Name of Mary Secondary School,718114,Cath Dist Sch Brd (E/F),9-12,0.0,0.0,0.0,1,1.0,Catholic,115 Glenvale Boulevard,115 Glenvale Boulevard Brampton Ontario L6S3J7,Brampton,Ontario,L6S3J7,Province of Ontario,,115 glenvale boulevard brampton ontario l6s3j7,115,glenvale boulevard
928,Holy Spirit Catholic Elementary School,819219,Cath Dist Sch Brd (E/F),JK-8,1.0,1.0,1.0,1,0.0,Catholic,25 Bloomsbury Avenue,25 Bloomsbury Avenue Brampton Ontario L6P1W9,Brampton,Ontario,L6P1W9,Province of Ontario,,25 bloomsbury avenue brampton ontario l6p1w9,25,bloomsbury avenue
