idx,facility_name,source_id,authority_type,grade_range,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3,facility_type,street_addr,address_str,city,province,postal_code,provider,grade_type,address_str_clean,street_no,street_name
564,Greenbelt Academy and Early Learning Cen,883760,Private,,,,1.0,1,,,130 Main St E,130 Main St E Grimsby Ontario L3M1N8,Grimsby,Ontario,L3M1N8,Province of Ontario,Elementary,130 main st e grimsby ontario l3m1n8,130,main st e
565,Greenbriar High School,668555,Private,,,,,1,1.0,,3660 Hurontario St,3660 Hurontario St Mississauga Ontario L5B3C4,Mississauga,Ontario,L5B3C4,Province of Ontario,Secondary,3660 hurontario st mississauga ontario l5b3c4,3660,hurontario st
566,Greenock Amish Parochial School,877891,Private,,,,1.0,1,,,536 Brockton Side Road 30 5,536 Brockton Side Road 30 5 Kincardine Ontario N2Z2X6,Kincardine,Ontario,N2Z2X6,Province of Ontario,Elementary,536 brockton side road 30 5 kincardine ontario n2z2x6,536,brockton side road 30 5
567,Greenwood College School,666289,Private,,,,1.0,1,1.0,,443 Mount Pleasant Rd,443 Mount Pleasant Rd Toronto Ontario M4S2L8,Toronto,Ontario,M4S2L8,Province of Ontario,Elem/Sec,443 mount pleasant rd toronto ontario m4s2l8,443,mount pleasant rd
568,Gregory School for Exceptional Learning,665009,Private,,,,1.0,1,,,1249 Colborne Street West 4,1249 Colborne Street West 4 Brantford Ontario N3T0M6,Brantford,Ontario,N3T0M6,Province of Ontario,Elementary,1249 colborne street west 4 brantford ontario n3t0m6,4,colborne street west
569,Groveville Collegiate,666668,Private,,,,,1,1.0,,235 Dixon Rd,235 Dixon Rd Etobicoke Ontario M9P2M5,Etobicoke,Ontario,M9P2M5,Province of Ontario,Secondary,235 dixon rd etobicoke ontario m9p2m5,235,dixon rd
570,Guelph Community Christian School,885452,Private,,,,1.0,1,,,195 College Ave West,195 College Ave West Guelph Ontario N1G1S6,Guelph,Ontario,N1G1S6,Province of Ontario,Elementary,195 college ave west guelph ontario n1g1s6,195,college ave west
571,Guelph Montessori School,877093,Private,,,,1.0,1,,,151 Waterloo Ave,151 Waterloo Ave Guelph Ontario N1H3H9,Guelph,Ontario,N1H3H9,Province of Ontario,Elementary,151 waterloo ave guelph ontario n1h3h9,151,waterloo ave
572,Guelph Outdoor Preschool Ltd.,665464,Private,,,,1.0,1,,,5420 Highway 6 North,5420 Highway 6 North Guelph Ontario N1H6J2,Guelph,Ontario,N1H6J2,Province of Ontario,Elementary,5420 highway 6 north guelph ontario n1h6j2,5420,highway 6 north
573,Guiding Light Academy,665671,Private,,,,1.0,1,,,225 Broadway Street,225 Broadway Street Mississauga Ontario L5M1J1,Mississauga,Ontario,L5M1J1,Province of Ontario,Elementary,225 broadway street mississauga ontario l5m1j1,225,broadway street
574,Guido de Bres Christian High School,889164,Private,,,,,1,1.0,,420 Crerar Drive,420 Crerar Drive Hamilton Ontario L9A5K3,Hamilton,Ontario,L9A5K3,Province of Ontario,Secondary,420 crerar drive hamilton ontario l9a5k3,420,crerar drive
575,Guru Tegh Bahadur International School,667115,Private,,,,1.0,1,1.0,,180 Sandalwood Parkway East,180 Sandalwood Parkway East Brampton Ontario L6Z1X4,Brampton,Ontario,L6Z1X4,Province of Ontario,Elem/Sec,180 sandalwood parkway east brampton ontario l6z1x4,180,sandalwood parkway east
576,Gusty Parochial School,669511,Private,,,,1.0,1,,,829 Concession Road 6 Arran-Elderslie,829 Concession Road 6 Arran-Elderslie Paisley Ontario N0G2N0,Paisley,Ontario,N0G2N0,Province of Ontario,Elementary,829 concession road 6 arran elderslie paisley ontario n0g2n0,829,concession road 6
577,Haliburton Forest School,668757,Private,,,,1.0,1,,,1012 Garden Gate Drive,1012 Garden Gate Drive Algonquin Highlands Ontario K0M1S0,Algonquin Highlands,Ontario,K0M1S0,Province of Ontario,Elementary,1012 garden gate drive algonquin highlands ontario k0m1s0,1012,garden gate drive
578,Halley International Academy,886582,Private,,,,,1,1.0,,17565 Yonge Street,17565 Yonge Street Newmarket Ontario L3Y5H6,Newmarket,Ontario,L3Y5H6,Province of Ontario,Secondary,17565 yonge street newmarket ontario l3y5h6,17565,yonge street
579,Halton Hills Christian School,885398,Private,,,,1.0,1,,,11643 Trafalgar Road,11643 Trafalgar Road Georgetown Ontario L7G4S4,Georgetown,Ontario,L7G4S4,Province of Ontario,Elementary,11643 trafalgar road georgetown ontario l7g4s4,11643,trafalgar road
580,Halton Waldorf School,883700,Private,,,,1.0,1,1.0,,2193 Orchard Rd,2193 Orchard Rd Burlington Ontario L7L7J8,Burlington,Ontario,L7L7J8,Province of Ontario,Elem/Sec,2193 orchard rd burlington ontario l7l7j8,2193,orchard rd
581,Hamilton Academy of Performing Arts,885060,Private,,,,1.0,1,1.0,,108 PARK ST. WEST,108 PARK ST. WEST DUNDAS Ontario L9H1X4,DUNDAS,Ontario,L9H1X4,Province of Ontario,Elem/Sec,108 park st west dundas ontario l9h1x4,108,park st west
582,Hamilton District Christian Private Scho,885541,Private,,,,,1,1.0,,92 Glancaster Rd,92 Glancaster Rd Ancaster Ontario L9G3K9,Ancaster,Ontario,L9G3K9,Province of Ontario,Secondary,92 glancaster rd ancaster ontario l9g3k9,92,glancaster rd
583,Hamilton Downtown Islamic School,884101,Private,,,,1.0,1,,,221 York Boulevard,221 York Boulevard Hamilton Ontario L8R1Y6,Hamilton,Ontario,L8R1Y6,Province of Ontario,Elementary,221 york boulevard hamilton ontario l8r1y6,221,york boulevard
584,Hamilton Hebrew Academy Zichron Meir,885550,Private,,,,1.0,1,,,60 Dow Avenue,60 Dow Avenue Hamilton Ontario L8S1W4,Hamilton,Ontario,L8S1W4,Province of Ontario,Elementary,60 dow avenue hamilton ontario l8s1w4,60,dow avenue
585,Hamilton Hebrew High,883788,Private,,,,,1,1.0,,60 Dow Ave,60 Dow Ave HAMILTON Ontario L8S1W3,HAMILTON,Ontario,L8S1W3,Province of Ontario,Secondary,60 dow ave hamilton ontario l8s1w3,60,dow ave
586,Hanson High School,665843,Private,,,,,1,1.0,,36 Eglinton Avenue West,36 Eglinton Avenue West Toronto Ontario M4R1A1,Toronto,Ontario,M4R1A1,Province of Ontario,Secondary,36 eglinton avenue west toronto ontario m4r1a1,36,eglinton avenue west
587,Harris Academy,668809,Private,,,,1.0,1,,,168 Graham Street,168 Graham Street West Lorne Ontario N0L2P0,West Lorne,Ontario,N0L2P0,Province of Ontario,Elementary,168 graham street west lorne ontario n0l2p0,168,graham street
588,Harvest Preparatory Academy,667529,Private,,,,1.0,1,1.0,,192 King Street West,192 King Street West Prescott Ontario K0E1T0,Prescott,Ontario,K0E1T0,Province of Ontario,Elem/Sec,192 king street west prescott ontario k0e1t0,192,king street west
589,Harvesters Christian School,886067,Private,,,,1.0,1,1.0,,9488 Westminster Drive,9488 Westminster Drive London Ontario N6P1P3,London,Ontario,N6P1P3,Province of Ontario,Elem/Sec,9488 westminster drive london ontario n6p1p3,9488,westminster drive
590,Harwood Montessori School Inc,884596,Private,,,,1.0,1,,,23 Church St S,23 Church St S Ajax Ontario L1S6A6,Ajax,Ontario,L1S6A6,Province of Ontario,Elementary,23 church st s ajax ontario l1s6a6,23,church st s
591,Hatch House Montessori,884685,Private,,,,1.0,1,,,301 Byron Street South,301 Byron Street South Whitby Ontario L1N4P9,Whitby,Ontario,L1N4P9,Province of Ontario,Elementary,301 byron street south whitby ontario l1n4p9,301,byron street south
592,Haven International School,888814,Private,,,,1.0,1,1.0,,360 Colborne Street,360 Colborne Street Brantford Ontario N3S3N3,Brantford,Ontario,N3S3N3,Province of Ontario,Elem/Sec,360 colborne street brantford ontario n3s3n3,360,colborne street
593,Havergal College,887242,Private,,,,1.0,1,1.0,,1451 Avenue Rd,1451 Avenue Rd Toronto Ontario M5N2H9,Toronto,Ontario,M5N2H9,Province of Ontario,Elem/Sec,1451 avenue rd toronto ontario m5n2h9,1451,avenue rd
594,Hawthorn School for Girls,884863,Private,,,,1.0,1,1.0,,101 Scarsdale Road,101 Scarsdale Road Toronto Ontario M3B2R2,Toronto,Ontario,M3B2R2,Province of Ontario,Elem/Sec,101 scarsdale road toronto ontario m3b2r2,101,scarsdale road
595,Headwater Hills Montessori School,669178,Private,,,,1.0,1,,,21170 Hurontario Street,21170 Hurontario Street Caledon Ontario L7K1X1,Caledon,Ontario,L7K1X1,Province of Ontario,Elementary,21170 hurontario street caledon ontario l7k1x1,21170,hurontario street
596,Headwaters Academy,884186,Private,,,,1.0,1,,,316362 3rd Line C,316362 3rd Line C Heathcote Ontario N0H2N0,Heathcote,Ontario,N0H2N0,Province of Ontario,Elementary,316362 3rd line c heathcote ontario n0h2n0,316362,3rd line c
597,Heritage Academy,876500,Private,,,,1.0,1,1.0,,207 Bayswater Avenue,207 Bayswater Avenue Ottawa Ontario K1Y2G5,Ottawa,Ontario,K1Y2G5,Province of Ontario,Elem/Sec,207 bayswater avenue ottawa ontario k1y2g5,207,bayswater avenue
598,Heritage Christian Academy,880078,Private,,,,1.0,1,1.0,,79 Ardagh Rd,79 Ardagh Rd Barrie Ontario L4N9B6,Barrie,Ontario,L4N9B6,Province of Ontario,Elem/Sec,79 ardagh rd barrie ontario l4n9b6,79,ardagh rd
599,Heritage Christian School,875864,Private,,,,1.0,1,1.0,,2850 Fourth Ave,2850 Fourth Ave Jordan Station Ontario L0R1S0,Jordan Station,Ontario,L0R1S0,Province of Ontario,Elem/Sec,2850 fourth ave jordan station ontario l0r1s0,2850,fourth ave
600,Heritage Christian School,880272,Private,,,,1.0,1,,,159 Colborne St W,159 Colborne St W Lindsay Ontario K9V5Z8,Lindsay,Ontario,K9V5Z8,Province of Ontario,Elementary,159 colborne st w lindsay ontario k9v5z8,159,colborne st w
601,Heritage Community Christian School,885053,Private,,,,1.0,1,,,7463 County Road 28,7463 County Road 28 Addison Ontario K0E1A0,Addison,Ontario,K0E1A0,Province of Ontario,Elementary,7463 county road 28 addison ontario k0e1a0,7463,county road 28
602,Heritage International School,668493,Private,,,,1.0,1,1.0,,411 Gordon Baker Road,411 Gordon Baker Road North York Ontario M2H2S6,North York,Ontario,M2H2S6,Province of Ontario,Elem/Sec,411 gordon baker road north york ontario m2h2s6,411,gordon baker road
603,Heritage Lane Parochial School,665766,Private,,,,1.0,1,,,412056 Soughtgate Sideroad 41,412056 Soughtgate Sideroad 41 Holstein Ontario N0G2A0,Holstein,Ontario,N0G2A0,Province of Ontario,Elementary,412056 soughtgate sideroad 41 holstein ontario n0g2a0,412056,soughtgate sideroad 41
604,Hidden Valley Amish Private School,881112,Private,,,,1.0,1,,,37786 Belfast Road 2,37786 Belfast Road 2 Lucknow Ontario N0G2W0,Lucknow,Ontario,N0G2W0,Province of Ontario,Elementary,37786 belfast road 2 lucknow ontario n0g2w0,37786,belfast road 2
605,High Five Academy for Learning,886601,Private,,,,1.0,1,1.0,,611 Wanless Dr,611 Wanless Dr Brampton Ontario L7A3Y6,Brampton,Ontario,L7A3Y6,Province of Ontario,Elem/Sec,611 wanless dr brampton ontario l7a3y6,611,wanless dr
606,High Park Gardens Montessori School,880833,Private,,,,1.0,1,,,35 High Park Gardens,35 High Park Gardens Toronto Ontario M6R1S8,Toronto,Ontario,M6R1S8,Province of Ontario,Elementary,35 high park gardens toronto ontario m6r1s8,35,high park gardens
607,Higher Marks Educational Institute,668650,Private,,,,1.0,1,1.0,,87 Thornmount Drive,87 Thornmount Drive Scarborough Ontario M1B5S5,Scarborough,Ontario,M1B5S5,Province of Ontario,Elem/Sec,87 thornmount drive scarborough ontario m1b5s5,87,thornmount drive
608,Highland Academy of Canada,882713,Private,,,,,1,1.0,,9600 Bathurst Street,9600 Bathurst Street Vaughan Ontario L6A3Z8,Vaughan,Ontario,L6A3Z8,Province of Ontario,Secondary,9600 bathurst street vaughan ontario l6a3z8,9600,bathurst street
609,"Hill Academy, The",882850,Private,,,,1.0,1,1.0,,20490 Porterfield Road,20490 Porterfield Road Caledon Ontario L7K1T2,Caledon,Ontario,L7K1T2,Province of Ontario,Elem/Sec,20490 porterfield road caledon ontario l7k1t2,20490,porterfield road
610,Hillcrest Amish Private School,887579,Private,,,,1.0,1,,,"Side Road 5, Chatsworth 701736","Side Road 5, Chatsworth 701736 Desboro Ontario N0H1K0",Desboro,Ontario,N0H1K0,Province of Ontario,Elementary,side road 5 chatsworth 701736 desboro ontario n0h1k0,,side road 5
611,Hillcrest Private School,880698,Private,,,,1.0,1,,,7 Little York St,7 Little York St Orangeville Ontario L9W1P3,Orangeville,Ontario,L9W1P3,Province of Ontario,Elementary,7 little york st orangeville ontario l9w1p3,7,little york st
612,Hillfield Strathallan College,885568,Private,,,,1.0,1,1.0,,299 Fennell Ave W,299 Fennell Ave W Hamilton Ontario L9C1G3,Hamilton,Ontario,L9C1G3,Province of Ontario,Elem/Sec,299 fennell ave w hamilton ontario l9c1g3,299,fennell ave w
613,Hillview Christian Day School,888184,Private,,,,1.0,1,1.0,,R.R.#4 RR 4 116 Fort Stewart Rd,R.R.#4 RR 4 116 Fort Stewart Rd Bancroft Ontario K0L1C0,Bancroft,Ontario,K0L1C0,Province of Ontario,Elem/Sec,rr#4 rr 4 116 fort stewart rd bancroft ontario k0l1c0,116,fort stewart rd
614,Hitherfield School,875660,Private,,,,1.0,1,,,2439 Tenth Side Road,2439 Tenth Side Road Campbellville Ontario L0P1B0,Campbellville,Ontario,L0P1B0,Province of Ontario,Elementary,2439 tenth side road campbellville ontario l0p1b0,2439,tenth side road
615,Holy Family Achievement School of Academ,665275,Private,,,,1.0,1,1.0,,925 Cousineau Road,925 Cousineau Road Windsor Ontario N9G1V8,Windsor,Ontario,N9G1V8,Province of Ontario,Elem/Sec,925 cousineau road windsor ontario n9g1v8,925,cousineau road
616,Holy Name of Mary College School,665226,Private,,,,1.0,1,1.0,,2241 MISSISSAUGA RD,2241 MISSISSAUGA RD MISSISSAUGA Ontario L5H2K8,MISSISSAUGA,Ontario,L5H2K8,Province of Ontario,Elem/Sec,2241 mississauga rd mississauga ontario l5h2k8,2241,mississauga rd
617,Holy Nation Christian School,669380,Private,,,,1.0,1,,,1108 Greenwood Avenue,1108 Greenwood Avenue Toronto Ontario M4J4E8,Toronto,Ontario,M4J4E8,Province of Ontario,Elementary,1108 greenwood avenue toronto ontario m4j4e8,1108,greenwood avenue
618,Holy Trinity School,881481,Private,,,,1.0,1,1.0,,11300 Bayview Ave,11300 Bayview Ave Richmond Hill Ontario L4S1L4,Richmond Hill,Ontario,L4S1L4,Province of Ontario,Elem/Sec,11300 bayview ave richmond hill ontario l4s1l4,11300,bayview ave
619,Holyrood East Parochial School,668940,Private,,,,1.0,1,,,2086 Bruce County Road 6 3,2086 Bruce County Road 6 3 Holyrood Ontario N0G2B0,Holyrood,Ontario,N0G2B0,Province of Ontario,Elementary,2086 bruce county road 6 3 holyrood ontario n0g2b0,3,bruce county road 6
620,Home Sweet Home Montessori Academy,880491,Private,,,,1.0,1,,,2939 Old School road,2939 Old School road Caledon Ontario L7C0X7,Caledon,Ontario,L7C0X7,Province of Ontario,Elementary,2939 old school road caledon ontario l7c0x7,2939,old school road
621,Hope Academy,666081,Private,,,,1.0,1,,,4316 Ebenezer Road,4316 Ebenezer Road Brampton Ontario L6P0R9,Brampton,Ontario,L6P0R9,Province of Ontario,Elementary,4316 ebenezer road brampton ontario l6p0r9,4316,ebenezer road
622,Hope Reformed Christian School,884793,Private,,,,1.0,1,1.0,,331 German School Road,331 German School Road Paris Ontario N3L3E1,Paris,Ontario,N3L3E1,Province of Ontario,Elem/Sec,331 german school road paris ontario n3l3e1,331,german school road
623,Horizons Secondary School,883750,Private,,,,,1,1.0,,83 Marmora Street,83 Marmora Street Trenton Ontario K8V2J1,Trenton,Ontario,K8V2J1,Province of Ontario,Secondary,83 marmora street trenton ontario k8v2j1,83,marmora street
624,Horton Academy,668703,Private,,,,,1,1.0,,101-155 Gordon Baker Road,101-155 Gordon Baker Road North York Ontario M2H3N5,North York,Ontario,M2H3N5,Province of Ontario,Secondary,101 155 gordon baker road north york ontario m2h3n5,101,155 gordon baker road
625,Howick Maples Parochial School,878227,Private,,,,1.0,1,,,87852 Fordwich Line 2,87852 Fordwich Line 2 Gorrie Ontario N0G1X0,Gorrie,Ontario,N0G1X0,Province of Ontario,Elementary,87852 fordwich line 2 gorrie ontario n0g1x0,87852,fordwich line 2
626,Howlett Academy,665703,Private,,,,1.0,1,,,15 Madison Ave,15 Madison Ave Toronto Ontario M5R2S2,Toronto,Ontario,M5R2S2,Province of Ontario,Elementary,15 madison ave toronto ontario m5r2s2,15,madison ave
627,Hudson Academy,668431,Private,,,,,1,1.0,,501 Consumers road,501 Consumers road Toronto Ontario M2J1P8,Toronto,Ontario,M2J1P8,Province of Ontario,Secondary,501 consumers road toronto ontario m2j1p8,501,consumers road
628,Hudson College,666661,Private,,,,1.0,1,1.0,,21 Ascot Ave,21 Ascot Ave Toronto Ontario M6E1E6,Toronto,Ontario,M6E1E6,Province of Ontario,Elem/Sec,21 ascot ave toronto ontario m6e1e6,21,ascot ave
629,Humberside Montessori School,875996,Private,,,,1.0,1,,,121 Kennedy Ave,121 Kennedy Ave Toronto Ontario M6S2X8,Toronto,Ontario,M6S2X8,Province of Ontario,Elementary,121 kennedy ave toronto ontario m6s2x8,121,kennedy ave
630,Hummingbird Montessori School,883001,Private,,,,1.0,1,,,3521 Simcoe County Rd. 124,3521 Simcoe County Rd. 124 Nottawa Ontario L0M1S0,Nottawa,Ontario,L0M1S0,Province of Ontario,Elementary,3521 simcoe county rd 124 nottawa ontario l0m1s0,3521,simcoe county rd 124
631,Huron Christian School,885304,Private,,,,1.0,1,,,87 Percival Street,87 Percival Street Clinton Ontario N0M1L0,Clinton,Ontario,N0M1L0,Province of Ontario,Elementary,87 percival street clinton ontario n0m1l0,87,percival street
632,Huron Hills Parochial School,885212,Private,,,,1.0,1,,,759 Karishea Ave 3,759 Karishea Ave 3 Holyrood Ontario N0G2B0,Holyrood,Ontario,N0G2B0,Province of Ontario,Elementary,759 karishea ave 3 holyrood ontario n0g2b0,759,karishea ave 3
633,Huron International School,665474,Private,,,,,1,1.0,,424 Quebec Avenue,424 Quebec Avenue Huron Park Ontario N0M1Y0,Huron Park,Ontario,N0M1Y0,Province of Ontario,Secondary,424 quebec avenue huron park ontario n0m1y0,424,quebec avenue
634,I am Smart S-Cool!,885965,Private,,,,1.0,1,,,160 Dudley Ave,160 Dudley Ave Thornhill Ontario L3T2E6,Thornhill,Ontario,L3T2E6,Province of Ontario,Elementary,160 dudley ave thornhill ontario l3t2e6,160,dudley ave
635,I.R. Churchill Elementary,663030,Private,,,,1.0,1,,,2040 Walsh Street East,2040 Walsh Street East Thunder Bay Ontario P7E4W2,Thunder Bay,Ontario,P7E4W2,Province of Ontario,Elementary,2040 walsh street east thunder bay ontario p7e4w2,2040,walsh street east
636,Immanuel Christian School,885070,Private,,,,1.0,1,,,75 Caverly Rd,75 Caverly Rd Aylmer Ontario N5H2P6,Aylmer,Ontario,N5H2P6,Province of Ontario,Elementary,75 caverly rd aylmer ontario n5h2p6,75,caverly rd
637,Immanuel Christian School,885940,Private,,,,1.0,1,,,100-A Rossland Rd W,100-A Rossland Rd W Whitby Ontario L1N3H9,Whitby,Ontario,L1N3H9,Province of Ontario,Elementary,100 a rossland rd w whitby ontario l1n3h9,100 a,rossland rd w
638,Immigrants Working Centre - IWC Academy,881662,Private,,,,,1,1.0,,8 Main Street East,8 Main Street East Hamilton Ontario L8N1E8,Hamilton,Ontario,L8N1E8,Province of Ontario,Secondary,8 main street east hamilton ontario l8n1e8,8,main street east
639,Imperial College of Toronto,884979,Private,,,,,1,1.0,,20 Queen Elizabeth Blvd,20 Queen Elizabeth Blvd Toronto Ontario M8Z1L8,Toronto,Ontario,M8Z1L8,Province of Ontario,Secondary,20 queen elizabeth blvd toronto ontario m8z1l8,20,queen elizabeth blvd
640,Inception Academy,884337,Private,,,,,1,1.0,,7163 Yonge Street,7163 Yonge Street Thornhill Ontario L3T0C6,Thornhill,Ontario,L3T0C6,Province of Ontario,Secondary,7163 yonge street thornhill ontario l3t0c6,7163,yonge street
641,Infinity School,665962,Private,,,,1.0,1,,,115 Askin St,115 Askin St London Ontario N6C1E7,London,Ontario,N6C1E7,Province of Ontario,Elementary,115 askin st london ontario n6c1e7,115,askin st
642,Innocent Hearts Secondary School,886638,Private,,,,,1,1.0,,60 Cottrelle Blvd,60 Cottrelle Blvd Brampton Ontario L6S0E1,Brampton,Ontario,L6S0E1,Province of Ontario,Secondary,60 cottrelle blvd brampton ontario l6s0e1,60,cottrelle blvd
643,Innova Academy,667661,Private,,,,1.0,1,1.0,,1000 Gorham Street,1000 Gorham Street Newmarket Ontario L3Y1L8,Newmarket,Ontario,L3Y1L8,Province of Ontario,Elem/Sec,1000 gorham street newmarket ontario l3y1l8,1000,gorham street
644,Innunco Academy,886338,Private,,,,,1,1.0,,55 Town Centre Court,55 Town Centre Court Scarborough Ontario M1P4X4,Scarborough,Ontario,M1P4X4,Province of Ontario,Secondary,55 town centre court scarborough ontario m1p4x4,55,town centre court
