idx,facility_name,ISCED020,ISCED1,ISCED2,ISCED3,grade_range,address_str,city,postal_code,province,provider,address_str_clean,street_no,street_name
663,Wapella School,1,1,1,0,Gr. K-7,610 QU APPELLE STREET WAPELLA sk S0G 4Z0,WAPELLA,S0G 4Z0,sk,Province of Saskatchewan,610 qu appelle street wapella sk s0g 4z0,610,qu appelle street
664,Wawota Parkland School,1,1,1,1,Gr. K-12,BOX 270 WAWOTA sk S0G 5A0,WAWOTA,S0G 5A0,sk,Province of Saskatchewan,wawota sk s0g 5a0,,
665,Weldon School,1,1,1,0,Gr. K-8,BOX 310 BIENFAIT sk S0C 0M0,BIENFAIT,S0C 0M0,sk,Province of Saskatchewan,bienfait sk s0c 0m0,,
666,Westview Elementary,1,1,1,0,Gr. K-8,1607 2ND STREET ESTEVAN sk S4A 0M9,ESTEVAN,S4A 0M9,sk,Province of Saskatchewan,1607 2nd street estevan sk s4a 0m9,1607,2nd street
667,Weyburn Comprehensive School,0,0,1,1,Gr. 7-12,629 KING ST WEYBURN sk S4H 2S5,WEYBURN,S4H 2S5,sk,Province of Saskatchewan,629 king st weyburn sk s4h 2s5,629,king st
668,Yellow Grass School,1,1,1,1,Gr. K-12,BOX 180 YELLOW GRASS sk S0G 5J0,YELLOW GRASS,S0G 5J0,sk,Province of Saskatchewan,yellow grass sk s0g 5j0,,
669,Bethlehem Catholic High School,0,0,1,1,Gr. 9-12,110 BOWLT CRES SASKATOON sk S7M 0L1,SASKATOON,S7M 0L1,sk,Province of Saskatchewan,110 bowlt cres saskatoon sk s7m 0l1,110,bowlt cres
670,Bishop Filevich Ukrainian Bilingual School,1,1,1,0,Gr. K-8,125 105TH STREET SASKATOON sk S7N 1N3,SASKATOON,S7N 1N3,sk,Province of Saskatchewan,125 105th street saskatoon sk s7n 1n3,125,105th street
671,Bishop James Mahoney High School,0,0,1,1,Gr. 9-12,231 PRIMROSE DRIVE SASKATOON sk S7K 6Y3,SASKATOON,S7K 6Y3,sk,Province of Saskatchewan,231 primrose drive saskatoon sk s7k 6y3,231,primrose drive
672,Bishop Klein Community School,1,1,1,0,Gr. K-8,1121 NORTHUMBERLAND AVENUE SASKATOON sk S7L 3X2,SASKATOON,S7L 3X2,sk,Province of Saskatchewan,1121 northumberland avenue saskatoon sk s7l 3x2,1121,northumberland avenue
673,Bishop Murray High School,0,0,1,1,Gr. 8-12,615 WIGGINS AVENUE SASKATOON sk S7H 2J2,SASKATOON,S7H 2J2,sk,Province of Saskatchewan,615 wiggins avenue saskatoon sk s7h 2j2,615,wiggins avenue
674,Bishop Murray High School - CNYC,0,0,0,1,Gr. 10-12,615 WIGGINS AVE S SASKATOON sk S7H 2J2,SASKATOON,S7H 2J2,sk,Province of Saskatchewan,615 wiggins ave s saskatoon sk s7h 2j2,615,wiggins ave s
675,Bishop Murray High School - FSP,0,0,1,1,Gr. 9-11,615 WIGGINS AVE S SASKATOON sk S7H 2J2,SASKATOON,S7H 2J2,sk,Province of Saskatchewan,615 wiggins ave s saskatoon sk s7h 2j2,615,wiggins ave s
676,Bishop Murray High School - ODP,0,0,1,1,Gr. 9-12,142A 2ND AVE N SASKATOON sk S7K 2B2,SASKATOON,S7K 2B2,sk,Province of Saskatchewan,142a 2nd ave n saskatoon sk s7k 2b2,142a,2nd ave n
677,Bishop Pocock School,1,1,1,0,Gr. K-8,227 AVONDALE ROAD SASKATOON sk S7H 5A5,SASKATOON,S7H 5A5,sk,Province of Saskatchewan,227 avondale road saskatoon sk s7h 5a5,227,avondale road
678,Bishop Roborecki Community School,1,1,1,0,Gr. K-8,24 PEARSON PLACE SASKATOON sk S7L 4S7,SASKATOON,S7L 4S7,sk,Province of Saskatchewan,24 pearson place saskatoon sk s7l 4s7,24,pearson place
679,E.D. Feehan Catholic High School,0,0,1,1,Gr. 9-12,411 AVENUE M NORTH SASKATOON sk S7L 2S7,SASKATOON,S7L 2S7,sk,Province of Saskatchewan,411 avenue m north saskatoon sk s7l 2s7,411,avenue m north
680,École Cardinal Leger School,1,1,1,0,Gr. K-8,141 CAMPION CRESCENT SASKATOON sk S7H 3T8,SASKATOON,S7H 3T8,sk,Province of Saskatchewan,141 campion crescent saskatoon sk s7h 3t8,141,campion crescent
681,École Holy Mary Catholic School,1,1,1,0,Gr. K-8,1401 PARR HILL DR MARTENSVILLE sk S0K 2T1,MARTENSVILLE,S0K 2T1,sk,Province of Saskatchewan,1401 parr hill dr martensville sk s0k 2t1,1401,parr hill dr
682,École Mother Teresa School,1,1,1,0,Gr. K-8,738 KONIHOWSKI ROAD SASKATOON sk S7S 1M4,SASKATOON,S7S 1M4,sk,Province of Saskatchewan,738 konihowski road saskatoon sk s7s 1m4,738,konihowski road
683,École Saskatoon French School,1,1,1,0,Gr. K-8,1441 WELLINGTON STREET SASKATOON sk S7M 1L3,SASKATOON,S7M 1L3,sk,Province of Saskatchewan,1441 wellington street saskatoon sk s7m 1l3,1441,wellington street
684,École Sister O'Brien School,1,1,1,0,Gr. K-8,451 SILVERWOOD ROAD SASKATOON sk S7K 6G1,SASKATOON,S7K 6G1,sk,Province of Saskatchewan,451 silverwood road saskatoon sk s7k 6g1,451,silverwood road
685,École St. Gerard School,1,1,1,0,Gr. K-8,205 MONTREAL AVENUE NORTH SASKATOON sk S7L 3N6,SASKATOON,S7L 3N6,sk,Province of Saskatchewan,205 montreal avenue north saskatoon sk s7l 3n6,205,montreal avenue north
686,École St. Matthew School,1,1,1,0,Gr. K-8,1508 ARLINGTON AVENUE SASKATOON sk S7H 2Y2,SASKATOON,S7H 2Y2,sk,Province of Saskatchewan,1508 arlington avenue saskatoon sk s7h 2y2,1508,arlington avenue
687,École St. Paul School,1,1,1,0,Gr. K-8,1527 ALEXANDRA AVENUE SASKATOON sk S7K 3C1,SASKATOON,S7K 3C1,sk,Province of Saskatchewan,1527 alexandra avenue saskatoon sk s7k 3c1,1527,alexandra avenue
688,École St. Peter School,1,1,1,0,Gr. K-8,202 SUMNER CRESCENT SASKATOON sk S7L 7A4,SASKATOON,S7L 7A4,sk,Province of Saskatchewan,202 sumner crescent saskatoon sk s7l 7a4,202,sumner crescent
689,Father Robinson School,1,1,1,0,Gr. K-8,530 ROGERS ROAD SASKATOON sk S7N 3Z3,SASKATOON,S7N 3Z3,sk,Province of Saskatchewan,530 rogers road saskatoon sk s7n 3z3,530,rogers road
690,Father Vachon School,1,1,1,0,Gr. K-8,3722 CENTENNIAL DRIVE SASKATOON sk S7L 5K4,SASKATOON,S7L 5K4,sk,Province of Saskatchewan,3722 centennial drive saskatoon sk s7l 5k4,3722,centennial drive
691,Georges Vanier Catholic Fine Arts School,1,1,1,0,Gr. K-8,820 WILSON CRESCENT SASKATOON sk S7J 2M4,SASKATOON,S7J 2M4,sk,Province of Saskatchewan,820 wilson crescent saskatoon sk s7j 2m4,820,wilson crescent
692,Greater Saskatoon Catholic Cyber School,0,0,1,1,Gr. 9-12,2701 PORTER ST SASKATOON sk S7J 3K8,SASKATOON,S7J 3K8,sk,Province of Saskatchewan,2701 porter st saskatoon sk s7j 3k8,2701,porter st
693,Holy Cross High School,0,0,1,1,Gr. 9-12,2115 MCEOWN AVENUE SASKATOON sk S7J 3K8,SASKATOON,S7J 3K8,sk,Province of Saskatchewan,2115 mceown avenue saskatoon sk s7j 3k8,2115,mceown avenue
694,Holy Family Catholic School,1,1,1,0,Gr. K-8,815 STENSRUD RD SASKATOON sk S7W 0B1,SASKATOON,S7W 0B1,sk,Province of Saskatchewan,815 stensrud rd saskatoon sk s7w 0b1,815,stensrud rd
695,Holy Trinity Catholic School,1,1,1,0,Gr. K-8,SS 6 405 TRADITIONS BLVD WARMAN sk S0K 4S5,WARMAN,S0K 4S5,sk,Province of Saskatchewan,ss 6 405 traditions blvd warman sk s0k 4s5,405,traditions blvd
696,Home-based School,1,1,1,1,Gr. K-12,sk,,,sk,Province of Saskatchewan,sk,,
697,Oskayak High School,0,0,1,1,Gr. 9-12,919 BROADWAY AVENUE SASKATOON sk S7N 1B8,SASKATOON,S7N 1B8,sk,Province of Saskatchewan,919 broadway avenue saskatoon sk s7n 1b8,919,broadway avenue
698,Pope John Paul II School,1,1,1,0,Gr. K-8,3035 ARLINGTON AVENUE SASKATOON sk S7J 3K5,SASKATOON,S7J 3K5,sk,Province of Saskatchewan,3035 arlington avenue saskatoon sk s7j 3k5,3035,arlington avenue
699,Saskatoon International Online School,0,0,0,1,Gr. 10-12,2701 PORTER ST SASKATOON sk S7J 3K7,SASKATOON,S7J 3K7,sk,Province of Saskatchewan,2701 porter st saskatoon sk s7j 3k7,2701,porter st
700,St. Angela School,1,1,1,0,Gr. K-8,302 RUSSELL ROAD SASKATOON sk S7K 6P2,SASKATOON,S7K 6P2,sk,Province of Saskatchewan,302 russell road saskatoon sk s7k 6p2,302,russell road
701,St. Anne School,1,1,1,0,Gr. K-8,102 RAVINE COURT SASKATOON sk S7K 4H6,SASKATOON,S7K 4H6,sk,Province of Saskatchewan,102 ravine court saskatoon sk s7k 4h6,102,ravine court
702,St. Augustine School,1,1,1,0,Gr. K-8,602 BOYCHUK DRIVE SASKATOON sk S7H 4S1,SASKATOON,S7H 4S1,sk,Province of Saskatchewan,602 boychuk drive saskatoon sk s7h 4s1,602,boychuk drive
703,St. Augustine School - Humboldt,1,1,1,0,Gr. K-8,BOX 1810 HUMBOLDT sk S0K 2A0,HUMBOLDT,S0K 2A0,sk,Province of Saskatchewan,humboldt sk s0k 2a0,,
704,St. Bernard School,1,1,1,0,Gr. K-8,203 WHITESHORE CRESCENT SASKATOON sk S7J 3W4,SASKATOON,S7J 3W4,sk,Province of Saskatchewan,203 whiteshore crescent saskatoon sk s7j 3w4,203,whiteshore crescent
705,St. Dominic School,1,1,1,0,Gr. K-8,3301 DIEPPE STREET SASKATOON sk S7M 3S6,SASKATOON,S7M 3S6,sk,Province of Saskatchewan,3301 dieppe street saskatoon sk s7m 3s6,3301,dieppe street
706,St. Dominic School - Humboldt,1,1,1,0,Gr. K-8,BOX 2019 HUMBOLDT sk S0K 2A0,HUMBOLDT,S0K 2A0,sk,Province of Saskatchewan,humboldt sk s0k 2a0,,
707,St. Edward School,1,1,1,0,Gr. K-8,1002 AVENUE P NORTH SASKATOON sk S7L 2W7,SASKATOON,S7L 2W7,sk,Province of Saskatchewan,1002 avenue p north saskatoon sk s7l 2w7,1002,avenue p north
708,St. Frances Cree Bilingual School,1,1,0,0,Gr. K-5,2141 MCPHERSON AVENUE SASKATOON sk S7J 0S8,SASKATOON,S7J 0S8,sk,Province of Saskatchewan,2141 mcpherson avenue saskatoon sk s7j 0s8,2141,mcpherson avenue
709,St. Frances Cree Bilingual School - Bateman,0,1,1,0,Gr. 6-9,6 BATEMAN CRES SASKATOON sk S7H 3C2,SASKATOON,S7H 3C2,sk,Province of Saskatchewan,6 bateman cres saskatoon sk s7h 3c2,6,bateman cres
710,St. Gabriel School,1,1,1,0,Gr. K-9,BOX 1177 BIGGAR sk S0K 0M0,BIGGAR,S0K 0M0,sk,Province of Saskatchewan,biggar sk s0k 0m0,,
711,St. George School,1,1,1,0,Gr. K-8,748 REDBERRY ROAD SASKATOON sk S7K 5H3,SASKATOON,S7K 5H3,sk,Province of Saskatchewan,748 redberry road saskatoon sk s7k 5h3,748,redberry road
712,St. John Community School,1,1,1,0,Gr. K-8,1205 AVENUE N SOUTH SASKATOON sk S7M 2R1,SASKATOON,S7M 2R1,sk,Province of Saskatchewan,1205 avenue n south saskatoon sk s7m 2r1,1205,avenue n south
713,St. Joseph High School,0,0,1,1,Gr. 9-12,115 NELSON ROAD SASKATOON sk S7S 1H1,SASKATOON,S7S 1H1,sk,Province of Saskatchewan,115 nelson road saskatoon sk s7s 1h1,115,nelson road
714,St. Kateri Tekakwitha Catholic School,1,1,1,0,Gr. K-8,886 GORDON RD SASKATOON sk S7T 0J5,SASKATOON,S7T 0J5,sk,Province of Saskatchewan,886 gordon rd saskatoon sk s7t 0j5,886,gordon rd
715,St. Lorenzo Ruiz Catholic School,1,1,1,0,Gr. K-8,1023 HAMPTON CIRCLE SASKATOON sk S7R 0G7,SASKATOON,S7R 0G7,sk,Province of Saskatchewan,1023 hampton circle saskatoon sk s7r 0g7,1023,hampton circle
716,St. Luke School,1,1,1,0,Gr. K-8,275 EMMELINE ROAD SASKATOON sk S7J 5B7,SASKATOON,S7J 5B7,sk,Province of Saskatchewan,275 emmeline road saskatoon sk s7j 5b7,275,emmeline road
717,St. Marguerite School,1,1,1,0,Gr. K-8,1235 MCCORMACK ROAD SASKATOON sk S7M 5L6,SASKATOON,S7M 5L6,sk,Province of Saskatchewan,1235 mccormack road saskatoon sk s7m 5l6,1235,mccormack road
718,St. Maria Goretti Community School,1,1,1,0,Gr. K-8,301 AVENUE Q NORTH SASKATOON sk S7L 2X7,SASKATOON,S7L 2X7,sk,Province of Saskatchewan,301 avenue q north saskatoon sk s7l 2x7,301,avenue q north
719,St. Mark Community School,1,1,1,0,Gr. K-8,414 PENDYGRASSE STREET SASKATOON sk S7M 4M3,SASKATOON,S7M 4M3,sk,Province of Saskatchewan,414 pendygrasse street saskatoon sk s7m 4m3,414,pendygrasse street
720,St. Mary's Wellness and Education Centre,1,1,1,0,Gr. K-8,337 AVENUE O SOUTH SASKATOON sk S7M 2R9,SASKATOON,S7M 2R9,sk,Province of Saskatchewan,337 avenue o south saskatoon sk s7m 2r9,337,avenue o south
721,St. Michael Community School,1,1,1,0,Gr. K-8,22 33RD STREET E SASKATOON sk S7K 0R7,SASKATOON,S7K 0R7,sk,Province of Saskatchewan,22 33rd street e saskatoon sk s7k 0r7,22,33rd street e
722,St. Nicholas Catholic School,1,1,1,0,Gr. K-8,530 MANEK RD SASKATOON sk S7W 0W3,SASKATOON,S7W 0W3,sk,Province of Saskatchewan,530 manek rd saskatoon sk s7w 0w3,530,manek rd
723,St. Philip School,1,1,1,0,Gr. K-8,1901 HAULTAIN AVENUE SASKATOON sk S7J 1P4,SASKATOON,S7J 1P4,sk,Province of Saskatchewan,1901 haultain avenue saskatoon sk s7j 1p4,1901,haultain avenue
724,St. Thérèse of Lisieux Catholic School,1,1,1,0,Gr. K-8,123 OLSON LANE WEST SASKATOON sk S7V 0L1,SASKATOON,S7V 0L1,sk,Province of Saskatchewan,123 olson lane west saskatoon sk s7v 0l1,123,olson lane west
725,St. Volodymyr School,1,1,1,0,Gr. K-8,302 KELLOUGH ROAD SASKATOON sk S7N 3K6,SASKATOON,S7N 3K6,sk,Province of Saskatchewan,302 kellough road saskatoon sk s7n 3k6,302,kellough road
726,Beechy Hutterite School,0,1,1,0,Gr. 2-8,BOX 338 BEECHY sk S0L 0C0,BEECHY,S0L 0C0,sk,Province of Saskatchewan,beechy sk s0l 0c0,,
727,Beechy School,1,1,1,1,Gr. K-12,BOX 310 BEECHY sk S0L 0C0,BEECHY,S0L 0C0,sk,Province of Saskatchewan,beechy sk s0l 0c0,,
728,Big Rose Hutterite School,1,1,1,0,Gr. K-8,BOX 310 BIGGAR sk S0K 0M0,BIGGAR,S0K 0M0,sk,Province of Saskatchewan,biggar sk s0k 0m0,,
729,Biggar Central School 2000,1,1,1,1,Gr. K-12,BOX 1148 BIGGAR sk S0K 0M0,BIGGAR,S0K 0M0,sk,Province of Saskatchewan,biggar sk s0k 0m0,,
730,"Cherry Grove School, Loreburn Hutterite Colony",0,1,1,0,Gr. 1-9,BOX 220 DAVIDSON sk S0G 1A0,DAVIDSON,S0G 1A0,sk,Province of Saskatchewan,davidson sk s0g 1a0,,
731,Clear Springs Hutterite School,0,1,1,0,Gr. 1-9,PO BOX 399 KENASTON sk S0G 2N0,KENASTON,S0G 2N0,sk,Province of Saskatchewan,kenaston sk s0g 2n0,,
732,Cleland Hutterite School,0,1,1,0,Gr. 2-9,BOX 1656 ROSETOWN sk S0L 2V0,ROSETOWN,S0L 2V0,sk,Province of Saskatchewan,rosetown sk s0l 2v0,,
733,D'Arcy Elementary School,1,1,0,0,Gr. K-6,BOX 9 D'ARCY STATION sk S0L 0N0,D'ARCY STATION,S0L 0N0,sk,Province of Saskatchewan,d'arcy station sk s0l 0n0,,
734,Davidson School - K-12,1,1,1,1,Gr. K-12,BOX 699 DAVIDSON sk S0G 1A0,DAVIDSON,S0G 1A0,sk,Province of Saskatchewan,davidson sk s0g 1a0,,
735,Dinsmore Colony School,0,1,1,0,Gr. 2-9,BOX 175 DINSMORE sk S0L 0T0,DINSMORE,S0L 0T0,sk,Province of Saskatchewan,dinsmore sk s0l 0t0,,
736,Dinsmore Composite School,1,1,1,1,Gr. K-12,PO BOX 490 DINSMORE sk S0L 0T0,DINSMORE,S0L 0T0,sk,Province of Saskatchewan,dinsmore sk s0l 0t0,,
737,Eaton School,1,1,1,1,Gr. K-12,BOX 190 EATONIA sk S0L 0Y0,EATONIA,S0L 0Y0,sk,Province of Saskatchewan,eatonia sk s0l 0y0,,
738,Eatonia Hutterite School,0,1,1,0,Gr. 1-9,BOX 459 EATONIA sk S0L 0Y0,EATONIA,S0L 0Y0,sk,Province of Saskatchewan,eatonia sk s0l 0y0,,
739,Elizabeth Middle School,0,1,1,0,Gr. 5-8,BOX 666 KINDERSLEY sk S0L 1S0,KINDERSLEY,S0L 1S0,sk,Province of Saskatchewan,kindersley sk s0l 1s0,,
740,Elrose Composite School,1,1,1,1,Gr. K-12,BOX 400 ELROSE sk S0L 0Z0,ELROSE,S0L 0Z0,sk,Province of Saskatchewan,elrose sk s0l 0z0,,
741,Eston Composite School,1,1,1,1,Gr. K-12,BOX 639 ESTON sk S0L 1A0,ESTON,S0L 1A0,sk,Province of Saskatchewan,eston sk s0l 1a0,,
742,Glidden Hutterite School,0,1,1,0,Gr. 2-9,BOX 39 GLIDDEN sk S0L 1H0,GLIDDEN,S0L 1H0,sk,Province of Saskatchewan,glidden sk s0l 1h0,,
743,Goldenview Colony School,0,1,1,0,Gr. 1-8,GENERAL DELIVERY LANDIS sk S0K 2K0,LANDIS,S0K 2K0,sk,Province of Saskatchewan,general delivery landis sk s0k 2k0,,general delivery
744,Harris-Tessier Central School,0,1,0,0,Gr. 1-6,BOX 249 HARRIS sk S0L 1K0,HARRIS,S0L 1K0,sk,Province of Saskatchewan,harris sk s0l 1k0,,
745,Home-based School,1,1,1,1,Gr. K-12,sk,,,sk,Province of Saskatchewan,sk,,
746,Kenaston School,1,1,1,1,Gr. K-12,BOX 99 KENASTON sk S0G 2N0,KENASTON,S0G 2N0,sk,Province of Saskatchewan,kenaston sk s0g 2n0,,
747,Kindersley Composite School,0,0,1,1,Gr. 9-12,BOX 1450 KINDERSLEY sk S0L 1S0,KINDERSLEY,S0L 1S0,sk,Province of Saskatchewan,kindersley sk s0l 1s0,,
748,Kyle Colony School,0,1,1,0,Gr. 1-9,BOX 518 ELROSE sk S0L 0Z0,ELROSE,S0L 0Z0,sk,Province of Saskatchewan,elrose sk s0l 0z0,,
749,Kyle Composite School,1,1,1,1,Gr. K-12,BOX 40 KYLE sk S0L 1T0,KYLE,S0L 1T0,sk,Province of Saskatchewan,kyle sk s0l 1t0,,
750,Loreburn Central School,1,1,1,1,Gr. K-12,BOX 220 LOREBURN sk S0H 2S0,LOREBURN,S0H 2S0,sk,Province of Saskatchewan,loreburn sk s0h 2s0,,
751,Lucky Lake School,1,1,1,1,Gr. K-12,BOX 219 LUCKY LAKE sk S0L 1Z0,LUCKY LAKE,S0L 1Z0,sk,Province of Saskatchewan,lucky lake sk s0l 1z0,,
752,Matador Colony School,0,1,1,0,Gr. 1-8,BOX 628 KYLE sk S0L 1T0,KYLE,S0L 1T0,sk,Province of Saskatchewan,kyle sk s0l 1t0,,
753,McGee Colony School,0,1,1,0,Gr. 1-9,BOX 1408 ROSETOWN sk S0L 2V0,ROSETOWN,S0L 2V0,sk,Province of Saskatchewan,rosetown sk s0l 2v0,,
754,Milden Colony School,0,1,1,0,Gr. 1-9,P O BOX 700 ROSETOWN sk S0L 2V0,ROSETOWN,S0L 2V0,sk,Province of Saskatchewan,p o rosetown sk s0l 2v0,,
755,North West Central School,1,1,1,1,Gr. K-12,BOX 40 PLENTY sk S0L 2R0,PLENTY,S0L 2R0,sk,Province of Saskatchewan,plenty sk s0l 2r0,,
756,Outlook Elementary School,1,1,0,0,Gr. K-5,BOX 820 OUTLOOK sk S0L 2N0,OUTLOOK,S0L 2N0,sk,Province of Saskatchewan,outlook sk s0l 2n0,,
757,Outlook High School,0,1,1,1,Gr. 6-12,BOX 1720 OUTLOOK sk S0L 2N0,OUTLOOK,S0L 2N0,sk,Province of Saskatchewan,outlook sk s0l 2n0,,
758,Prairieland Hutterite School,0,1,1,0,Gr. 1-8,BOX 667 ROSETOWN sk S0L 2V0,ROSETOWN,S0L 2V0,sk,Province of Saskatchewan,rosetown sk s0l 2v0,,
759,Rosetown Central High School,0,0,1,1,Gr. 7-12,BOX 910 ROSETOWN sk S0L 2V0,ROSETOWN,S0L 2V0,sk,Province of Saskatchewan,rosetown sk s0l 2v0,,
760,Rossville School,1,1,0,0,Gr. K-6,BOX 25 COLEVILLE sk S0L 0K0,COLEVILLE,S0L 0K0,sk,Province of Saskatchewan,coleville sk s0l 0k0,,
761,Smiley Hutterite School,0,1,1,0,Gr. 1-9,BOX 44 SMILEY sk S0L 2Z0,SMILEY,S0L 2Z0,sk,Province of Saskatchewan,smiley sk s0l 2z0,,
762,Springfield Hutterite School,0,1,1,0,Gr. 1-9,BOX 1777 KINDERSLEY sk S0L 1S0,KINDERSLEY,S0L 1S0,sk,Province of Saskatchewan,kindersley sk s0l 1s0,,
763,Springwater Hutterite Elementary,0,1,1,0,Gr. 1-9,P.O. BOX 89 RUTHILDA sk S0K 3S0,RUTHILDA,S0K 3S0,sk,Province of Saskatchewan,ruthilda sk s0k 3s0,,
764,Sun West Distance Learning Centre,1,1,1,1,Gr. K-12,PO BOX 99 KENASTON sk S0G 2N0,KENASTON,S0G 2N0,sk,Province of Saskatchewan,kenaston sk s0g 2n0,,
765,Valley Centre Hutterite School,0,1,0,0,Gr. 1-4,BOX 1087 ROSETOWN sk S0L 2V0,ROSETOWN,S0L 2V0,sk,Province of Saskatchewan,rosetown sk s0l 2v0,,
766,Walter Aseltine School,1,1,0,0,Gr. K-6,BOX 1117 ROSETOWN sk S0L 2V0,ROSETOWN,S0L 2V0,sk,Province of Saskatchewan,rosetown sk s0l 2v0,,
767,Westberry Elementary School,1,1,0,0,Gr. K-4,BOX 1774 KINDERSLEY sk S0L 1S0,KINDERSLEY,S0L 1S0,sk,Province of Saskatchewan,kindersley sk s0l 1s0,,
768,Westcliffe Composite School,1,1,1,1,Gr. K-12,BOX 65 MARENGO sk S0L 2K0,MARENGO,S0L 2K0,sk,Province of Saskatchewan,marengo sk s0l 2k0,,
