idx,facility_name,ISCED020,ISCED1,ISCED2,ISCED3,grade_range,address_str,city,postal_code,province,provider,address_str_clean,street_no,street_name
268,Ospwakun Sepe School,1,1,1,0,Gr. K-8,BOX 1260 LA RONGE sk S0J 1L0,LA RONGE,S0J 1L0,sk,Province of Saskatchewan,la ronge sk s0j 1l0,,
269,Pre-Cam Community School,1,1,0,0,Gr. K-6,BAG SERVICE #7400 LA RONGE sk S0J 1L0,LA RONGE,S0J 1L0,sk,Province of Saskatchewan,bag service #7400 la ronge sk s0j 1l0,,
270,Sasdaze School,0,1,0,0,Gr. 2-6,100 BEAR CREEK DRIVE LA LOCHE sk S0M 1G0,LA LOCHE,S0M 1G0,sk,Province of Saskatchewan,100 bear creek drive la loche sk s0m 1g0,100,bear creek drive
271,St. George's Hill School,0,1,1,0,Gr. 1-9,GENERAL DELIVERY DILLON sk S0M 0S0,DILLON,S0M 0S0,sk,Province of Saskatchewan,general delivery dillon sk s0m 0s0,,general delivery
272,St. Pascal School,1,1,1,0,Gr. K-9,BOX 160 GREEN LAKE sk S0M 1B0,GREEN LAKE,S0M 1B0,sk,Province of Saskatchewan,green lake sk s0m 1b0,,
273,Stony Rapids School,1,1,1,0,Gr. K-9,BOX 39 STONY RAPIDS sk S0J 2R0,STONY RAPIDS,S0J 2R0,sk,Province of Saskatchewan,stony rapids sk s0j 2r0,,
274,Timber Bay School,0,1,1,0,Gr. 1-9,GENERAL DELIVERY TIMBER BAY sk S0J 2T0,TIMBER BAY,S0J 2T0,sk,Province of Saskatchewan,general delivery timber bay sk s0j 2t0,,general delivery
275,Twin Lakes Community School,1,1,1,1,Gr. K-12,BOX 219 BUFFALO NARROWS sk S0M 0J0,BUFFALO NARROWS,S0M 0J0,sk,Province of Saskatchewan,buffalo narrows sk s0m 0j0,,
276,Valley View School,1,1,1,1,Gr. K-12,BAG SERVICE #2 BEAUVAL sk S0M 0G0,BEAUVAL,S0M 0G0,sk,Province of Saskatchewan,bag service #2 beauval sk s0m 0g0,,
277,Carpenter High School,0,0,1,1,Gr. 9-12,BOX 369 MEADOW LAKE sk S9X 1Y3,MEADOW LAKE,S9X 1Y3,sk,Province of Saskatchewan,meadow lake sk s9x 1y3,,
278,Dorintosh Central School,1,1,1,0,Gr. K-8,BOX 100 DORINTOSH sk S0M 0T0,DORINTOSH,S0M 0T0,sk,Province of Saskatchewan,dorintosh sk s0m 0t0,,
279,Ernie Studer School,1,1,1,1,Gr. K-12,BOX 129 LOON LAKE sk S0M 1L0,LOON LAKE,S0M 1L0,sk,Province of Saskatchewan,loon lake sk s0m 1l0,,
280,Gateway Middle School,0,1,1,0,Gr. 5-7,507 5TH AVENUE MEADOW LAKE sk S9X 1A9,MEADOW LAKE,S9X 1A9,sk,Province of Saskatchewan,507 5th avenue meadow lake sk s9x 1a9,507,5th avenue
281,Glaslyn Central School,1,1,1,1,Gr. K-12,BOX 370 GLASLYN sk S0M 0Y0,GLASLYN,S0M 0Y0,sk,Province of Saskatchewan,glaslyn sk s0m 0y0,,
282,Goodsoil Central School,1,1,1,1,Gr. K-12,BOX 189 GOODSOIL sk S0M 1A0,GOODSOIL,S0M 1A0,sk,Province of Saskatchewan,goodsoil sk s0m 1a0,,
283,Green Acre Elementary School,1,1,1,0,Gr. K-8,BOX 10 RAPID VIEW sk S0M 2M0,RAPID VIEW,S0M 2M0,sk,Province of Saskatchewan,rapid view sk s0m 2m0,,
284,H. Hardcastle School,1,1,1,1,Gr. K-12,BOX 238 EDAM sk S0M 0V0,EDAM,S0M 0V0,sk,Province of Saskatchewan,edam sk s0m 0v0,,
285,Hillmond Central School,1,1,1,1,Gr. K-12,GBS 1-26 RR 2 LLOYDMINSTER sk S9V 0X7,LLOYDMINSTER,S9V 0X7,sk,Province of Saskatchewan,gbs 1 26 rr 2 lloydminster sk s9v 0x7,26,rr 2
286,Home-based School,1,1,1,1,Gr. K-10,sk,,,sk,Province of Saskatchewan,sk,,
287,J.H. Moore Elementary,1,1,0,0,Gr. K-6,BOX 550 LASHBURN sk S0M 1H0,LASHBURN,S0M 1H0,sk,Province of Saskatchewan,lashburn sk s0m 1h0,,
288,Jonas Samson Middle School,0,1,1,0,Gr. 5-8,715 7TH AVENUE W MEADOW LAKE sk S9X 1A7,MEADOW LAKE,S9X 1A7,sk,Province of Saskatchewan,715 7th avenue w meadow lake sk s9x 1a7,715,7th avenue w
289,Jubilee Elementary,1,1,0,0,Gr. K-4,718 5TH AVENUE W MEADOW LAKE sk S9X 1A4,MEADOW LAKE,S9X 1A4,sk,Province of Saskatchewan,718 5th avenue w meadow lake sk s9x 1a4,718,5th avenue w
290,Lakeview Elementary School,1,1,0,0,Gr. K-4,304 8TH AVENUE E MEADOW LAKE sk S9X 1G9,MEADOW LAKE,S9X 1G9,sk,Province of Saskatchewan,304 8th avenue e meadow lake sk s9x 1g9,304,8th avenue e
291,Lashburn High School,0,0,1,1,Gr. 7-12,BOX 430 LASHBURN sk S0M 1H0,LASHBURN,S0M 1H0,sk,Province of Saskatchewan,lashburn sk s0m 1h0,,
292,Maidstone High School,0,0,1,1,Gr. 7-12,BOX 426 MAIDSTONE sk S0M 1M0,MAIDSTONE,S0M 1M0,sk,Province of Saskatchewan,maidstone sk s0m 1m0,,
293,Marsden Jubilee School,1,1,0,0,Gr. K-6,BOX 189 MARSDEN sk S0M 1P0,MARSDEN,S0M 1P0,sk,Province of Saskatchewan,marsden sk s0m 1p0,,
294,Marshall School,1,1,1,0,Gr. K-9,BOX 149 MARSHALL sk S0M 1R0,MARSHALL,S0M 1R0,sk,Province of Saskatchewan,marshall sk s0m 1r0,,
295,Neilburg Composite School,1,1,1,1,Gr. K-12,BOX 309 NEILBURG sk S0M 2C0,NEILBURG,S0M 2C0,sk,Province of Saskatchewan,neilburg sk s0m 2c0,,
296,Paradise Hill School,1,1,1,1,Gr. K-12,BOX 28 PARADISE HILL sk S0M 2G0,PARADISE HILL,S0M 2G0,sk,Province of Saskatchewan,paradise hill sk s0m 2g0,,
297,Pierceland Central School,1,1,1,1,Gr. K-12,BOX 70 PIERCELAND sk S0M 2K0,PIERCELAND,S0M 2K0,sk,Province of Saskatchewan,pierceland sk s0m 2k0,,
298,Ratushniak Elementary School,1,1,0,0,Gr. K-6,BOX 368 MAIDSTONE sk S0M 1M0,MAIDSTONE,S0M 1M0,sk,Province of Saskatchewan,maidstone sk s0m 1m0,,
299,St. Walburg School,1,1,1,1,Gr. K-12,BOX 640 ST WALBURG sk S0M 2T0,ST WALBURG,S0M 2T0,sk,Province of Saskatchewan,st walburg sk s0m 2t0,,
300,Transition Place Education Centre,0,0,0,1,Gr. 10-12,606-5TH AVE W MEADOW LAKE sk S9X 1A9,MEADOW LAKE,S9X 1A9,sk,Province of Saskatchewan,606 5th ave w meadow lake sk s9x 1a9,606,5th ave w
301,Turtleford School,1,1,1,1,Gr. K-12,BOX 490 TURTLEFORD sk S0M 2Y0,TURTLEFORD,S0M 2Y0,sk,Province of Saskatchewan,turtleford sk s0m 2y0,,
302,Albert E. Peacock Collegiate,0,0,1,1,Gr. 9-12,145 ROSS STREET E MOOSE JAW sk S6H 0S3,MOOSE JAW,S6H 0S3,sk,Province of Saskatchewan,145 ross street e moose jaw sk s6h 0s3,145,ross street e
303,Assiniboia Composite High,0,0,1,1,Gr. 9-12,200 BELL ROAD ASSINIBOIA sk S0H 0B0,ASSINIBOIA,S0H 0B0,sk,Province of Saskatchewan,200 bell road assiniboia sk s0h 0b0,200,bell road
304,Assiniboia Elementary School,0,1,1,0,Gr. 5-8,713 - 4TH ST E ASSINIBOIA sk S0H 0B0,ASSINIBOIA,S0H 0B0,sk,Province of Saskatchewan,713 4th st e assiniboia sk s0h 0b0,713,4th st e
305,Assiniboia Seventh Avenue School,1,1,0,0,Gr. K-4,BOX 1930 ASSINIBOIA sk S0H 0B0,ASSINIBOIA,S0H 0B0,sk,Province of Saskatchewan,assiniboia sk s0h 0b0,,
306,Avonlea School,1,1,1,1,Gr. K-12,BOX 330 AVONLEA sk S0H 0C0,AVONLEA,S0H 0C0,sk,Province of Saskatchewan,avonlea sk s0h 0c0,,
307,Baildon Colony Hutterite School,0,1,1,0,Gr. 1-9,15 THATCHER DR E MOOSE JAW sk S6J 1L8,MOOSE JAW,S6J 1L8,sk,Province of Saskatchewan,15 thatcher dr e moose jaw sk s6j 1l8,15,thatcher dr e
308,Belle Plaine Hutterite School,1,1,1,1,Gr. K-12,BOX 61 BELLE PLAINE sk S0G 0G0,BELLE PLAINE,S0G 0G0,sk,Province of Saskatchewan,belle plaine sk s0g 0g0,,
309,Bengough School,1,1,1,1,Gr. K-12,BOX 459 BENGOUGH sk S0C 0K0,BENGOUGH,S0C 0K0,sk,Province of Saskatchewan,bengough sk s0c 0k0,,
310,Briercrest Christian Academy,0,0,1,1,Gr. 9-12,510 COLLEGE DRIVE CARONPORT sk S0H 0S0,CARONPORT,S0H 0S0,sk,Province of Saskatchewan,510 college drive caronport sk s0h 0s0,510,college drive
311,Caronport Elementary School,1,1,1,0,Gr. K-8,BOX 700 CARONPORT sk S0H 0S0,CARONPORT,S0H 0S0,sk,Province of Saskatchewan,caronport sk s0h 0s0,,
312,Central Butte School,1,1,1,1,Gr. K-12,BOX 340 CENTRAL BUTTE sk S0H 0T0,CENTRAL BUTTE,S0H 0T0,sk,Province of Saskatchewan,central butte sk s0h 0t0,,
313,Central Collegiate,0,0,1,1,Gr. 9-12,149 OXFORD STREET W MOOSE JAW sk S6H 2N4,MOOSE JAW,S6H 2N4,sk,Province of Saskatchewan,149 oxford street w moose jaw sk s6h 2n4,149,oxford street w
314,Chaplin School,1,1,1,1,Gr. K-12,BOX 150 CHAPLIN sk S0H 0V0,CHAPLIN,S0H 0V0,sk,Province of Saskatchewan,chaplin sk s0h 0v0,,
315,Cornerstone Christian School,1,1,1,1,Gr. K-12,43 IROQUOIS STREET EAST MOOSE JAW sk S6H 4S9,MOOSE JAW,S6H 4S9,sk,Province of Saskatchewan,43 iroquois street east moose jaw sk s6h 4s9,43,iroquois street east
316,Coronach School,1,1,1,1,Gr. K-12,BOX 120 CORONACH sk S0H 0Z0,CORONACH,S0H 0Z0,sk,Province of Saskatchewan,coronach sk s0h 0z0,,
317,Craik School,1,1,1,1,Gr. K-12,BOX 180 CRAIK sk S0G 0V0,CRAIK,S0G 0V0,sk,Province of Saskatchewan,craik sk s0g 0v0,,
318,École Gravelbourg School,1,1,1,1,Gr. K-12,BOX 930 GRAVELBOURG sk S0H 1X0,GRAVELBOURG,S0H 1X0,sk,Province of Saskatchewan,gravelbourg sk s0h 1x0,,
319,École Palliser Heights School,1,1,1,0,Gr. K-8,1140 SIMPSON AVENUE MOOSE JAW sk S6H 4M8,MOOSE JAW,S6H 4M8,sk,Province of Saskatchewan,1140 simpson avenue moose jaw sk s6h 4m8,1140,simpson avenue
320,Empire School,1,1,1,0,Gr. K-8,500 COTEAU ST W MOOSE JAW sk S6H 5E4,MOOSE JAW,S6H 5E4,sk,Province of Saskatchewan,500 coteau st w moose jaw sk s6h 5e4,500,coteau st w
321,Eyebrow School,1,1,1,1,Gr. K-12,BOX 130 EYEBROW sk S0H 1L0,EYEBROW,S0H 1L0,sk,Province of Saskatchewan,eyebrow sk s0h 1l0,,
322,Glentworth Central School,1,1,1,1,Gr. K-12,BOX 100 GLENTWORTH sk S0H 1V0,GLENTWORTH,S0H 1V0,sk,Province of Saskatchewan,glentworth sk s0h 1v0,,
323,Home-based School,1,1,1,1,Gr. K-12,sk,,,sk,Province of Saskatchewan,sk,,
324,Huron Hutterite Elementary,0,1,1,0,Gr. 2-9,PO BOX 18 BROWNLEE sk S0H 0M0,BROWNLEE,S0H 0M0,sk,Province of Saskatchewan,brownlee sk s0h 0m0,,
325,Kincaid Central School,1,1,1,1,Gr. K-12,BOX 90 KINCAID sk S0H 2J0,KINCAID,S0H 2J0,sk,Province of Saskatchewan,kincaid sk s0h 2j0,,
326,King George School,1,1,1,0,Gr. K-8,1150 5TH AVENUE NW MOOSE JAW sk S6H 3Y7,MOOSE JAW,S6H 3Y7,sk,Province of Saskatchewan,1150 5th avenue nw moose jaw sk s6h 3y7,1150,5th avenue nw
327,Lafleche Central School,1,1,1,1,Gr. K-12,BOX 130 LAFLECHE sk S0H 2K0,LAFLECHE,S0H 2K0,sk,Province of Saskatchewan,lafleche sk s0h 2k0,,
328,Lindale School,1,1,1,0,Gr. K-8,1322 11TH AVENUE NW MOOSE JAW sk S6H 4L9,MOOSE JAW,S6H 4L9,sk,Province of Saskatchewan,1322 11th avenue nw moose jaw sk s6h 4l9,1322,11th avenue nw
329,Mankota School,0,1,1,1,Gr. 1-12,BOX 300 MANKOTA sk S0H 2W0,MANKOTA,S0H 2W0,sk,Province of Saskatchewan,mankota sk s0h 2w0,,
330,Mortlach School,1,1,1,1,Gr. K-12,BOX 98 MORTLACH sk S0H 3E0,MORTLACH,S0H 3E0,sk,Province of Saskatchewan,mortlach sk s0h 3e0,,
331,Mossbank School,1,1,1,1,Gr. K-12,BOX 460 MOSSBANK sk S0H 3G0,MOSSBANK,S0H 3G0,sk,Province of Saskatchewan,mossbank sk s0h 3g0,,
332,Prairie South Virtual School,0,0,0,1,Gr. 10-12,1075 9TH AVE NW MOOSE JAW sk S6H 1V7,MOOSE JAW,S6H 1V7,sk,Province of Saskatchewan,1075 9th ave nw moose jaw sk s6h 1v7,1075,9th ave nw
333,Prince Arthur Community School,1,1,1,0,Gr. K-8,640 STADACONA ST E MOOSE JAW sk S6H 1M2,MOOSE JAW,S6H 1M2,sk,Province of Saskatchewan,640 stadacona st e moose jaw sk s6h 1m2,640,stadacona st e
334,Riverview Collegiate Institute,0,0,1,1,Gr. 9-12,650 COTEAU STREET W MOOSE JAW sk S6H 5E6,MOOSE JAW,S6H 5E6,sk,Province of Saskatchewan,650 coteau street w moose jaw sk s6h 5e6,650,coteau street w
335,Rockglen School,1,1,1,1,Gr. K-12,BOX 189 ROCKGLEN sk S0H 3R0,ROCKGLEN,S0H 3R0,sk,Province of Saskatchewan,rockglen sk s0h 3r0,,
336,Rose Valley Hutterite School,1,1,1,0,Gr. K-9,PO BOX 1118 ASSINIBOIA sk S0H 0B0,ASSINIBOIA,S0H 0B0,sk,Province of Saskatchewan,assiniboia sk s0h 0b0,,
337,Rouleau School,1,1,1,1,Gr. K-12,BOX 220 ROULEAU sk S0G 4H0,ROULEAU,S0G 4H0,sk,Province of Saskatchewan,rouleau sk s0g 4h0,,
338,Sunningdale School,1,1,1,0,Gr. K-8,530 WOODLILY DRIVE MOOSE JAW sk S6J 1J3,MOOSE JAW,S6J 1J3,sk,Province of Saskatchewan,530 woodlily drive moose jaw sk s6j 1j3,530,woodlily drive
339,Vanguard Hutterite School,0,1,1,0,Gr. 5-7,BOX 147 ANEROID sk S0N 0C0,ANEROID,S0N 0C0,sk,Province of Saskatchewan,aneroid sk s0n 0c0,,
340,Westmount School,1,1,1,0,Gr. K-8,1100 CURRIE CRESCENT MOOSE JAW sk S6H 5M8,MOOSE JAW,S6H 5M8,sk,Province of Saskatchewan,1100 currie crescent moose jaw sk s6h 5m8,1100,currie crescent
341,William Grayson School,1,1,1,0,Gr. K-8,823 CARIBOU STREET W MOOSE JAW sk S6H 2L2,MOOSE JAW,S6H 2L2,sk,Province of Saskatchewan,823 caribou street w moose jaw sk s6h 2l2,823,caribou street w
342,Aberdeen Composite School,1,1,1,1,Gr. K-12,BOX 10 ABERDEEN sk S0K 0A0,ABERDEEN,S0K 0A0,sk,Province of Saskatchewan,aberdeen sk s0k 0a0,,
343,Allan Composite School,1,1,1,1,Gr. K-12,BOX 9 ALLAN sk S0K 0C0,ALLAN,S0K 0C0,sk,Province of Saskatchewan,allan sk s0k 0c0,,
344,Blaine Lake Composite School,1,1,1,1,Gr. K-12,BOX 220 BLAINE LAKE sk S0J 0J0,BLAINE LAKE,S0J 0J0,sk,Province of Saskatchewan,blaine lake sk s0j 0j0,,
345,Borden School,1,1,1,1,Gr. K-12,BOX 40 BORDEN sk S0K 0N0,BORDEN,S0K 0N0,sk,Province of Saskatchewan,borden sk s0k 0n0,,
346,Clavet Composite School,1,1,1,1,Gr. K-12,BOX 5 CLAVET sk S0K 0Y0,CLAVET,S0K 0Y0,sk,Province of Saskatchewan,clavet sk s0k 0y0,,
347,Colonsay School,1,1,1,1,Gr. K-12,BOX 66 COLONSAY sk S0K 0Z0,COLONSAY,S0K 0Z0,sk,Province of Saskatchewan,colonsay sk s0k 0z0,,
348,Dalmeny High School,0,0,1,1,Gr. 7-12,PO BOX 430 DALMENY sk S0K 1E0,DALMENY,S0K 1E0,sk,Province of Saskatchewan,dalmeny sk s0k 1e0,,
349,Delisle Composite School,0,0,1,1,Gr. 7-12,BOX 250 DELISLE sk S0L 0P0,DELISLE,S0L 0P0,sk,Province of Saskatchewan,delisle sk s0l 0p0,,
350,Delisle Elementary School,1,1,0,0,Gr. K-6,BOX 310 DELISLE sk S0L 0P0,DELISLE,S0L 0P0,sk,Province of Saskatchewan,delisle sk s0l 0p0,,
351,Dundurn School,1,1,0,0,Gr. K-6,BOX 250 DUNDURN sk S0K 1K0,DUNDURN,S0K 1K0,sk,Province of Saskatchewan,dundurn sk s0k 1k0,,
352,Eagle Creek Colony School,1,1,1,1,Gr. K-10,BOX 208 ASQUITH sk S0K 0J0,ASQUITH,S0K 0J0,sk,Province of Saskatchewan,asquith sk s0k 0j0,,
353,École Traditions Elementary School,1,1,0,0,Gr. K-5,401 TRADITIONS BLVD WARMAN sk S0K 4S5,WARMAN,S0K 4S5,sk,Province of Saskatchewan,401 traditions blvd warman sk s0k 4s5,401,traditions blvd
354,Green Leaf Colony School,0,1,1,1,Gr. 1-10,BOX 40 MARCELIN sk S0J 1R0,MARCELIN,S0J 1R0,sk,Province of Saskatchewan,marcelin sk s0j 1r0,,
355,Hague Elementary School,1,1,0,0,Gr. K-6,BOX 210 HAGUE sk S0K 1X0,HAGUE,S0K 1X0,sk,Province of Saskatchewan,hague sk s0k 1x0,,
356,Hague High School,0,0,1,1,Gr. 7-12,BOX 390 HAGUE sk S0K 1X0,HAGUE,S0K 1X0,sk,Province of Saskatchewan,hague sk s0k 1x0,,
357,Hanley School,1,1,1,1,Gr. K-12,BOX 449 HANLEY sk S0G 2E0,HANLEY,S0G 2E0,sk,Province of Saskatchewan,hanley sk s0g 2e0,,
358,Hepburn School,1,1,1,1,Gr. K-12,BOX 219 HEPBURN sk S0K 1Z0,HEPBURN,S0K 1Z0,sk,Province of Saskatchewan,hepburn sk s0k 1z0,,
359,Hillcrest Hutterite School,1,1,1,1,Gr. K-10,BOX 100 DUNDURN sk S0K 1K0,DUNDURN,S0K 1K0,sk,Province of Saskatchewan,dundurn sk s0k 1k0,,
360,Home-based School,1,1,1,1,Gr. K-12,sk,,,sk,Province of Saskatchewan,sk,,
361,Laird School,1,1,1,0,Gr. K-8,BOX 90 LAIRD sk S0K 2H0,LAIRD,S0K 2H0,sk,Province of Saskatchewan,laird sk s0k 2h0,,
362,Lake Vista Public School,1,1,1,0,Gr. K-8,1501 PARR HILL DR MARTENSVILLE sk S0K 2T1,MARTENSVILLE,S0K 2T1,sk,Province of Saskatchewan,1501 parr hill dr martensville sk s0k 2t1,1501,parr hill dr
363,Langham Elementary School,1,1,0,0,Gr. K-5,BOX 350 LANGHAM sk S0K 2L0,LANGHAM,S0K 2L0,sk,Province of Saskatchewan,langham sk s0k 2l0,,
364,Leask Community School,1,1,1,1,Gr. K-12,BOX 460 LEASK sk S0J 1M0,LEASK,S0J 1M0,sk,Province of Saskatchewan,leask sk s0j 1m0,,
365,Leask Hutterite Colony School,1,1,1,1,Gr. K-12,BOX 430 LEASK sk S0J 1M0,LEASK,S0J 1M0,sk,Province of Saskatchewan,leask sk s0j 1m0,,
366,Lord Asquith School,1,1,1,1,Gr. K-12,BOX 40 ASQUITH sk S0K 0J0,ASQUITH,S0K 0J0,sk,Province of Saskatchewan,asquith sk s0k 0j0,,
367,Lost River Colony School,1,1,1,0,Gr. K-9,BOX 249 ALLAN sk S0K 0C0,ALLAN,S0K 0C0,sk,Province of Saskatchewan,allan sk s0k 0c0,,
368,Martensville High School,0,0,1,1,Gr. 9-12,BOX 730 MARTENSVILLE sk S0K 2T0,MARTENSVILLE,S0K 2T0,sk,Province of Saskatchewan,martensville sk s0k 2t0,,
369,Osler School,1,1,1,0,Gr. K-9,BOX 10 OSLER sk S0K 3A0,OSLER,S0K 3A0,sk,Province of Saskatchewan,osler sk s0k 3a0,,
370,Perdue School,1,1,1,1,Gr. K-12,BOX 370 PERDUE sk S0K 3C0,PERDUE,S0K 3C0,sk,Province of Saskatchewan,perdue sk s0k 3c0,,
371,Pike Lake School,1,1,0,0,Gr. K-4,"SITE 708, COMP 17, RR #7 SASKATOON sk S7K 1N2",SASKATOON,S7K 1N2,sk,Province of Saskatchewan,site 708 comp 17 rr #7 saskatoon sk s7k 1n2,,comp 17 rr #7
372,Prairie View School,1,1,0,0,Gr. K-6,BOX 340 DALMENY sk S0K 1E0,DALMENY,S0K 1E0,sk,Province of Saskatchewan,dalmeny sk s0k 1e0,,
373,Riverbend Hutterite Colony School,1,1,1,1,Gr. K-12,BOX 630 WALDHEIM sk S0K 4R0,WALDHEIM,S0K 4R0,sk,Province of Saskatchewan,waldheim sk s0k 4r0,,
374,Riverview Colony School,0,1,1,0,Gr. 1-9,BOX 809 WARMAN sk S0K 4S0,WARMAN,S0K 4S0,sk,Province of Saskatchewan,warman sk s0k 4s0,,
375,Rosthern Elementary School,1,1,0,0,Gr. K-5,BOX 580 ROSTHERN sk S0K 3R0,ROSTHERN,S0K 3R0,sk,Province of Saskatchewan,rosthern sk s0k 3r0,,
376,Rosthern High School,0,1,1,1,Gr. 6-12,BOX 820 ROSTHERN sk S0K 3R0,ROSTHERN,S0K 3R0,sk,Province of Saskatchewan,rosthern sk s0k 3r0,,
377,South Corman Park School,1,1,0,0,Gr. K-6,1760 BAKER ROAD EAST CORMAN PARK sk S7T 1B5,CORMAN PARK,S7T 1B5,sk,Province of Saskatchewan,1760 baker road east corman park sk s7t 1b5,1760,baker road east
378,Spirit e-Learning School,0,0,1,1,Gr. 9-12,BOX 809 WARMAN sk S0K 4S0,WARMAN,S0K 4S0,sk,Province of Saskatchewan,warman sk s0k 4s0,,
379,Stobart Community School,1,1,1,1,Gr. K-12,BOX 809 DUCK LAKE sk S0K 1J0,DUCK LAKE,S0K 1J0,sk,Province of Saskatchewan,duck lake sk s0k 1j0,,
380,Sunnydale Colony School,1,1,1,0,Gr. K-9,BOX 809 WARMAN sk S0K 4S0,WARMAN,S0K 4S0,sk,Province of Saskatchewan,warman sk s0k 4s0,,
381,Valley Christian Academy,1,1,1,1,Gr. K-12,BOX 279 OSLER sk S0K 3A0,OSLER,S0K 3A0,sk,Province of Saskatchewan,osler sk s0k 3a0,,
382,Valley Manor Elementary School,1,1,1,0,Gr. K-8,BOX 10 MARTENSVILLE sk S0K 2T0,MARTENSVILLE,S0K 2T0,sk,Province of Saskatchewan,martensville sk s0k 2t0,,
383,Vanscoy School,1,1,1,0,Gr. K-8,BOX 250 VANSCOY sk S0L 3J0,VANSCOY,S0L 3J0,sk,Province of Saskatchewan,vanscoy sk s0l 3j0,,
384,Venture Heights Elementary School,1,1,1,0,Gr. K-8,BOX 1000 MARTENSVILLE sk S0K 2T0,MARTENSVILLE,S0K 2T0,sk,Province of Saskatchewan,martensville sk s0k 2t0,,
385,Waldheim School,1,1,1,1,Gr. K-12,BOX 367 WALDHEIM sk S0K 4R0,WALDHEIM,S0K 4R0,sk,Province of Saskatchewan,waldheim sk s0k 4r0,,
386,Walter W. Brown High School,0,1,1,1,Gr. 6-12,BOX 260 LANGHAM sk S0K 2L0,LANGHAM,S0K 2L0,sk,Province of Saskatchewan,langham sk s0k 2l0,,
387,Warman Community Middle School,0,1,1,0,Gr. 6-8,BOX 820 WARMAN sk S0K 4S0,WARMAN,S0K 4S0,sk,Province of Saskatchewan,warman sk s0k 4s0,,
388,Warman Elementary School,1,1,0,0,Gr. K-5,BOX 510 WARMAN sk S0K 4S0,WARMAN,S0K 4S0,sk,Province of Saskatchewan,warman sk s0k 4s0,,
389,Warman High School,0,0,1,1,Gr. 9-12,BOX 403 WARMAN sk S0K 4S0,WARMAN,S0K 4S0,sk,Province of Saskatchewan,warman sk s0k 4s0,,
390,Willow Park Colony School,1,1,1,0,Gr. K-9,BOX 809 WARMAN sk S0K 4S0,WARMAN,S0K 4S0,sk,Province of Saskatchewan,warman sk s0k 4s0,,
391,Arm River Colony School,1,1,1,1,Gr. K-11,BOX 570 LUMSDEN sk S0G 3C0,LUMSDEN,S0G 3C0,sk,Province of Saskatchewan,lumsden sk s0g 3c0,,
392,Balcarres School,1,1,1,1,Gr. K-12,BOX 610 BALCARRES sk S0G 0C0,BALCARRES,S0G 0C0,sk,Province of Saskatchewan,balcarres sk s0g 0c0,,
393,Balgonie Elementary School,1,1,1,0,Gr. K-8,BOX 160 BALGONIE sk S0G 0E0,BALGONIE,S0G 0E0,sk,Province of Saskatchewan,balgonie sk s0g 0e0,,
394,Bert Fox High School,0,0,1,1,Gr. 8-12,BOX 880 FORT QU'APPELLE sk S0G 1S0,FORT QU'APPELLE,S0G 1S0,sk,Province of Saskatchewan,fort qu'appelle sk s0g 1s0,,
395,Broadview School,1,1,1,1,Gr. K-12,BOX 639 BROADVIEW sk S0G 0K0,BROADVIEW,S0G 0K0,sk,Province of Saskatchewan,broadview sk s0g 0k0,,
396,Clive Draycott Elementary School,1,1,1,0,Gr. K-8,BOX 269 BETHUNE sk S0G 0H0,BETHUNE,S0G 0H0,sk,Province of Saskatchewan,bethune sk s0g 0h0,,
397,Cupar School,1,1,1,1,Gr. K-12,BOX 429 CUPAR sk S0G 0Y0,CUPAR,S0G 0Y0,sk,Province of Saskatchewan,cupar sk s0g 0y0,,
398,Dr. Isman Elementary School,1,1,0,0,Gr. K-6,BOX 159 WOLSELEY sk S0G 5H0,WOLSELEY,S0G 5H0,sk,Province of Saskatchewan,wolseley sk s0g 5h0,,
399,École Lumsden Elementary School,1,1,1,0,Gr. K-8,BOX 310 LUMSDEN sk S0G 3C0,LUMSDEN,S0G 3C0,sk,Province of Saskatchewan,lumsden sk s0g 3c0,,
400,École White City Elementary School,1,1,1,0,Gr. K-8,PO BOX 309 STN MAIN WHITE CITY sk S4L 5B1,WHITE CITY,S4L 5B1,sk,Province of Saskatchewan,stn main white city sk s4l 5b1,,stn main
401,Edenwold Elementary School,1,1,0,0,Gr. K-6,BOX 190 EDENWOLD sk S0G 1K0,EDENWOLD,S0G 1K0,sk,Province of Saskatchewan,edenwold sk s0g 1k0,,
402,Emerald Ridge Elementary School,1,1,1,0,Gr. K-8,15 MOTHERWELL DRIVE WHITE CITY sk S4L 0C5,WHITE CITY,S4L 0C5,sk,Province of Saskatchewan,15 motherwell drive white city sk s4l 0c5,15,motherwell drive
403,Fort Qu'Appelle Elementary School,1,1,1,0,Gr. K-7,BOX 1130 FORT QU'APPELLE sk S0G 1S0,FORT QU'APPELLE,S0G 1S0,sk,Province of Saskatchewan,fort qu'appelle sk s0g 1s0,,
404,Greenall High School,0,0,1,1,Gr. 9-12,BOX 70 BALGONIE sk S0G 0E0,BALGONIE,S0G 0E0,sk,Province of Saskatchewan,balgonie sk s0g 0e0,,
405,Grenfell Elementary School,1,1,0,0,Gr. K-6,BOX 519 GRENFELL sk S0G 2B0,GRENFELL,S0G 2B0,sk,Province of Saskatchewan,grenfell sk s0g 2b0,,
406,Grenfell High School,0,0,1,1,Gr. 7-12,BOX 1090 GRENFELL sk S0G 2B0,GRENFELL,S0G 2B0,sk,Province of Saskatchewan,grenfell sk s0g 2b0,,
