Municipality,Building Use,Activity,Value of Permits,Number of Permits,Extract Date
TOWN OF BRIDGEWATER,InstitutionalAndGovernmental,AdditionsAndRenovations,224000,4,12/01/2017 08:21:47 AM
TOWN OF BRIDGEWATER,InstitutionalAndGovernmental,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF CLARK'S HARBOUR,Commercial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF CLARK'S HARBOUR,Commercial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF CLARK'S HARBOUR,Industrial,AdditionsAndRenovations,50000,1,12/01/2017 08:21:47 AM
TOWN OF CLARK'S HARBOUR,Industrial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF CLARK'S HARBOUR,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF CLARK'S HARBOUR,InstitutionalAndGovernmental,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF DIGBY,Commercial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF DIGBY,Commercial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF DIGBY,Industrial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF DIGBY,Industrial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF DIGBY,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF DIGBY,InstitutionalAndGovernmental,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF LOCKEPORT,Commercial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF LOCKEPORT,Commercial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF LOCKEPORT,Industrial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF LOCKEPORT,Industrial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF LOCKEPORT,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF LOCKEPORT,InstitutionalAndGovernmental,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF LUNENBURG,Commercial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF LUNENBURG,Commercial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF LUNENBURG,Industrial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF LUNENBURG,Industrial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF LUNENBURG,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF LUNENBURG,InstitutionalAndGovernmental,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF MIDDLETON,Commercial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF MIDDLETON,Commercial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF MIDDLETON,Industrial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF MIDDLETON,Industrial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF MIDDLETON,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF MIDDLETON,InstitutionalAndGovernmental,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF PORT HAWKESBURY,Commercial,AdditionsAndRenovations,80000,1,12/01/2017 08:21:47 AM
TOWN OF PORT HAWKESBURY,Commercial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF PORT HAWKESBURY,Industrial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF PORT HAWKESBURY,Industrial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF PORT HAWKESBURY,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF PORT HAWKESBURY,InstitutionalAndGovernmental,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF SHELBURNE,Commercial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF SHELBURNE,Commercial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF SHELBURNE,Industrial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF SHELBURNE,Industrial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF SHELBURNE,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF SHELBURNE,InstitutionalAndGovernmental,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF STELLARTON,Commercial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF STELLARTON,Commercial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF STELLARTON,Industrial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF STELLARTON,Industrial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF STELLARTON,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF STELLARTON,InstitutionalAndGovernmental,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF STEWIACKE,Commercial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF STEWIACKE,Commercial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF STEWIACKE,Industrial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF STEWIACKE,Industrial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF STEWIACKE,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF STEWIACKE,InstitutionalAndGovernmental,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF WESTVILLE,Commercial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF WESTVILLE,Commercial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF WESTVILLE,Industrial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF WESTVILLE,Industrial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF WESTVILLE,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF WESTVILLE,InstitutionalAndGovernmental,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF WINDSOR,Commercial,AdditionsAndRenovations,41241,2,12/01/2017 08:21:47 AM
TOWN OF WINDSOR,Commercial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF WINDSOR,Industrial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF WINDSOR,Industrial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF WINDSOR,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF WINDSOR,InstitutionalAndGovernmental,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF WOLFVILLE,Commercial,AdditionsAndRenovations,15000,1,12/01/2017 08:21:47 AM
TOWN OF WOLFVILLE,Commercial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF WOLFVILLE,Industrial,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF WOLFVILLE,Industrial,NewConstruction,0,0,12/01/2017 08:21:47 AM
TOWN OF WOLFVILLE,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,12/01/2017 08:21:47 AM
TOWN OF WOLFVILLE,InstitutionalAndGovernmental,NewConstruction,0,0,12/01/2017 08:21:47 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,Commercial,NewConstruction,48500,2,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,InstitutionalAndGovernmental,AdditionsAndRenovations,2500,1,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,Commercial,AdditionsAndRenovations,112000,1,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,Commercial,NewConstruction,81000,3,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,Commercial,AdditionsAndRenovations,240000,1,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,Industrial,AdditionsAndRenovations,10000,1,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,InstitutionalAndGovernmental,AdditionsAndRenovations,12000,1,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,Commercial,AdditionsAndRenovations,150000,1,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,Commercial,AdditionsAndRenovations,2500,2,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,Commercial,NewConstruction,20000,1,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,InstitutionalAndGovernmental,AdditionsAndRenovations,12000,1,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,InstitutionalAndGovernmental,NewConstruction,1600,1,11/01/2017 07:30:54 AM
REGION OF QUEENS MUNICIPALITY,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
REGION OF QUEENS MUNICIPALITY,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
REGION OF QUEENS MUNICIPALITY,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
REGION OF QUEENS MUNICIPALITY,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
REGION OF QUEENS MUNICIPALITY,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
REGION OF QUEENS MUNICIPALITY,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF ANNAPOLIS ROYAL,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF ANNAPOLIS ROYAL,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF ANNAPOLIS ROYAL,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF ANNAPOLIS ROYAL,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF ANNAPOLIS ROYAL,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF ANNAPOLIS ROYAL,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF ANTIGONISH,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF ANTIGONISH,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF ANTIGONISH,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF ANTIGONISH,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF ANTIGONISH,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF ANTIGONISH,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF BRIDGEWATER,Commercial,AdditionsAndRenovations,28000,3,11/01/2017 07:30:54 AM
TOWN OF BRIDGEWATER,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF BRIDGEWATER,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF BRIDGEWATER,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF BRIDGEWATER,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF BRIDGEWATER,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF CLARK'S HARBOUR,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF CLARK'S HARBOUR,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF CLARK'S HARBOUR,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF CLARK'S HARBOUR,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF CLARK'S HARBOUR,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF CLARK'S HARBOUR,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF DIGBY,Commercial,AdditionsAndRenovations,5500,1,11/01/2017 07:30:54 AM
TOWN OF DIGBY,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF DIGBY,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF DIGBY,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF DIGBY,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF DIGBY,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF LOCKEPORT,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF LOCKEPORT,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF LOCKEPORT,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF LOCKEPORT,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF LOCKEPORT,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF LOCKEPORT,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF LUNENBURG,Commercial,AdditionsAndRenovations,6750,1,11/01/2017 07:30:54 AM
TOWN OF LUNENBURG,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF LUNENBURG,Industrial,AdditionsAndRenovations,4000,1,11/01/2017 07:30:54 AM
TOWN OF LUNENBURG,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF LUNENBURG,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF LUNENBURG,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF MIDDLETON,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF MIDDLETON,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF MIDDLETON,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF MIDDLETON,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF MIDDLETON,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF MIDDLETON,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF PORT HAWKESBURY,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF PORT HAWKESBURY,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF PORT HAWKESBURY,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF PORT HAWKESBURY,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF PORT HAWKESBURY,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF PORT HAWKESBURY,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF SHELBURNE,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF SHELBURNE,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF SHELBURNE,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF SHELBURNE,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF SHELBURNE,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF SHELBURNE,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF STELLARTON,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF STELLARTON,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF STELLARTON,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF STELLARTON,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF STELLARTON,InstitutionalAndGovernmental,AdditionsAndRenovations,6000,1,11/01/2017 07:30:54 AM
TOWN OF STELLARTON,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF STEWIACKE,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF STEWIACKE,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF STEWIACKE,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF STEWIACKE,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF STEWIACKE,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF STEWIACKE,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF WESTVILLE,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF WESTVILLE,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF WESTVILLE,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF WESTVILLE,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF WESTVILLE,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF WESTVILLE,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF WINDSOR,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF WINDSOR,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF WINDSOR,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF WINDSOR,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF WINDSOR,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF WINDSOR,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF WOLFVILLE,Commercial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF WOLFVILLE,Commercial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF WOLFVILLE,Industrial,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF WOLFVILLE,Industrial,NewConstruction,0,0,11/01/2017 07:30:54 AM
TOWN OF WOLFVILLE,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,11/01/2017 07:30:54 AM
TOWN OF WOLFVILLE,InstitutionalAndGovernmental,NewConstruction,0,0,11/01/2017 07:30:54 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,Commercial,AdditionsAndRenovations,3500,1,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
