idx,facility_name,source_id,authority_type,grade_range,facility_type,address_str,street_addr,city,province,postal_code,provider,address_str_clean,street_no,street_name
1272,Maquinna Elementary,7070020,Public School,K-7,Standard School,3881 Bruce St Port Alberni BC V9Y 1J6,3881 Bruce St,Port Alberni,BC,V9Y 1J6,Province of British Columbia,3881 bruce st port alberni bc v9y 1j6,3881,bruce st
1273,Mar Jok Elementary,2323079,Public School,K-5,Standard School,2101 McDougall Rd West Kelowna BC V1Z 4A4,2101 McDougall Rd,West Kelowna,BC,V1Z 4A4,Province of British Columbia,2101 mcdougall rd west kelowna bc v1z 4a4,2101,mcdougall rd
1274,Maranatha Christian School,2796263,Independent School,"K-12, EU",Standard School,1278 Lakeview Cres Williams Lake BC V2G 1A3,1278 Lakeview Cres,Williams Lake,BC,V2G 1A3,Province of British Columbia,1278 lakeview cres williams lake bc v2g 1a3,1278,lakeview cres
1275,Margaret Jenkins Elementary,6161012,Public School,K-5,Standard School,1824 Fairfield Rd Victoria BC V8S 1G8,1824 Fairfield Rd,Victoria,BC,V8S 1G8,Province of British Columbia,1824 fairfield rd victoria bc v8s 1g8,1824,fairfield rd
1276,Margaret Ma Murray Community School,6060065,Public School,K-6,Standard School,11504 105th Ave Fort St John BC V1J 0R8,11504 105th Ave,Fort St John,BC,V1J 0R8,Province of British Columbia,11504 105th ave fort st john bc v1j 0r8,11504,105th ave
1277,Margaret Stenersen Elementary,3434033,Public School,K-5,Standard School,3060 Old Clayburn Rd Abbotsford BC V2S 4H3,3060 Old Clayburn Rd,Abbotsford,BC,V2S 4H3,Province of British Columbia,3060 old clayburn rd abbotsford bc v2s 4h3,3060,old clayburn rd
1278,Margaret Stenersen StrongStart Centre,3425226,StrongStart BC,Pre-K,Early Learning Program,3060 Old Clayburn Rd Abbotsford BC V2S 4H3,3060 Old Clayburn Rd,Abbotsford,BC,V2S 4H3,Province of British Columbia,3060 old clayburn rd abbotsford bc v2s 4h3,3060,old clayburn rd
1279,Maria Montessori Academy,6196427,Independent School,K-12,Standard School,991 Ambassador Ave Victoria BC V8N 1P8,991 Ambassador Ave,Victoria,BC,V8N 1P8,Province of British Columbia,991 ambassador ave victoria bc v8n 1p8,991,ambassador ave
1280,Marie Sharpe Elementary,2727011,Public School,K-6,Standard School,260 Cameron St Williams Lake BC V2G 1S8,260 Cameron St,Williams Lake,BC,V2G 1S8,Province of British Columbia,260 cameron st williams lake bc v2g 1s8,260,cameron st
1281,Marie Sharpe StrongStart Centre,2725095,StrongStart BC,Pre-K,Early Learning Program,260 Cameron St Williams Lake BC V2G 1S8,260 Cameron St,Williams Lake,BC,V2G 1S8,Province of British Columbia,260 cameron st williams lake bc v2g 1s8,260,cameron st
1282,Marion Schilling Elementary,7324011,Public School,K-7,Standard School,2200 Park Dr Kamloops BC V2C 4P6,2200 Park Dr,Kamloops,BC,V2C 4P6,Province of British Columbia,2200 park dr kamloops bc v2c 4p6,2200,park dr
1283,Marion Schilling StrongStart Centre,7325177,StrongStart BC,Pre-K,Early Learning Program,2200 Park Dr Kamloops BC V2C 4P6,2200 Park Dr,Kamloops,BC,V2C 4P6,Province of British Columbia,2200 park dr kamloops bc v2c 4p6,2200,park dr
1284,Mark R. Isfeld Senior Secondary,7171054,Public School,"8-12, SU",Standard School,1551 Lerwick Rd Courtenay BC V9N 9B5,1551 Lerwick Rd,Courtenay,BC,V9N 9B5,Province of British Columbia,1551 lerwick rd courtenay bc v9n 9b5,1551,lerwick rd
1285,Martha Currie Elementary,3636061,Public School,K-7,Standard School,5811 184 St Surrey BC V3S 4N2,5811 184 St,Surrey,BC,V3S 4N2,Province of British Columbia,5811 184 st surrey bc v3s 4n2,5811,184 st
1286,Martha Currie StrongStart Centre,3625233,StrongStart BC,Pre-K,Early Learning Program,5811 184 St Surrey BC V3S 4N2,5811 184 St,Surrey,BC,V3S 4N2,Province of British Columbia,5811 184 st surrey bc v3s 4n2,5811,184 st
1287,Martha Jane Norris Elementary,3636140,Public School,K-7,Standard School,12928 66A Ave Surrey BC V3W 8Z7,12928 66A Ave,Surrey,BC,V3W 8Z7,Province of British Columbia,12928 66a ave surrey bc v3w 8z7,12928,66a ave
1288,Martin Morigeau Elementary,604013,Public School,K-7,Standard School,4891 Beatty Avenue PO BOX 69 Canal Flats BC V0B 1B0,4891 Beatty Avenue PO BOX 69,Canal Flats,BC,V0B 1B0,Province of British Columbia,4891 beatty avenue canal flats bc v0b 1b0,4891,beatty avenue
1289,Mary Jane Shannon Elementary,3636054,Public School,K-7,Standard School,10682 144 St Surrey BC V3T 4W1,10682 144 St,Surrey,BC,V3T 4W1,Province of British Columbia,10682 144 st surrey bc v3t 4w1,10682,144 st
1290,Mary Jane Shannon StrongStart Centre,3625238,StrongStart BC,Pre-K,Early Learning Program,10682 144 St Surrey BC V3T 4W1,10682 144 St,Surrey,BC,V3T 4W1,Province of British Columbia,10682 144 st surrey bc v3t 4w1,10682,144 st
1291,Marysville Elementary,603005,Public School,K-3,Standard School,546 309 Ave Kimberley BC V1A 3J3,546 309 Ave,Kimberley,BC,V1A 3J3,Province of British Columbia,546 309 ave kimberley bc v1a 3j3,546,309 ave
1292,Matsqui Elementary,3434059,Public School,K-5,Standard School,33661 Elizabeth Ave Abbotsford BC V4X 1T4,33661 Elizabeth Ave,Abbotsford,BC,V4X 1T4,Province of British Columbia,33661 elizabeth ave abbotsford bc v4x 1t4,33661,elizabeth ave
1293,Matthew McNair Secondary,3838044,Public School,12-Aug,Standard School,9500 No. 4 Rd Richmond BC V7A 2Y9,9500 No. 4 Rd,Richmond,BC,V7A 2Y9,Province of British Columbia,9500 no 4 rd richmond bc v7a 2y9,9500,no 4 rd
1294,Mayne Island School,6464003,Public School,K-8,Standard School,535 Fernhill Road Mayne Island BC V0N 2J0,535 Fernhill Road,Mayne Island,BC,V0N 2J0,Province of British Columbia,535 fernhill road mayne island bc v0n 2j0,535,fernhill road mayne
1295,Maywood Community Elementary,4141038,Public School,K-7,Standard School,4567 Imperial St Burnaby BC V5J 1B7,4567 Imperial St,Burnaby,BC,V5J 1B7,Province of British Columbia,4567 imperial st burnaby bc v5j 1b7,4567,imperial st
1296,Maywood Community StrongStart Centre,4125132,StrongStart BC,Pre-K,Early Learning Program,4567 Imperial St Burnaby BC V5J 1B7,4567 Imperial St,Burnaby,BC,V5J 1B7,Province of British Columbia,4567 imperial st burnaby bc v5j 1b7,4567,imperial st
1297,McBride Centennial Elementary,5757112,Public School,K-7,Standard School,PO Box 187 McBride BC V0J 2E0,PO Box 187,McBride,BC,V0J 2E0,Province of British Columbia,mcbride bc v0j 2e0,,
1298,McBride Christian Day School,5796651,Independent School,No Enrolment Reported,Standard School,PO Box 285 McBride BC V0J 2E0,PO Box 285,McBride,BC,V0J 2E0,Province of British Columbia,mcbride bc v0j 2e0,,
1299,McBride Secondary,5757075,Public School,12-Aug,Standard School,PO Box 200 McBride BC V0J 2E0,PO Box 200,McBride,BC,V0J 2E0,Province of British Columbia,mcbride bc v0j 2e0,,
1300,McCammon StrongStart Centre,3325098,StrongStart BC,Pre-K,Early Learning Program,9601 Hamilton St Chilliwack BC V2P 3X4,9601 Hamilton St,Chilliwack,BC,V2P 3X4,Province of British Columbia,9601 hamilton st chilliwack bc v2p 3x4,9601,hamilton st
1301,McCammon Traditional Elementary,3333028,Public School,K-5,Standard School,9601 Hamilton St Chilliwack BC V2P 3X4,9601 Hamilton St,Chilliwack,BC,V2P 3X4,Province of British Columbia,9601 hamilton st chilliwack bc v2p 3x4,9601,hamilton st
1302,McCloskey Elementary,3737032,Public School,K-7,Standard School,11531 80 Ave Delta BC V4C 1X5,11531 80 Ave,Delta,BC,V4C 1X5,Province of British Columbia,11531 80 ave delta bc v4c 1x5,11531,80 ave
1303,McCloskey Elementary AM StrongStart Cent,3725040,StrongStart BC,Pre-K,Early Learning Program,11531 80 Ave Delta BC V4C 1X5,11531 80 Ave,Delta,BC,V4C 1X5,Province of British Columbia,11531 80 ave delta bc v4c 1x5,11531,80 ave
1304,McCloskey Elementary PM StrongStart Cent,3725242,StrongStart BC,Pre-K,Early Learning Program,11531 80 Ave Delta BC V4C 1X5,11531 80 Ave,Delta,BC,V4C 1X5,Province of British Columbia,11531 80 ave delta bc v4c 1x5,11531,80 ave
1305,McGirr Elementary,6868055,Public School,K-7,Standard School,6199 McGirr Rd Nanaimo BC V9V 1C7,6199 McGirr Rd,Nanaimo,BC,V9V 1C7,Province of British Columbia,6199 mcgirr rd nanaimo bc v9v 1c7,6199,mcgirr rd
1306,McGirr StrongStart Centre,6825295,StrongStart BC,Pre-K,Early Learning Program,6199 McGirr Rd Nanaimo BC V9V 1C7,6199 McGirr Rd,Nanaimo,BC,V9V 1C7,Province of British Columbia,6199 mcgirr rd nanaimo bc v9v 1c7,6199,mcgirr rd
1307,McGowan Park Elementary,7324078,Public School,K-7,Standard School,2080 Tremerton Dr Kamloops BC V2E 2S2,2080 Tremerton Dr,Kamloops,BC,V2E 2S2,Province of British Columbia,2080 tremerton dr kamloops bc v2e 2s2,2080,tremerton dr
1308,McKenzie Elementary,6161027,Public School,K-5,Standard School,4005 Raymond St N Victoria BC V8Z 4K9,4005 Raymond St N,Victoria,BC,V8Z 4K9,Province of British Columbia,4005 raymond st n victoria bc v8z 4k9,4005,raymond st n
1309,McKenzie StrongStart Centre,6125062,StrongStart BC,Pre-K,Early Learning Program,4005 Raymond St N Victoria BC V8Z 4K9,4005 Raymond St N,Victoria,BC,V8Z 4K9,Province of British Columbia,4005 raymond st n victoria bc v8z 4k9,4005,raymond st n
1310,McKim Middle School,606017,Public School,07-Apr,Standard School,689 Rotary Dr Kimberley BC V1A 1E4,689 Rotary Dr,Kimberley,BC,V1A 1E4,Province of British Columbia,689 rotary dr kimberley bc v1a 1e4,689,rotary dr
1311,McLeod Elementary Secondary,5959033,Public School,K-12,Standard School,PO Box 157 Groundbirch BC V0C 1T0,PO Box 157,Groundbirch,BC,V0C 1T0,Province of British Columbia,groundbirch bc v0c 1t0,,
1312,McLeod Road Traditional,3636063,Public School,K-7,Standard School,6325 142 St Surrey BC V3X 1B9,6325 142 St,Surrey,BC,V3X 1B9,Province of British Columbia,6325 142 st surrey bc v3x 1b9,6325,142 st
1313,McMillan Elementary,3434027,Public School,K-5,Standard School,34830 Oakhill Dr Abbotsford BC V2S 7R3,34830 Oakhill Dr,Abbotsford,BC,V2S 7R3,Province of British Columbia,34830 oakhill dr abbotsford bc v2s 7r3,34830,oakhill dr
1314,McNaughton Centre,2899005,Public School,12-Aug,Alternate Programs,241 Kinchant St Quesnel BC V2J 2R3,241 Kinchant St,Quesnel,BC,V2J 2R3,Province of British Columbia,241 kinchant st quesnel bc v2j 2r3,241,kinchant st
1315,McNeely StrongStart Centre,3825021,StrongStart BC,Pre-K,Early Learning Program,12440 Woodhead Rd Richmond BC V6V 1G3,12440 Woodhead Rd,Richmond,BC,V6V 1G3,Province of British Columbia,12440 woodhead rd richmond bc v6v 1g3,12440,woodhead rd
1316,MDC StrongStart Partnership,6925087,StrongStart BC,Pre-K,Early Learning Program,PO Box 430 STN Main Parksville BC V9P 2G5,PO Box 430 STN Main,Parksville,BC,V9P 2G5,Province of British Columbia,stn main parksville bc v9p 2g5,,stn main
1317,Meadow Montessori,4296468,Independent School,K-7,Standard School,11391 Dartford St Maple Ridge BC V2X 1V6,11391 Dartford St,Maple Ridge,BC,V2X 1V6,Province of British Columbia,11391 dartford st maple ridge bc v2x 1v6,11391,dartford st
1318,Meadowbrook Elementary,4343037,Public School,K-5,Standard School,900 Sharpe St Coquitlam BC V3C 3M3,900 Sharpe St,Coquitlam,BC,V3C 3M3,Province of British Columbia,900 sharpe st coquitlam bc v3c 3m3,900,sharpe st
1319,Meadowbrook StrongStart Centre,4325267,StrongStart BC,Pre-K,Early Learning Program,195 Barber St Port Moody BC V3H 3A8,195 Barber St,Port Moody,BC,V3H 3A8,Province of British Columbia,195 barber st port moody bc v3h 3a8,195,barber st
1320,Meadowridge School,4296400,Independent School,K-12,Standard School,12224 240 St Maple Ridge BC V4R 1N1,12224 240 St,Maple Ridge,BC,V4R 1N1,Province of British Columbia,12224 240 st maple ridge bc v4r 1n1,12224,240 st
1321,Mennonite Educational Institute,3496020,Independent School,K-12,Standard School,4081 Clearbrook Rd Abbotsford BC V4X 2M8,4081 Clearbrook Rd,Abbotsford,BC,V4X 2M8,Province of British Columbia,4081 clearbrook rd abbotsford bc v4x 2m8,4081,clearbrook rd
1322,Mer-et-montagne,9372031,Public School,K-8,Standard School,1102 South Alder St Campbell River BC V9W 1Z7,1102 South Alder St,Campbell River,BC,V9W 1Z7,Province of British Columbia,1102 south alder st campbell river bc v9w 1z7,1102,south alder st
1323,Merritt Bench Elementary,5831010,Public School,K-7,Standard School,3341 Grimmet St Merritt BC V1K 1M3,3341 Grimmet St,Merritt,BC,V1K 1M3,Province of British Columbia,3341 grimmet st merritt bc v1k 1m3,3341,grimmet st
1324,Merritt Central Elementary,5831001,Public School,K-7,Standard School,PO Box 408 Merritt BC V1K 1B8,PO Box 408,Merritt,BC,V1K 1B8,Province of British Columbia,merritt bc v1k 1b8,,
1325,Merritt Central StrongStart Centre,5825282,StrongStart BC,Pre-K,Early Learning Program,PO Box 408 Merritt BC V1K 1B8,PO Box 408,Merritt,BC,V1K 1B8,Province of British Columbia,merritt bc v1k 1b8,,
1326,Merritt Secondary,5831005,Public School,12-Aug,Standard School,PO Box 5100 Merritt BC V1K 1B8,PO Box 5100,Merritt,BC,V1K 1B8,Province of British Columbia,merritt bc v1k 1b8,,
1327,Mia Montessori Academy,3896771,Independent School,K-6,Standard School,3128 Regent St Richmond BC V7E 2M4,3128 Regent St,Richmond,BC,V7E 2M4,Province of British Columbia,3128 regent st richmond bc v7e 2m4,3128,regent st
1328,Midway Elementary,5113005,Public School,K-3,Standard School,PO Box 40 Midway BC V0H 1M0,PO Box 40,Midway,BC,V0H 1M0,Province of British Columbia,midway bc v0h 1m0,,
1329,Mile 108 Elementary,2727062,Public School,K-7,Standard School,PO Box 27 108 Mile Ranch BC V0K 2Z0,PO Box 27,108 Mile Ranch,BC,V0K 2Z0,Province of British Columbia,108 mile ranch bc v0k 2z0,,
1330,Mill Bay Nature School,7965003,Public School,K-4,Standard School,3175 Cobble Hill Rd Mill Bay BC V0R 2P3,3175 Cobble Hill Rd,Mill Bay,BC,V0R 2P3,Province of British Columbia,3175 cobble hill rd mill bay bc v0r 2p3,3175,cobble hill rd
1331,Miller Park Community School,4343038,Public School,K-5,Standard School,800 Egmont Ave Coquitlam BC V3J 4J8,800 Egmont Ave,Coquitlam,BC,V3J 4J8,Province of British Columbia,800 egmont ave coquitlam bc v3j 4j8,800,egmont ave
1332,Millstream Elementary,6262011,Public School,K-5,Standard School,626 Hoylake Ave Victoria BC V9B 3P7,626 Hoylake Ave,Victoria,BC,V9B 3P7,Province of British Columbia,626 hoylake ave victoria bc v9b 3p7,626,hoylake ave
1333,Millstream StrongStart Centre,6225288,StrongStart BC,Pre-K,Early Learning Program,626 Hoylake Ave Victoria BC V9B 3P7,626 Hoylake Ave,Victoria,BC,V9B 3P7,Province of British Columbia,626 hoylake ave victoria bc v9b 3p7,626,hoylake ave
1334,Minnekhada Middle School,4343090,Public School,08-Jun,Standard School,1390 Laurier Ave Port Coquitlam BC V3B 2B8,1390 Laurier Ave,Port Coquitlam,BC,V3B 2B8,Province of British Columbia,1390 laurier ave port coquitlam bc v3b 2b8,1390,laurier ave
1335,Miracle Beach Elementary,7171079,Public School,K-7,Standard School,8763 Paulsen Rd Black Creek BC V9J 1J8,8763 Paulsen Rd,Black Creek,BC,V9J 1J8,Province of British Columbia,8763 paulsen rd black creek bc v9j 1j8,8763,paulsen rd
1336,Mission Central Elementary,7575007,Public School,K-6,Standard School,7466 Welton St Mission BC V2V 6L4,7466 Welton St,Mission,BC,V2V 6L4,Province of British Columbia,7466 welton st mission bc v2v 6l4,7466,welton st
1337,Mission Central StrongStart Centre,7525179,StrongStart BC,Pre-K,Early Learning Program,7466 Welton St Mission BC V2V 6L4,7466 Welton St,Mission,BC,V2V 6L4,Province of British Columbia,7466 welton st mission bc v2v 6l4,7466,welton st
1338,Mission Hill Elementary,2222019,Public School,K-7,Standard School,1510 36 St Vernon BC V1T 6C8,1510 36 St,Vernon,BC,V1T 6C8,Province of British Columbia,1510 36 st vernon bc v1t 6c8,1510,36 st
1339,Mission Senior Secondary,7575014,Public School,"10-12, SU",Standard School,32939 Seventh Ave Mission BC V2V 2C5,32939 Seventh Ave,Mission,BC,V2V 2C5,Province of British Columbia,32939 seventh ave mission bc v2v 2c5,32939,seventh ave
1340,Mitchell Elementary,3838001,Public School,K-7,Standard School,12091 Cambie Rd Richmond BC V6V 1G5,12091 Cambie Rd,Richmond,BC,V6V 1G5,Province of British Columbia,12091 cambie rd richmond bc v6v 1g5,12091,cambie rd
1341,Moberly Lake Elementary,5959018,Public School,K-7,Standard School,6531 Lakeshore Drive BOX 110 Moberly Lake BC V0C 1X0,6531 Lakeshore Drive BOX 110,Moberly Lake,BC,V0C 1X0,Province of British Columbia,6531 lakeshore drive moberly lake bc v0c 1x0,6531,lakeshore drive
1342,Montecito Elementary,4141056,Public School,K-7,Standard School,2176 Duthie Ave Burnaby BC V5A 2S2,2176 Duthie Ave,Burnaby,BC,V5A 2S2,Province of British Columbia,2176 duthie ave burnaby bc v5a 2s2,2176,duthie ave
1343,Monterey Middle School,6161069,Public School,"6-8, SU",Standard School,851 Monterey Ave Victoria BC V8S 4V1,851 Monterey Ave,Victoria,BC,V8S 4V1,Province of British Columbia,851 monterey ave victoria bc v8s 4v1,851,monterey ave
1344,Montney Mennonite School,6096677,Independent School,09-Jan,Standard School,PO Box 156 Montney BC V0C 1Y0,PO Box 156,Montney,BC,V0C 1Y0,Province of British Columbia,montney bc v0c 1y0,,
1345,Montroyal Elementary,4444031,Public School,K-7,Standard School,5310 Sonora Dr North Vancouver BC V7R 3V8,5310 Sonora Dr,North Vancouver,BC,V7R 3V8,Province of British Columbia,5310 sonora dr north vancouver bc v7r 3v8,5310,sonora dr
1346,Montroyal StrongStart Centre,4425271,StrongStart BC,Pre-K,Early Learning Program,5310 Sonora Dr North Vancouver BC V7R 3V8,5310 Sonora Dr,North Vancouver,BC,V7R 3V8,Province of British Columbia,5310 sonora dr north vancouver bc v7r 3v8,5310,sonora dr
1347,Moody Elementary,4343043,Public School,K-5,Standard School,2717 St Johns St Port Moody BC V3H 2B8,2717 St Johns St,Port Moody,BC,V3H 2B8,Province of British Columbia,2717 st johns st port moody bc v3h 2b8,2717,st johns st
1348,Moody StrongStart Centre,4325266,StrongStart BC,Pre-K,Early Learning Program,3115 St Johns St Port Moody BC V3H 2C6,3115 St Johns St,Port Moody,BC,V3H 2C6,Province of British Columbia,3115 st johns st port moody bc v3h 2c6,3115,st johns st
1349,Morfee Elementary,5757083,Public School,K-6,Standard School,PO Box 1150 Mackenzie BC V0J 2C0,PO Box 1150,Mackenzie,BC,V0J 2C0,Province of British Columbia,mackenzie bc v0j 2c0,,
1350,Morgan Elementary,3636188,Public School,K-7,Standard School,3366 156A St Surrey BC V3Z 9Y7,3366 156A St,Surrey,BC,V3Z 9Y7,Province of British Columbia,3366 156a st surrey bc v3z 9y7,3366,156a st
1351,Morley Elementary,4141039,Public School,K-7,Standard School,7355 Morley St Burnaby BC V5E 2K1,7355 Morley St,Burnaby,BC,V5E 2K1,Province of British Columbia,7355 morley st burnaby bc v5e 2k1,7355,morley st
1352,Morley StrongStart Centre,4125006,StrongStart BC,Pre-K,Early Learning Program,7355 Morley St Burnaby BC V5E 2K1,7355 Morley St,Burnaby,BC,V5E 2K1,Province of British Columbia,7355 morley st burnaby bc v5e 2k1,7355,morley st
1353,Mormon Hills Elementary Secondary,896726,Independent School,K-9,Standard School,876 Lyons Rd Creston BC V0B 1G2,876 Lyons Rd,Creston,BC,V0B 1G2,Province of British Columbia,876 lyons rd creston bc v0b 1g2,876,lyons rd
1354,Moscrop Secondary,4141011,Public School,"8-12, SU",Standard School,4433 Moscrop St Burnaby BC V5G 2G3,4433 Moscrop St,Burnaby,BC,V5G 2G3,Province of British Columbia,4433 moscrop st burnaby bc v5g 2g3,4433,moscrop st
1355,Mount Baker Secondary,502001,Public School,"10-12, SU",Standard School,1410 Baker St Cranbrook BC V1C 1B2,1410 Baker St,Cranbrook,BC,V1C 1B2,Province of British Columbia,1410 baker st cranbrook bc v1c 1b2,1410,baker st
1356,Mount Boucherie Senior Secondary,2323051,Public School,"9-12, SU",Standard School,2751 Cameron Rd West Kelowna BC V1Z 2T6,2751 Cameron Rd,West Kelowna,BC,V1Z 2T6,Province of British Columbia,2751 cameron rd west kelowna bc v1z 2t6,2751,cameron rd
1357,Mount Cheam Christian School,3396354,Independent School,K-12,Standard School,48988 Yale Rd East Chilliwack BC V4Z 0B2,48988 Yale Rd East,Chilliwack,BC,V4Z 0B2,Province of British Columbia,48988 yale rd east chilliwack bc v4z 0b2,48988,yale rd east
1358,Mount Douglas Secondary,6161049,Public School,"9-12, SU",Standard School,3970 Gordon Head Rd Victoria BC V8N 3X3,3970 Gordon Head Rd,Victoria,BC,V8N 3X3,Province of British Columbia,3970 gordon head rd victoria bc v8n 3x3,3970,gordon head rd
1359,Mount Elizabeth Middle/Secondary,8282039,Public School,12-Jul,Standard School,1491 Kingfisher Ave N Kitimat BC V8C 1E9,1491 Kingfisher Ave N,Kitimat,BC,V8C 1E9,Province of British Columbia,1491 kingfisher ave n kitimat bc v8c 1e9,1491,kingfisher ave n
1360,Mount Pleasant Elementary,3939127,Public School,K-7,Standard School,2300 Guelph St Vancouver BC V5T 3P1,2300 Guelph St,Vancouver,BC,V5T 3P1,Province of British Columbia,2300 guelph st vancouver bc v5t 3p1,2300,guelph st
1361,Mount Pleasant StrongStart Centre,3925253,StrongStart BC,Pre-K,Early Learning Program,2300 Guelph St Vancouver BC V5T 3P1,2300 Guelph St,Vancouver,BC,V5T 3P1,Province of British Columbia,2300 guelph st vancouver bc v5t 3p1,2300,guelph st
1362,Mount Sentinel Secondary,807025,Public School,12-Jul,Standard School,PO Box 99 South Slocan BC V0G 2G0,PO Box 99,South Slocan,BC,V0G 2G0,Province of British Columbia,south slocan bc v0g 2g0,,
1363,Mount Slesse Middle School,3333038,Public School,08-Jun,Standard School,5871 Tyson Rd Chilliwack BC V2R 2R3,5871 Tyson Rd,Chilliwack,BC,V2R 2R3,Province of British Columbia,5871 tyson rd chilliwack bc v2r 2r3,5871,tyson rd
1364,Mountain Christian School,5996252,Independent School,K-12,Standard School,9700 5 St Dawson Creek BC V1G 3L4,9700 5 St,Dawson Creek,BC,V1G 3L4,Province of British Columbia,9700 5 st dawson creek bc v1g 3l4,9700,5 st
1365,Mountain Elementary,3434053,Public School,K-5,Standard School,2299 Mountain Dr Abbotsford BC V3G 1E6,2299 Mountain Dr,Abbotsford,BC,V3G 1E6,Province of British Columbia,2299 mountain dr abbotsford bc v3g 1e6,2299,mountain dr
1366,Mountain Meadows Elementary,4343045,Public School,K-5,Standard School,999 Noons Creek Dr Port Moody BC V3H 4N3,999 Noons Creek Dr,Port Moody,BC,V3H 4N3,Province of British Columbia,999 noons creek dr port moody bc v3h 4n3,999,noons creek dr
1367,Mountain View Christian,8396846,Independent School,07-Jan,Standard School,20 Gardom Lake Rd Enderby BC V0E 1V3,20 Gardom Lake Rd,Enderby,BC,V0E 1V3,Province of British Columbia,20 gardom lake rd enderby bc v0e 1v3,20,gardom lake rd
1368,Mountain View Christian Academy,8296731,Independent School,K-12,Standard School,3306 Griffith St Terrace BC V8G 0C6,3306 Griffith St,Terrace,BC,V8G 0C6,Province of British Columbia,3306 griffith st terrace bc v8g 0c6,3306,griffith st
1369,Mountain View Elementary,4343044,Public School,K-5,Standard School,740 Smith Ave Coquitlam BC V3J 4E7,740 Smith Ave,Coquitlam,BC,V3J 4E7,Province of British Columbia,740 smith ave coquitlam bc v3j 4e7,740,smith ave
1370,Mountain View Elementary,6868052,Public School,K-7,Standard School,2480 Wellington Rd E Nanaimo BC V9R 5K3,2480 Wellington Rd E,Nanaimo,BC,V9R 5K3,Province of British Columbia,2480 wellington rd e nanaimo bc v9r 5k3,2480,wellington rd e
1371,Mountainside Secondary,4499191,Public School,12-Sep,Alternate Programs,3365 Mahon Ave North Vancouver BC V7N 3T7,3365 Mahon Ave,North Vancouver,BC,V7N 3T7,Province of British Columbia,3365 mahon ave north vancouver bc v7n 3t7,3365,mahon ave
1372,Mountainview Montessori,3636050,Public School,K-7,Standard School,15225 98 Ave Surrey BC V3R 1J2,15225 98 Ave,Surrey,BC,V3R 1J2,Province of British Columbia,15225 98 ave surrey bc v3r 1j2,15225,98 ave
1373,Mountview Elementary,2727045,Public School,K-6,Standard School,1222 Dog Creek Rd Williams Lake BC V2G 3G9,1222 Dog Creek Rd,Williams Lake,BC,V2G 3G9,Province of British Columbia,1222 dog creek rd williams lake bc v2g 3g9,1222,dog creek rd
1374,Mountview StrongStart Centre,2725217,StrongStart BC,Pre-K,Early Learning Program,1222 Dog Creek Rd Williams Lake BC V2G 3G9,1222 Dog Creek Rd,Williams Lake,BC,V2G 3G9,Province of British Columbia,1222 dog creek rd williams lake bc v2g 3g9,1222,dog creek rd
1375,Mouse Mountain Elementary,9156019,Public School,"K-3, EU",Standard School,Postal Bag 3001 Fraser Lake BC V0J 1S0,Postal Bag 3001,Fraser Lake,BC,V0J 1S0,Province of British Columbia,postal bag 3001 fraser lake bc v0j 1s0,,
1376,Mt Lehman Elementary,3434003,Public School,K-5,Standard School,6381 Mt Lehman Rd Abbotsford BC V4X 2G5,6381 Mt Lehman Rd,Abbotsford,BC,V4X 2G5,Province of British Columbia,6381 mt lehman rd abbotsford bc v4x 2g5,6381,mt lehman rd
1377,Muheim Memorial Elementary,5454006,Public School,K-7,Standard School,PO Box 2260 3659 3rd Ave Smithers BC V0J 2N0,PO Box 2260 3659 3rd Ave,Smithers,BC,V0J 2N0,Province of British Columbia,3659 3rd ave smithers bc v0j 2n0,3659,3rd ave
1378,Muheim Memorial StrongStart Centre,5425022,StrongStart BC,Pre-K,Early Learning Program,PO Box 2260 Smithers BC V0J 2N0,PO Box 2260,Smithers,BC,V0J 2N0,Province of British Columbia,smithers bc v0j 2n0,,
1379,Mulgrave School,4596701,Independent School,K-12,Standard School,2330 Cypress Bowl Lane West Vancouver BC V7S 3H9,2330 Cypress Bowl Lane,West Vancouver,BC,V7S 3H9,Province of British Columbia,2330 cypress bowl lane west vancouver bc v7s 3h9,2330,cypress bowl lane
1380,Mundy Road Elementary,4343046,Public School,K-5,Standard School,2200 Austin Ave Coquitlam BC V3K 3S1,2200 Austin Ave,Coquitlam,BC,V3K 3S1,Province of British Columbia,2200 austin ave coquitlam bc v3k 3s1,2200,austin ave
1381,Mundy Road StrongStart Centre,4325264,StrongStart BC,Pre-K,Early Learning Program,2200 Austin Ave Coquitlam BC V3K 3S1,2200 Austin Ave,Coquitlam,BC,V3K 3S1,Province of British Columbia,2200 austin ave coquitlam bc v3k 3s1,2200,austin ave
1382,Murrayville Academy,3596616,Independent School,K-8,Standard School,21488 Old Yale Road Langley BC V3A 4M8,21488 Old Yale Road,Langley,BC,V3A 4M8,Province of British Columbia,21488 old yale road langley bc v3a 4m8,21488,old yale road
1383,Myrtle Philip Community School,4848020,Public School,K-7,Standard School,PO Box 97 Whistler BC V0N 1B0,PO Box 97,Whistler,BC,V0N 1B0,Province of British Columbia,whistler bc v0n 1b0,,
1384,Naghtaneqed Elem-Jr Secondary,2727059,Public School,K-10,Standard School,PO Box 100 Nemaiah Valley BC V0L 1X0,PO Box 100,Nemaiah Valley,BC,V0L 1X0,Province of British Columbia,nemaiah valley bc v0l 1x0,,
