idx,facility_name,source_id,authority_type,grade_range,facility_type,address_str,street_addr,city,province,postal_code,provider,address_str_clean,street_no,street_name
2183,Vedder Elementary,3333011,Public School,K-5,Standard School,45850 Promontory Rd Chilliwack BC V2R 5Z5,45850 Promontory Rd,Chilliwack,BC,V2R 5Z5,Province of British Columbia,45850 promontory rd chilliwack bc v2r 5z5,45850,promontory rd
2184,Vedder Middle School,3333034,Public School,08-Jun,Standard School,45560 South Sumas Rd Chilliwack BC V2R 1S3,45560 South Sumas Rd,Chilliwack,BC,V2R 1S3,Province of British Columbia,45560 south sumas rd chilliwack bc v2r 1s3,45560,south sumas rd
2185,Veritas Catholic,8296162,Independent School,K-9,Standard School,4836 Straume Ave Terrace BC V8G 4G3,4836 Straume Ave,Terrace,BC,V8G 4G3,Province of British Columbia,4836 straume ave terrace bc v8g 4g3,4836,straume ave
2186,Vermilion Forks Elementary,5817005,Public School,07-Apr,Standard School,PO Box 970 Princeton BC V0X 1W0,PO Box 970,Princeton,BC,V0X 1W0,Province of British Columbia,princeton bc v0x 1w0,,
2187,Vernon Christian School,2296261,Independent School,K-12,Standard School,6920 Pleasant Valley Rd Vernon BC V1B 3R5,6920 Pleasant Valley Rd,Vernon,BC,V1B 3R5,Province of British Columbia,6920 pleasant valley rd vernon bc v1b 3r5,6920,pleasant valley rd
2188,Vernon Secondary,2222017,Public School,"8-12, SU",Standard School,2100-15th St Vernon BC V1T 9X7,2100-15th St,Vernon,BC,V1T 9X7,Province of British Columbia,2100 15th st vernon bc v1t 9x7,2100,15th st
2189,Victor School,6161006,Public School,"K-7, SU",Alternate Programs,2260 Victor St Victoria BC V8R 4C5,2260 Victor St,Victoria,BC,V8R 4C5,Province of British Columbia,2260 victor st victoria bc v8r 4c5,2260,victor st
2190,Victor-Brodeur,9361060,Public School,K-12,Standard School,637 Head St Victoria BC V9A 5S9,637 Head St,Victoria,BC,V9A 5S9,Province of British Columbia,637 head st victoria bc v9a 5s9,637,head st
2191,Victoria High,6161018,Public School,"9-12, SU",Standard School,1260 Grant St Victoria BC V8T 1C2,1260 Grant St,Victoria,BC,V8T 1C2,Province of British Columbia,1260 grant st victoria bc v8t 1c2,1260,grant st
2192,Victoria School for Ideal Education,6196395,Independent School,K-8,Standard School,2820 Belmont Ave Victoria BC V8R 4B1,2820 Belmont Ave,Victoria,BC,V8R 4B1,Province of British Columbia,2820 belmont ave victoria bc v8r 4b1,2820,belmont ave
2193,Victoria West Elementary,6161004,Public School,"K-5, EU",Standard School,750 Front St Victoria BC V9A 3Y4,750 Front St,Victoria,BC,V9A 3Y4,Province of British Columbia,750 front st victoria bc v9a 3y4,750,front st
2194,View Royal Elementary,6161029,Public School,K-5,Standard School,218 Helmcken Rd Victoria BC V9B 1S6,218 Helmcken Rd,Victoria,BC,V9B 1S6,Province of British Columbia,218 helmcken rd victoria bc v9b 1s6,218,helmcken rd
2195,View Royal StrongStart Centre,6125162,StrongStart BC,Pre-K,Early Learning Program,218 Helmcken Rd Victoria BC V9B 1S6,218 Helmcken Rd,Victoria,BC,V9B 1S6,Province of British Columbia,218 helmcken rd victoria bc v9b 1s6,218,helmcken rd
2196,Virtuelle,9399177,Public School,12-Oct,Distributed Learning Programs,100-13511 Commerce Parkway Richmond BC V6V 2J8,100-13511 Commerce Parkway,Richmond,BC,V6V 2J8,Province of British Columbia,100 13511 commerce parkway richmond bc v6v 2j8,100 13511,commerce parkway
2197,vLearn.ca,2299151,Public School,"K-12, GA",Distributed Learning Programs,1401 15th St Vernon BC V1T 8S8,1401 15th St,Vernon,BC,V1T 8S8,Province of British Columbia,1401 15th st vernon bc v1t 8s8,1401,15th st
2198,Voyageur Elementary School,2828036,Public School,K-7,Standard School,1337 Lark Ave Quesnel BC V2J 4K5,1337 Lark Ave,Quesnel,BC,V2J 4K5,Province of British Columbia,1337 lark ave quesnel bc v2j 4k5,1337,lark ave
2199,VSB Adult Education,3939000,Public School,"10-12, GA",Continuing Education,6010 Fraser St Vancouver BC V5W 2Z7,6010 Fraser St,Vancouver,BC,V5W 2Z7,Province of British Columbia,6010 fraser st vancouver bc v5w 2z7,6010,fraser st
2200,W D Ferris Elementary,3838027,Public School,K-7,Standard School,7520 Sunnymede Cres Richmond BC V6Y 2V8,7520 Sunnymede Cres,Richmond,BC,V6Y 2V8,Province of British Columbia,7520 sunnymede cres richmond bc v6y 2v8,7520,sunnymede cres
2201,W E Kinvig Elementary,3636116,Public School,K-7,Standard School,13266 70B Ave Surrey BC V3W 8N1,13266 70B Ave,Surrey,BC,V3W 8N1,Province of British Columbia,13266 70b ave surrey bc v3w 8n1,13266,70b ave
2202,W E Kinvig StrongStart Centre,3625108,StrongStart BC,Pre-K,Early Learning Program,13266 70B Ave Surrey BC V3W 8N1,13266 70B Ave,Surrey,BC,V3W 8N1,Province of British Columbia,13266 70b ave surrey bc v3w 8n1,13266,70b ave
2203,W J Mouat Secondary,3434041,Public School,12-Sep,Standard School,32355 Mouat Dr Abbotsford BC V2T 4E9,32355 Mouat Dr,Abbotsford,BC,V2T 4E9,Province of British Columbia,32355 mouat dr abbotsford bc v2t 4e9,32355,mouat dr
2204,W L Mcleod Elementary,9156003,Public School,K-6,Standard School,PO Box 559 Vanderhoof BC V0J 3A0,PO Box 559,Vanderhoof,BC,V0J 3A0,Province of British Columbia,vanderhoof bc v0j 3a0,,
2205,W L Mcleod StrongStart Centre,9125310,StrongStart BC,Pre-K,Early Learning Program,PO Box 559 Vanderhoof BC V0J 3A0,PO Box 559,Vanderhoof,BC,V0J 3A0,Province of British Columbia,vanderhoof bc v0j 3a0,,
2206,W L Seaton Secondary,2222007,Public School,"8-12, SU",Standard School,2701 41 Ave Vernon BC V1T 6X3,2701 41 Ave,Vernon,BC,V1T 6X3,Province of British Columbia,2701 41 ave vernon bc v1t 6x3,2701,41 ave
2207,W.E. Graham Community School,807026,Public School,K-10,Standard School,PO Box 10 Slocan BC V0G 2C0,PO Box 10,Slocan,BC,V0G 2C0,Province of British Columbia,slocan bc v0g 2c0,,
2208,Walker Development Centre,5199169,Public School,12-Aug,Alternate Programs,PO Box 310 Grand Forks BC V0H 1H0,PO Box 310,Grand Forks,BC,V0H 1H0,Province of British Columbia,grand forks bc v0h 1h0,,
2209,Walnut Grove Secondary,3535050,Public School,12-Aug,Standard School,8919 Walnut Grove Dr Langley BC V1M 2N7,8919 Walnut Grove Dr,Langley,BC,V1M 2N7,Province of British Columbia,8919 walnut grove dr langley bc v1m 2n7,8919,walnut grove dr
2210,Walnut Park Elementary,5454010,Public School,K-7,Standard School,PO Box 2692 Smithers BC V0J 2N0,PO Box 2692,Smithers,BC,V0J 2N0,Province of British Columbia,smithers bc v0j 2n0,,
2211,Walnut Road Elementary,3636152,Public School,K-7,Standard School,16152 82 Ave Surrey BC V4N 0N5,16152 82 Ave,Surrey,BC,V4N 0N5,Province of British Columbia,16152 82 ave surrey bc v4n 0n5,16152,82 ave
2212,Walter Lee Elementary,3838026,Public School,K-7,Standard School,9491 Ash St Richmond BC V7A 2T7,9491 Ash St,Richmond,BC,V7A 2T7,Province of British Columbia,9491 ash st richmond bc v7a 2t7,9491,ash st
2213,Walter Lee StrongStart Centre,3825246,StrongStart BC,Pre-K,Early Learning Program,9491 Ash St Richmond BC V7A 2T7,9491 Ash St,Richmond,BC,V7A 2T7,Province of British Columbia,9491 ash st richmond bc v7a 2t7,9491,ash st
2214,Walter Moberly Elementary,3939056,Public School,K-7,Standard School,1000 59th Ave E Vancouver BC V5X 1Y7,1000 59th Ave E,Vancouver,BC,V5X 1Y7,Province of British Columbia,1000 59th ave e vancouver bc v5x 1y7,1000,59th ave
2215,Walter Moberly StrongStart Centre,3925043,StrongStart BC,Pre-K,Early Learning Program,1000 59th Ave E Vancouver BC V5X 1Y7,1000 59th Ave E,Vancouver,BC,V5X 1Y7,Province of British Columbia,1000 59th ave e vancouver bc v5x 1y7,1000,59th ave
2216,Walton Elementary,4343069,Public School,K-5,Standard School,2960 Walton Ave Coquitlam BC V3B 6V6,2960 Walton Ave,Coquitlam,BC,V3B 6V6,Province of British Columbia,2960 walton ave coquitlam bc v3b 6v6,2960,walton ave
2217,Watson Elementary,3333017,Public School,K-5,Standard School,45305 Watson Rd Chilliwack BC V2R 2H5,45305 Watson Rd,Chilliwack,BC,V2R 2H5,Province of British Columbia,45305 watson rd chilliwack bc v2r 2h5,45305,watson rd
2218,Watson Road Elementary,2323074,Public School,K-6,Standard School,475 Yates Rd Kelowna BC V1V 1R3,475 Yates Rd,Kelowna,BC,V1V 1R3,Province of British Columbia,475 yates rd kelowna bc v1v 1r3,475,yates rd
2219,Watson StrongStart Centre,3325036,StrongStart BC,Pre-K,Early Learning Program,45305 Watson Rd Chilliwack BC V2R 2H5,45305 Watson Rd,Chilliwack,BC,V2R 2H5,Province of British Columbia,45305 watson rd chilliwack bc v2r 2h5,45305,watson rd
2220,Waverley Elementary,3939099,Public School,K-7,Standard School,6111 Elliott St Vancouver BC V5S 2M1,6111 Elliott St,Vancouver,BC,V5S 2M1,Province of British Columbia,6111 elliott st vancouver bc v5s 2m1,6111,elliott st
2221,Waverley StrongStart Centre,3925254,StrongStart BC,Pre-K,Early Learning Program,6111 Elliott St Vancouver BC V5S 2M1,6111 Elliott St,Vancouver,BC,V5S 2M1,Province of British Columbia,6111 elliott st vancouver bc v5s 2m1,6111,elliott st
2222,Waypoint Substance Abuse House,3695062,Public School,No Enrolment Reported,Short Term PRP,14033 92 Ave Surrey BC V3V 0B7,14033 92 Ave,Surrey,BC,V3V 0B7,Province of British Columbia,14033 92 ave surrey bc v3v 0b7,14033,92 ave
2223,Webster's Corners Elementary,4242020,Public School,K-7,Standard School,25554 Dewdney Trunk Rd Maple Ridge BC V4R 1X9,25554 Dewdney Trunk Rd,Maple Ridge,BC,V4R 1X9,Province of British Columbia,25554 dewdney trunk rd maple ridge bc v4r 1x9,25554,dewdney trunk rd
2224,Wellington Secondary,6868015,Public School,12-Aug,Standard School,3135 Mexicana Rd Nanaimo BC V9T 2W8,3135 Mexicana Rd,Nanaimo,BC,V9T 2W8,Province of British Columbia,3135 mexicana rd nanaimo bc v9t 2w8,3135,mexicana rd
2225,Wells Barkerville Elementary,2828002,Public School,K-5,Standard School,PO Box 190 Wells BC V0K 2R0,PO Box 190,Wells,BC,V0K 2R0,Province of British Columbia,wells bc v0k 2r0,,
2226,West Bay Elementary,4545075,Public School,K-7,Standard School,3175 Thompson Pl West Vancouver BC V7V 3E3,3175 Thompson Pl,West Vancouver,BC,V7V 3E3,Province of British Columbia,3175 thompson pl west vancouver bc v7v 3e3,3175,thompson pl
2227,West Bench Elementary,6715007,Public School,K-5,Standard School,1604 West Bench Dr Penticton BC V2A 8Z3,1604 West Bench Dr,Penticton,BC,V2A 8Z3,Province of British Columbia,1604 west bench dr penticton bc v2a 8z3,1604,west bench dr
2228,West Boundary Elementary,5113012,Public School,K-7,Standard School,Site 120 Comp 11 RR2 Rock Creek BC V0H 1Y0,Site 120 Comp 11 RR2,Rock Creek,BC,V0H 1Y0,Province of British Columbia,site 120 comp 11 rr2 rock creek bc v0h 1y0,,comp 11 rr2
2229,West Coast Adventist DL School,3496801,Independent School,"K-12, SU",Distributed Learning Programs,PO Box 1000 STN Del Ctr Abbotsford BC V2S 4P5,PO Box 1000 STN Del Ctr,Abbotsford,BC,V2S 4P5,Province of British Columbia,stn del ctr abbotsford bc v2s 4p5,,
2230,West Coast Christian School,3996601,Independent School,"K-12, EU, SU",Standard School,15 Renfrew St N Vancouver BC V5K 3N6,15 Renfrew St N,Vancouver,BC,V5K 3N6,Province of British Columbia,15 renfrew st n vancouver bc v5k 3n6,15,renfrew st
2231,West Heights Elementary,7575018,Public School,K-6,Standard School,32065 Van Velzen Ave Mission BC V2V 2G6,32065 Van Velzen Ave,Mission,BC,V2V 2G6,Province of British Columbia,32065 van velzen ave mission bc v2v 2g6,32065,van velzen ave
2232,West Heights StrongStart Centre,7525016,StrongStart BC,Pre-K,Early Learning Program,32065 Van Velzen Ave Mission BC V2V 2G6,32065 Van Velzen Ave,Mission,BC,V2V 2G6,Province of British Columbia,32065 van velzen ave mission bc v2v 2g6,32065,van velzen ave
2233,West Langley Elementary,3535043,Public School,K-7,Standard School,9403 212 St Langley BC V1M 1M1,9403 212 St,Langley,BC,V1M 1M1,Province of British Columbia,9403 212 st langley bc v1m 1m1,9403,212 st
2234,West Langley StrongStart Centre,3525105,StrongStart BC,Pre-K,Early Learning Program,9403 212 St Langley BC V1M 1M1,9403 212 St,Langley,BC,V1M 1M1,Province of British Columbia,9403 212 st langley bc v1m 1m1,9403,212 st
2235,West Point Grey Academy,3996645,Independent School,K-12,Standard School,4125 West 8th Avenue Vancouver BC V6R 4P9,4125 West 8th Avenue,Vancouver,BC,V6R 4P9,Province of British Columbia,4125 west 8th avenue vancouver bc v6r 4p9,4125,west 8th avenue
2236,West Sechelt Elementary,4646016,Public School,K-7,Standard School,PO Box 220 Sechelt BC V0N 3A0,PO Box 220,Sechelt,BC,V0N 3A0,Province of British Columbia,sechelt bc v0n 3a0,,
2237,West Vancouver Inglewood Secondary,4599309,Public School,12-Oct,Alternate Programs,1750 Mathers Ave West Vancouver BC V7V 2G7,1750 Mathers Ave,West Vancouver,BC,V7V 2G7,Province of British Columbia,1750 mathers ave west vancouver bc v7v 2g7,1750,mathers ave
2238,West Vancouver Secondary,4545015,Public School,"8-12, SU",Standard School,1750 Mathers Ave West Vancouver BC V7V 2G7,1750 Mathers Ave,West Vancouver,BC,V7V 2G7,Province of British Columbia,1750 mathers ave west vancouver bc v7v 2g7,1750,mathers ave
2239,West-Mont School,6296432,Independent School,K-10,Standard School,4075 Metchosin Rd Victoria BC V9C 4A4,4075 Metchosin Rd,Victoria,BC,V9C 4A4,Province of British Columbia,4075 metchosin rd victoria bc v9c 4a4,4075,metchosin rd
2240,Westcot Elementary,4545080,Public School,K-7,Standard School,760 Westcot Rd West Vancouver BC V7S 1N7,760 Westcot Rd,West Vancouver,BC,V7S 1N7,Province of British Columbia,760 westcot rd west vancouver bc v7s 1n7,760,westcot rd
2241,Westerman Elementary,3636147,Public School,K-7,Standard School,7626 122 St Surrey BC V3W 1H4,7626 122 St,Surrey,BC,V3W 1H4,Province of British Columbia,7626 122 st surrey bc v3w 1h4,7626,122 st
2242,Westerman StrongStart Centre,3625236,StrongStart BC,Pre-K,Early Learning Program,7626 122 St Surrey BC V3W 1H4,7626 122 St,Surrey,BC,V3W 1H4,Province of British Columbia,7626 122 st surrey bc v3w 1h4,7626,122 st
2243,Westmount Elementary,7324063,Public School,K-7,Standard School,745 Walkem Rd Kamloops BC V2B 7Z8,745 Walkem Rd,Kamloops,BC,V2B 7Z8,Province of British Columbia,745 walkem rd kamloops bc v2b 7z8,745,walkem rd
2244,Westridge Elementary,4141053,Public School,K-7,Standard School,510 Duncan Ave Burnaby BC V5B 4L9,510 Duncan Ave,Burnaby,BC,V5B 4L9,Province of British Columbia,510 duncan ave burnaby bc v5b 4l9,510,duncan ave
2245,Westshore Centre for Learning & Training,6262000,Public School,"12, SU",Continuing Education,101 814 Goldstream Ave Victoria BC V9B 2X7,101 814 Goldstream Ave,Victoria,BC,V9B 2X7,Province of British Columbia,101 814 goldstream ave victoria bc v9b 2x7,101 814,goldstream ave
2246,Westside Academy,5796491,Independent School,K-12,Standard School,3791 Highway 16 W Prince George BC V2N 5P8,3791 Highway 16 W,Prince George,BC,V2N 5P8,Province of British Columbia,3791 highway 16 w prince george bc v2n 5p8,3791,highway 16 w
2247,Westside Montessori Academy,3996810,Independent School,K-7,Standard School,3075 Slocan St Vancouver BC V5M 3E4,3075 Slocan St,Vancouver,BC,V5M 3E4,Province of British Columbia,3075 slocan st vancouver bc v5m 3e4,3075,slocan st
2248,Westside Montessori Elementary School,3996937,Independent School,K-5,Standard School,3396 Cambie St Vancouver BC V5Z 2W5,3396 Cambie St,Vancouver,BC,V5Z 2W5,Province of British Columbia,3396 cambie st vancouver bc v5z 2w5,3396,cambie st
2249,Westside Montessori School,3996683,Independent School,K,Standard School,4157 Oak St Vancouver BC V6H 2N1,4157 Oak St,Vancouver,BC,V6H 2N1,Province of British Columbia,4157 oak st vancouver bc v6h 2n1,4157,oak st
2250,Westsyde Elementary,7324020,Public School,K-7,Standard School,3550 Westsyde Rd Kamloops BC V2B 7H4,3550 Westsyde Rd,Kamloops,BC,V2B 7H4,Province of British Columbia,3550 westsyde rd kamloops bc v2b 7h4,3550,westsyde rd
2251,Westsyde Secondary,7324055,Public School,"8-12, SU",Standard School,855 Bebek Rd Kamloops BC V2B 6P2,855 Bebek Rd,Kamloops,BC,V2B 6P2,Province of British Columbia,855 bebek rd kamloops bc v2b 6p2,855,bebek rd
2252,Westview Elementary,4444009,Public School,K-7,Standard School,641 17th St W North Vancouver BC V7M 0A1,641 17th St W,North Vancouver,BC,V7M 0A1,Province of British Columbia,641 17th st w north vancouver bc v7m 0a1,641,17th st w
2253,Westview Elementary,4747022,Public School,K-7,Standard School,3900 Selkirk Ave Powell River BC V8A 0T8,3900 Selkirk Ave,Powell River,BC,V8A 0T8,Province of British Columbia,3900 selkirk ave powell river bc v8a 0t8,3900,selkirk ave
2254,Westview Learning Centre,4747004,Public School,"8-12, GA",Alternate Programs,7105 Nookta St Powell River BC V8A 5E3,7105 Nookta St,Powell River,BC,V8A 5E3,Province of British Columbia,7105 nookta st powell river bc v8a 5e3,7105,nookta st
2255,Westview Secondary,4242004,Public School,"8-12, SU",Standard School,20905 Wicklund Ave Maple Ridge BC V2X 8E8,20905 Wicklund Ave,Maple Ridge,BC,V2X 8E8,Province of British Columbia,20905 wicklund ave maple ridge bc v2x 8e8,20905,wicklund ave
2256,Westview StrongStart Centre,4425046,StrongStart BC,Pre-K,Early Learning Program,1660 Bewicke Ave North Vancouver BC V7M 3C3,1660 Bewicke Ave,North Vancouver,BC,V7M 3C3,Province of British Columbia,1660 bewicke ave north vancouver bc v7m 3c3,1660,bewicke ave
2257,Westwind Elementary,3838049,Public School,K-7,Standard School,11371 Kingfisher Dr Richmond BC V7E 4Y6,11371 Kingfisher Dr,Richmond,BC,V7E 4Y6,Province of British Columbia,11371 kingfisher dr richmond bc v7e 4y6,11371,kingfisher dr
2258,Westwold Elementary,7324021,Public School,K-6,Standard School,General Delivery Westwold BC V0E 3B0,General Delivery,Westwold,BC,V0E 3B0,Province of British Columbia,general delivery westwold bc v0e 3b0,,general delivery
2259,Westwood Elementary,5757068,Public School,K-7,Standard School,2633 Vanier Dr Prince George BC V2N 1V1,2633 Vanier Dr,Prince George,BC,V2N 1V1,Province of British Columbia,2633 vanier dr prince george bc v2n 1v1,2633,vanier dr
2260,Whistler Secondary,4848022,Public School,"8-12, SU",Standard School,8000 Alpine Way Whistler BC V0N 1B8,8000 Alpine Way,Whistler,BC,V0N 1B8,Province of British Columbia,8000 alpine way whistler bc v0n 1b8,8000,alpine way
2261,Whistler Waldorf School,4896700,Independent School,K-12,Standard School,PO Box 1501 Whistler BC V8E 0E8,PO Box 1501,Whistler,BC,V8E 0E8,Province of British Columbia,whistler bc v8e 0e8,,
2262,White Rock Christian Academy,3696309,Independent School,K-12,Standard School,2265 152 St Surrey BC V4A 4P1,2265 152 St,Surrey,BC,V4A 4P1,Province of British Columbia,2265 152 st surrey bc v4a 4p1,2265,152 st
2263,White Rock Elementary,3636009,Public School,K-7,Standard School,1273 Fir St White Rock BC V4B 5A6,1273 Fir St,White Rock,BC,V4B 5A6,Province of British Columbia,1273 fir st white rock bc v4b 5a6,1273,fir st
2264,Whole School,896220,Independent School,"K, EU",Standard School,PO Box 240 Winlaw BC V0G 2J0,PO Box 240,Winlaw,BC,V0G 2J0,Province of British Columbia,winlaw bc v0g 2j0,,
2265,Whonnock Elementary,4242040,Public School,K-7,Standard School,27471 112 Ave Maple Ridge BC V2W 1P9,27471 112 Ave,Maple Ridge,BC,V2W 1P9,Province of British Columbia,27471 112 ave maple ridge bc v2w 1p9,27471,112 ave
2266,Whytecliff Agile Learning Centre-Burnaby,4196753,Independent School,12-Aug,Standard School,3450 Boundary Rd Burnaby BC V5M 4A5,3450 Boundary Rd,Burnaby,BC,V5M 4A5,Province of British Columbia,3450 boundary rd burnaby bc v5m 4a5,3450,boundary rd
2267,Whytecliff Agile Learning Centre-Langley,3596631,Independent School,12-Aug,Standard School,20561 Logan Ave Langley BC V3A 7R3,20561 Logan Ave,Langley,BC,V3A 7R3,Province of British Columbia,20561 logan ave langley bc v3a 7r3,20561,logan ave
