idx,facility_name,facility_type,longitude,latitude,street_addr,provider
800,Baie des Labyrinthes,Baie,45.488418,-75.562828,,Gatineau
801,Baie Alexandria,Baie,45.405457,-75.880813,,Gatineau
802,Baie Clément,Baie,45.525597,-75.456667,,Gatineau
803,Baie du Fer à Cheval,Baie,45.5289,-75.399554,,Gatineau
804,Petite baie Clément,Baie,45.51643,-75.483303,,Gatineau
805,Marais de Templeton,Autres étendues d'eau,45.483712,-75.59046,,Gatineau
806,Marais des Branchus,Baie,45.532387,-75.404076,,Gatineau
807,Marais aux Genouillettes,Autres étendues d'eau,45.509926,-75.510509,,Gatineau
808,Marais des Laîches,Autres étendues d'eau,45.500679,-75.538197,,Gatineau
809,Marais des Libellules,Autres étendues d'eau,45.533633,-75.37559,,Gatineau
810,École secondaire de l'île,École secondaire,45.435724,-75.723165,255 Rue Saint-Rédempteur,Gatineau
811,Centre de transbordement - Écocentre,Centre de récupération,45.456336,-75.728695,860 Boulevard de la Carrière,Gatineau
812,Centre communautaire Edgar-Chénier,Centre communautaire,45.445993,-75.714537,10 Rue Bériault,Gatineau
813,Centre communautaire Père-Arthur-Guertin,Centre communautaire,45.446018,-75.715915,16 Rue Bériault,Gatineau
814,Parc des Hautes-Plaines,Parc récréatif,45.472641,-75.764355,479 Boulevard des Hautes-Plaines,Gatineau
815,École secondaire Philemon-Wright,École secondaire,45.466431,-75.748705,80 Rue Daniel-Johnson,Gatineau
816,Parc Daniel-Johnson,Parc récréatif,45.466053,-75.746505,54 Rue Tassé,Gatineau
817,Aréna Cholette,Aréna,45.448303,-75.752059,156 Boulevard de la Cité-des-Jeunes,Gatineau
818,Polyvalente le Carrefour,École secondaire,45.473117,-75.698324,50 Chemin de la Savane,Gatineau
819,École de la Montée,École primaire,45.494258,-75.671678,500 Rue Joseph-Demontigny,Gatineau
820,Aréna Baribeau,Aréna,45.49393,-75.646907,231 Rue Magnus Est,Gatineau
821,Polyvalente Nicolas-Gatineau,École secondaire,45.499488,-75.645146,360 Boulevard La Vérendrye Est,Gatineau
822,École Greater Gatineau,École primaire,45.488072,-75.645344,297 Rue Alice,Gatineau
823,École de la Traversée Édifice Lavigne,École primaire,45.487048,-75.62928,257 Rue Luck,Gatineau
824,École de la Traversée Édifice Sainte-Maria-Goretti,École primaire,45.481975,-75.631037,563 Rue Clément,Gatineau
825,Centre communautaire Saint-Gérard,Centre communautaire,45.494607,-75.580651,1259 Boulevard Maloney Est,Gatineau
826,Parc Lakeview,Parc récréatif,45.391282,-75.799799,39 Promenade Crescent,Gatineau
827,Polyvalente de l'Érablière,École secondaire,45.493329,-75.738727,500 Rue de Cannes,Gatineau
828,Bibliothèque de Riviera,Bibliothèque,45.470419,-75.724156,12 Rue de Picardie,Gatineau
829,École le Petit-Prince,École primaire,45.485346,-75.733381,44 Rue de Juan-les-Pins,Gatineau
830,Parc Louis-Philion,Parc récréatif,45.492624,-75.605022,13 Rue du Curé-Labelle,Gatineau
831,C.H.S.L.D. Vigi,C.H.S.L.D.,45.49458,-75.692094,565 Boulevard de l'Hôpital,Gatineau
832,École secondaire du Versant,École secondaire,45.493391,-75.681435,808 Boulevard de la Cité,Gatineau
833,Garderie Petits Trésors,Service de garderie,45.492906,-75.67528,456(B) Montée Paiement,Gatineau
834,Pavillon du Parc (Gatineau),Autres services médicaux et de santé,45.495559,-75.688211,592B boulevard de l'Hopital,Gatineau
835,Témoins de Jéhovah Gatineau,Lieu de culte,45.505374,-75.684555,1316 Boulevard Gréber,Gatineau
836,École des Cépages,École primaire,45.503363,-75.670318,445 Rue Nobert,Gatineau
837,École de l'Envolée,École primaire,45.497066,-75.696233,299 Rue Ernest-Gaboury,Gatineau
838,École du Vallon,École primaire,45.496921,-75.724589,88 Rue de Cannes,Gatineau
839,Commission scolaire des Portages-de-l'Outaouais,Commission scolaire,45.433989,-75.722674,225 Rue Saint-Rédempteur,Gatineau
840,Place de la Maison-du-Citoyen,Autre parc,45.428342,-75.71186,94 Rue Victoria,Gatineau
841,Parc du Carré-Vaudreuil,Parc récréatif,45.428051,-75.717956,54 Rue Vaudreuil,Gatineau
842,Parc Jacques-Cartier Sud,Parc récréatif,45.434114,-75.708459,162 Rue Laurier,Gatineau
843,Corridor du Sentier-de-l'Île,Autre parc,45.434718,-75.718824,Rue Isidore-Ostiguy,Gatineau
844,Parc Saint-Rédempteur,Parc récréatif,45.432726,-75.724052,101 Rue de Carillon,Gatineau
845,Gare Train à vapeur Hull-Wakefield,Autres infrastructure,45.46131,-75.73871,165 Rue Deveault,Gatineau
846,Parc du Lac-Leamy,Parc récréatif,45.453173,-75.718675,100 Promenade du Lac-Leamy,Gatineau
847,Parc des Optimistes,Parc récréatif,45.467562,-75.719719,28 Rue de Turin,Gatineau
848,Parc de Limoges,Parc récréatif,45.467466,-75.721944,28 Rue de Parme,Gatineau
849,Parc Saint-Coeur-de-Marie,Parc récréatif,45.47943,-75.723588,70 Avenue Gatineau,Gatineau
850,Parc de Tellier,Parc récréatif,45.481673,-75.737752,23 Rue de Tellier,Gatineau
851,Parc Saint-Exupéry,Parc récréatif,45.484535,-75.730736,15 Rue de Mougins,Gatineau
852,Parc de Castillou,Parc récréatif,45.488032,-75.740304,40 Rue de Castillou,Gatineau
853,Parc de Canadel,Parc récréatif,45.489118,-75.726124,194 Rue de Canadel,Gatineau
854,Parc de Val-d'Oise,Parc récréatif,45.478651,-75.703921,124 Rue Lachapelle,Gatineau
855,Parc Ernest-Gaboury,Autre parc,45.491136,-75.699418,100 Rue de Morency,Gatineau
856,Quartier Général Police,Police municipale,45.491976,-75.703977,590 Boulevard Gréber,Gatineau
857,Parc Henri-Dunant,Parc récréatif,45.498049,-75.695881,687 Boulevard du Mont-Royal,Gatineau
858,Parc de Candiac,Parc récréatif,45.504002,-75.6396,47 Rue de Candiac,Gatineau
859,Parc Yvette-Debain Est,Parc récréatif,45.39446,-75.831408,15(A) Rue de la Terrasse,Gatineau
860,Commission scolaire des Draveurs,Commission scolaire,45.483183,-75.647515,200 Boulevard Maloney Est,Gatineau
861,Centre des Aînés de Gatineau,"Association civique, sociale et fraternelle",45.482897,-75.648963,196 Rue Notre-Dame,Gatineau
862,Centre communautaire Daniel-Johnson,Centre communautaire,45.465935,-75.746411,54 Rue Tassé,Gatineau
863,Centre communautaire Dupuis,Centre communautaire,45.434877,-75.718734,50 Rue Isidore-Ostiguy,Gatineau
864,Centre communautaire Fontaine,Centre communautaire,45.431764,-75.716416,120 Rue Charlevoix,Gatineau
865,Centre communautaire des Hautes-Plaines,Centre communautaire,45.472556,-75.764608,479 Boulevard des Hautes-Plaines,Gatineau
866,Centre Jules-Desbiens,Centre communautaire,45.427212,-75.718727,109 Rue Wright,Gatineau
867,Centre communautaire Laurent-Groulx,Centre communautaire,45.446025,-75.739467,1 Rue Lévesque,Gatineau
868,Centre communautaire Larocque,Centre communautaire,45.436296,-75.736877,2 Rue Fortier,Gatineau
869,Centre communautaire Saint-Raymond,Centre communautaire,45.446652,-75.743112,99 Boulevard Saint-Raymond,Gatineau
870,Centre communautaire des Trembles,Centre communautaire,45.426571,-75.766854,150 Boulevard des Trembles,Gatineau
871,Centre communautaire Yvon-A.-Grégoire,Centre communautaire,45.428226,-75.73297,70 Boulevard Saint-Joseph,Gatineau
872,Club Friendship,Édifice communautaire,45.487965,-75.646183,300 Rue de l'Abbé-Murray,Gatineau
873,Centre communautaire Saint-Rosaire,Centre communautaire,45.469987,-75.689488,5 Rue Saint-Arthur,Gatineau
874,Centre communautaire Saint-Richard,Centre communautaire,45.487227,-75.66863,315 Rue Migneault,Gatineau
875,Centre communautaire de Limbour,Centre communautaire,45.497769,-75.739041,288 Chemin Lebaudy,Gatineau
876,Édifice Daniel-Lafortune,Centre communautaire,45.466552,-75.699005,448 Rue de Pointe-Gatineau,Gatineau
877,Manège Militaire de Salaberry,Centre militaire,45.424502,-75.732713,188 Boulevard Alexandre-Taché,Gatineau
878,Parc-o-bus Les Promenades,Parc-o-bus,45.474506,-75.697742,1100 Boulevard Maloney Ouest,Gatineau
879,Marché Notre-Dame,Aménagement public,45.481084,-75.642883,330 Rue Notre-Dame,Gatineau
880,Maison de Naissance de L'Outaouais,Autres services médicaux et de santé,45.482887,-75.648568,175 Rue Jean-René-Monette,Gatineau
881,Parc Fontaine,Parc récréatif,45.431089,-75.715766,120 Rue Charlevoix,Gatineau
882,Complexe sportif du Mont-Bleu,Parc récréatif,45.461235,-75.774506,395 Boulevard de la Cité-des-Jeunes,Gatineau
883,Parc Jean-De La Fontaine,Autre parc,45.408818,-75.79848,49(A) Rue Jean-De La Fontaine,Gatineau
884,Parc de la Croisée,Parc récréatif,45.399771,-75.811272,6 Impasse du Cadet,Gatineau
885,Parc de la Conservation,Autre parc,45.382251,-75.835495,14(A) Rue Pine,Gatineau
886,Parc Kent,Parc récréatif,45.389621,-75.826344,13 Rue Walter-Herbert,Gatineau
887,Parc Écologique,Autre parc,45.392907,-75.825793,302 Chemin Fraser,Gatineau
888,Parc Lanthier,Autre parc,45.575918,-75.430773,37 Rue Arcand,Gatineau
889,Parc,Autre parc,45.543087,-75.42829,1 Chemin de Montréal Ouest,Gatineau
890,Parc du Beau-Vallon,Parc récréatif,45.528943,-75.482201,155 Rue des Hauts-Bois,Gatineau
891,Parc Green Valley,Autre parc,45.48563,-75.645046,280 Rue Green Valley,Gatineau
892,Parc Martin-Larouche,Parc récréatif,45.487133,-75.595209,984 Rue Notre-Dame,Gatineau
893,Parc de l'Étrier,Parc récréatif,45.507441,-75.578417,57 Rue des Lipizzans,Gatineau
894,Parc de Blainville,Parc récréatif,45.506879,-75.639671,51 Rue de Blainville,Gatineau
895,Parc Melbourne,Autre parc,45.478177,-75.678414,248 Rue de Melbourne,Gatineau
896,Parc des Portageurs,Parc récréatif,45.421252,-75.729954,425 Boulevard de Lucerne,Gatineau
897,Parc du Marais-de-Touraine,Autre parc,45.493889,-75.735202,36 Rue de Trigance,Gatineau
898,École Eardley,École primaire,45.399248,-75.840442,180 Rue North,Gatineau
899,Collège Nouvelles-Frontières (secondaire),École secondaire,45.443583,-75.748817,250 Rue Gamelin,Gatineau
900,Parc de Champagne,Parc récréatif,45.392333,-75.838408,14 Rue du Barsac,Gatineau
901,Parc Wilfrid-Lavigne,Parc récréatif,45.421739,-75.847298,961 Boulevard Wilfrid-Lavigne,Gatineau
902,Centre des Carrières Western Québec,Centre de formation,45.389528,-75.839318,100 Avenue Frank-Robinson,Gatineau
903,CPE Alakazou (Nobert),Service de garderie,45.503095,-75.669672,425 Rue Nobert,Gatineau
904,CPE Bébéjou (Savane),Service de garderie,45.475159,-75.683451,179 Chemin de la Savane,Gatineau
905,CPE Les Feux Follets,Service de garderie,45.475151,-75.683979,175 Chemin de la Savane,Gatineau
906,CPE Le Bonjour (Smith),Service de garderie,45.474652,-75.686562,65 Rue Smith,Gatineau
907,CPE Le Bonjour (de la Baie),Service de garderie,45.458078,-75.697445,33 Rue de la Baie,Gatineau
908,CPE Les Petits Fripons (des Servantes),Service de garderie,45.545728,-75.417561,42 Rue des Servantes,Gatineau
909,CPE Le Tamanoir,Service de garderie,45.48138,-75.722206,89 Avenue Gatineau,Gatineau
910,CPE La Gatinerie,Service de garderie,45.486895,-75.705361,32 Rue de l'Acadie,Gatineau
911,CPE La Planète des Enfants,Service de garderie,45.495302,-75.743633,171 Chemin Lebaudy,Gatineau
912,CPE L'Île des Enfants,Service de garderie,45.432636,-75.722127,296 Boulevard des Allumettières,Gatineau
913,CPE Les Terrasses,Service de garderie,45.425725,-75.721792,10 Rue Wellington,Gatineau
914,CPE du Portage,Service de garderie,45.42608,-75.715596,150 Promenade du Portage,Gatineau
915,CPE Le Baluchon (Jos-Montferrand),Service de garderie,45.427027,-75.711386,170 Rue de l'Hôtel-de-Ville,Gatineau
916,CPE Aux Trois Pommes (Berri),Service de garderie,45.435486,-75.734987,122 Rue Berri,Gatineau
917,Hôpital de Papineau,Centre hospitalier,45.588533,-75.412008,155 Rue Maclaren Est,Gatineau
918,CPE La Grande Envolée (MacLaren),Service de garderie,45.587959,-75.412048,154 Rue Maclaren Est,Gatineau
919,École du Sacré-Coeur,École primaire,45.52438,-75.488735,420 Rue du Progrès,Gatineau
920,Bibliothèque Jean-Marie-Caron,Bibliothèque,45.524533,-75.488038,430 Rue du Progrès,Gatineau
921,CPE Trois Petits Points (Zamizou),Service de garderie,45.525303,-75.488542,1035 Rue Yvon-Pichette,Gatineau
922,CPE L'Oiseau Bleu,Service de garderie,45.58472,-75.415038,574 Avenue de Buckingham,Gatineau
923,Usine d'épuration des eaux usées (Gatineau),Usine de traitement des eaux,45.479705,-75.6037,858(A) Rue Notre-Dame,Gatineau
924,Domaine Boisé,Résidence pour personnes âgées,45.486968,-75.64059,265 Boulevard Labrosse,Gatineau
925,Aréna Frank-Robinson,Aréna,45.393497,-75.843291,96 Rue du Patrimoine,Gatineau
926,Bibliothèque Lucy-Faris,Bibliothèque,45.397701,-75.834819,181 rue Principale,Gatineau
927,École du Vieux-Verger,École primaire,45.404742,-75.837088,550 Boulevard Wilfrid-Lavigne,Gatineau
928,Centre communautaire Apollo,Centre communautaire,45.487122,-75.671159,520 Rue Carle,Gatineau
929,Parc Jean-Gardy-Bienvenu,Parc récréatif,45.488415,-75.670243,10 Ruelle Jean-Gardy-Bienvenu,Gatineau
930,Parc Maclaren,Autre parc,45.585609,-75.41726,575 Avenue de Buckingham,Gatineau
931,CPE Le Baluchon (Bédard),Service de garderie,45.454152,-75.751604,100 Rue Bédard,Gatineau
932,CPE Le Châtelet,Service de garderie,45.386833,-75.831136,8 Boulevard de Lucerne,Gatineau
933,Garderie Au Clair de Lune,Service de garderie,45.438929,-75.743874,65 Boulevard Moussette,Gatineau
934,Centre régional de réadaptation La Ressource,Autre centre de services sociaux,45.445696,-75.746264,135 Boulevard Saint-Raymond,Gatineau
935,Espace Pierre-Debain,Galerie d'art,45.394447,-75.844036,120 Rue Principale,Gatineau
936,Parc Jules-Verne,Parc récréatif,45.506628,-75.62912,396 Rue Jules-Verne,Gatineau
937,Réservoir Masson-Angers,Réservoir d'eau potable,45.559113,-75.417763,1027 Chemin de Masson,Gatineau
938,Piscine Jack-Eyamie,Piscine,45.542732,-75.414364,40 Rue du Bassin,Gatineau
939,Jeux d'eau Lavictoire,Piscine,45.481014,-75.647335,95 Rue East,Gatineau
940,Pataugeoire Le Coteau,Piscine,45.469618,-75.706442,60 Rue Louis-Riel,Gatineau
941,Pataugeoire Saint-Rosaire,Piscine,45.470567,-75.688964,52 Rue Saint-Rosaire,Gatineau
942,Pataugeoire Moncion,Piscine,45.453214,-75.746004,43 Rue St-Onge,Gatineau
943,Jeux d'eau Saint-Jean-Bosco,Piscine,45.428423,-75.732946,70 Boulevard Saint-Joseph,Gatineau
944,Pataugeoire Saint-Rédempteur,Piscine,45.432827,-75.723942,101 Rue de Carillon,Gatineau
945,Pataugeoire Saint-Jean,Piscine,45.433364,-75.741108,40 Rue Labelle,Gatineau
946,Piscine Bisson,Piscine,45.456802,-75.755572,36(A) Rue Thérien,Gatineau
947,Piscine des Trembles,Piscine,45.425974,-75.769402,180 Boulevard des Trembles,Gatineau
948,Piscine Eugène-Sauvageau,Piscine,45.45535,-75.739193,179 Rue Mutchmore,Gatineau
949,Pataugeoire Fontaine,Piscine,45.431865,-75.715827,120 Rue Charlevoix,Gatineau
950,Piscine Fontaine,Piscine,45.431659,-75.716016,120 Rue Charlevoix,Gatineau
951,Jeux d'eau Larocque,Piscine,45.436516,-75.736892,2 Rue Fortier,Gatineau
952,Parc des Quatre-Saisons,Autre parc,45.43467,-75.787246,14 Rue de l'Automne,Gatineau
953,Corridor Neuville,Autre parc,45.532058,-75.486754,Rue de l'Hermitage,Gatineau
954,Parc Brébeuf,Parc récréatif,45.417746,-75.744693,71 Rue Bourget,Gatineau
955,Parc Saint-Paul,Parc récréatif,45.458614,-75.747805,141 Rue Isabelle,Gatineau
956,Parc Claude-Rioux,Parc récréatif,45.402444,-75.860652,42 Rue Alexis-Rajotte,Gatineau
957,Parc R.-H.-Lalonde,Parc récréatif,45.502373,-75.644733,767 Rue R.-H.-Lalonde,Gatineau
958,Parc Shamal,Autre parc,45.447628,-75.786668,30 Rue du Shamal,Gatineau
959,Parc de la Baie-McLaurin,Réserve faunique,45.493757,-75.559578,Boulevard Hurtubise,Gatineau
960,Parc de la Baie-Clément,Réserve faunique,45.527063,-75.461828,480 Chemin de Montréal Ouest,Gatineau
961,Pavillon du Parc (siège social),Autres services médicaux et de santé,45.436288,-75.731661,124 Rue Lois,Gatineau
962,Pavillon du Parc (Buckingham),Autres services médicaux et de santé,45.583645,-75.414059,610 Avenue de Buckingham,Gatineau
963,Les centres jeunesse de l'Outaouais,Autre centre de services sociaux,45.437772,-75.715176,105 Boulevard Sacré-Coeur,Gatineau
964,Parc-o-bus Angers,Parc-o-bus,45.524761,-75.491572,255 Rue du Progrès,Gatineau
965,Église Saint-Luc,Lieu de culte,45.578584,-75.423386,680 Rue Bergeron,Gatineau
966,Église Saint-Stephen,Lieu de culte,45.590458,-75.426701,45 Chemin Donaldson,Gatineau
967,Église Jean XXIII,Lieu de culte,45.488066,-75.704154,1194 Boulevard Saint-René Ouest,Gatineau
968,Église Notre-Dame-du-Très-Saint-Rosaire,Lieu de culte,45.46991,-75.689534,5 Rue Saint-Arthur,Gatineau
969,Église Saint Aloysius Gonzaga,Lieu de culte,45.488226,-75.646206,300 Rue de l'Abbé-Murray,Gatineau
970,Chevaliers de Colomb Conseil 6006,"Association civique, sociale et fraternelle",45.493227,-75.753213,1 Chemin des Érables,Gatineau
971,Église Saint-Andrew,Lieu de culte,45.482362,-75.647737,144 Rue Jean-René-Monette,Gatineau
972,Cathédrale Saint-Joseph,Lieu de culte,45.435745,-75.733871,245 Boulevard Saint-Joseph,Gatineau
973,Église Saint-Raymond-de-Pennafort (Altitude Gym),Lieu de culte,45.446846,-75.737113,35 Boulevard Saint-Raymond,Gatineau
974,Mission Luthérienne,Lieu de culte,45.495066,-75.676361,523 Montée Paiement,Gatineau
975,Témoins de Jéhovah,Lieu de culte,45.414566,-75.76385,1432 Chemin d'Aylmer,Gatineau
976,La mosquée de l'Outaouais,Lieu de culte,45.428995,-75.732058,4 Rue Lois,Gatineau
977,Messager Chrétien,Lieu de culte,45.487271,-75.717489,185 Avenue Gatineau,Gatineau
978,Église Nouvelle Alliance,Lieu de culte,45.480876,-75.646425,116 Rue East,Gatineau
979,Our Redeemer Lutheran Church,Lieu de culte,45.598807,-75.416538,131 Rue Gorman,Gatineau
980,Église Chrétienne du Plateau,Lieu de culte,45.436408,-75.775096,118 Boulevard du Plateau,Gatineau
981,Église de Jésus Christ des Saints des Derniers Jours,Lieu de culte,45.4803,-75.708713,178 Rue de Sillery,Gatineau
982,Église Saint-Richard,Lieu de culte,45.49138,-75.667608,437 Boulevard Saint-René Ouest,Gatineau
983,Église Baptiste Évangélique de Gatineau,Lieu de culte,45.497447,-75.704794,770 Boulevard Gréber,Gatineau
984,Ruisseau Moreau,Rivière et ruisseau,45.462484,-75.709213,,Gatineau
985,Ruisseau Noueux,Rivière et ruisseau,45.533836,-75.631242,,Gatineau
986,Ruisseau Leamy,Rivière et ruisseau,45.462556,-75.729769,,Gatineau
987,Barrage du Château-d'Eau,Barrage,45.429824,-75.727177,,Gatineau
988,Barrage Dufferin,Barrage,45.58458,-75.417862,,Gatineau
989,Barrage du Hameau-du-Lac,Barrage,45.475339,-75.784459,,Gatineau
990,Barrage de Hull-2,Barrage,45.42202,-75.721356,,Gatineau
991,Barrage du Lac-Pink,Barrage,45.466786,-75.802255,,Gatineau
992,Barrage MacLaren,Barrage,45.589506,-75.422273,,Gatineau
993,Barrage Rhéaume,Barrage,45.55991,-75.422085,,Gatineau
994,Ruisseau de la Brasserie,Rivière et ruisseau,45.437584,-75.725572,,Gatineau
995,Petits rapides des Chaudières,Autres étendues d'eau,45.414382,-75.743006,,Gatineau
996,Chutes des Chaudières,Autres étendues d'eau,45.420159,-75.723174,,Gatineau
997,Cours d'eau Dalton-Bergeron,Rivière et ruisseau,45.50234,-75.601466,,Gatineau
998,Trou du Diable,Autres étendues d'eau,45.421671,-75.726939,,Gatineau
999,Centrale des Rapides-Farmer,Barrage,45.498773,-75.763269,,Gatineau
1000,Monument,Monument et site historique,45.461111,-75.699602,,Gatineau
1001,Monument,Monument et site historique,45.395394,-75.843999,,Gatineau
1002,Monument,Monument et site historique,45.423619,-75.733273,,Gatineau
1003,Monument,Monument et site historique,45.483745,-75.648565,,Gatineau
1004,Monument,Monument et site historique,45.587067,-75.41559,,Gatineau
1005,Réservoir de la Blanche,Autres étendues d'eau,45.541516,-75.626814,,Gatineau
1006,Rivière Blanche,Rivière et ruisseau,45.49666,-75.547987,,Gatineau
1007,Maison Bruyère,Résidence pour personnes âgées,45.397192,-75.848821,57 Rue du Couvent,Gatineau
1008,Résidence Beaufort,Résidence pour personnes âgées,45.549896,-75.418972,85 Rue Joseph-Gosselin,Gatineau
1009,Résidence de la Gappe Phase 4,Résidence pour personnes âgées,45.479719,-75.698161,495 Boulevard de la Gappe,Gatineau
1010,Résidence La Famille II,Résidence pour personnes âgées,45.509557,-75.575008,106 Rue des Frères-Vachon,Gatineau
1011,Résidence L'Essence-ciel,Résidence pour personnes âgées,45.547421,-75.410407,116 Rue Dugal,Gatineau
1012,Stationnement Lauriault,Terrain de stationnement pour automobiles,45.48434,-75.858116,621 Promenade de la Gatineau,Gatineau
1013,Stationnement Mulvihill,Terrain de stationnement pour automobiles,45.483961,-75.856462,620 Promenade de la Gatineau,Gatineau
1014,Stationnement Point de vue lac Pink,Terrain de stationnement pour automobiles,45.466705,-75.807988,500 Promenade de la Gatineau,Gatineau
1015,Stationnement Asticou,Terrain de stationnement pour automobiles,45.450831,-75.765799,,Gatineau
1016,Stationnement Lac des fées,Terrain de stationnement pour automobiles,45.441897,-75.753393,,Gatineau
1017,Stationnement Aire de bienvenue du parc de la Gatineau (3),Terrain de stationnement pour automobiles,45.440485,-75.761506,,Gatineau
1018,Stationnement Maison Charron,Terrain de stationnement pour automobiles,45.434588,-75.707636,,Gatineau
1019,Stationnement Parc Jacques Cartier sud,Terrain de stationnement pour automobiles,45.432932,-75.708048,,Gatineau
1020,Stationnement Chaudiere,Terrain de stationnement pour automobiles,45.401854,-75.779603,,Gatineau
1021,Stationnement Deschenes,Terrain de stationnement pour automobiles,45.387367,-75.799856,,Gatineau
1022,Stationnement Rampe de mise à l'eau Deschenes,Terrain de stationnement pour automobiles,45.384338,-75.800616,,Gatineau
1023,Stationnement Relais plein air (2),Terrain de stationnement pour automobiles,45.46227,-75.773994,,Gatineau
1024,Stationnement Supérieur Mackenzie King (6),Terrain de stationnement pour automobiles,45.484293,-75.845899,,Gatineau
1025,Stationnement Inférieur Mackenzie King,Terrain de stationnement pour automobiles,45.480194,-75.847904,600 Promenade de la Gatineau,Gatineau
1026,Stationnement Sentier Lac Pink,Terrain de stationnement pour automobiles,45.468803,-75.812159,510 Promenade de la Gatineau,Gatineau
1027,Stationnement Hickory,Terrain de stationnement pour automobiles,45.453332,-75.783913,401 Promenade de la Gatineau,Gatineau
1028,Stationnement Plage du Lac-Leamy,Terrain de stationnement pour automobiles,45.451554,-75.718374,100 Promenade du Lac-Leamy,Gatineau
1029,Stationnement Maison du vélo,Terrain de stationnement pour automobiles,45.441696,-75.707824,,Gatineau
1030,Stationnement Parc Jacques Cartier nord,Terrain de stationnement pour automobiles,45.440346,-75.705694,,Gatineau
1031,Stationnement Bâtiment Fontaine,Terrain de stationnement pour automobiles,45.435993,-75.708063,,Gatineau
1032,Stationnement Champlain,Terrain de stationnement pour automobiles,45.411345,-75.766172,,Gatineau
1033,Pataugeoire Front,Piscine,45.405471,-75.85752,175 Rue Front,Gatineau
1034,Jeux d'eau Claude-Rioux,Piscine,45.402342,-75.86038,42 Rue Alexis-Rajotte,Gatineau
1035,Jeux d'eau d'Arcy-McGee-Symmes,Piscine,45.422406,-75.802876,100 Rue de la Boussole,Gatineau
1036,Jeux d'eau Renard,Piscine,45.41327,-75.856102,35 Rue du Renard,Gatineau
1037,Jeux d'eau Émile-Zola,Piscine,45.409681,-75.795411,15 Rue Émile-Zola,Gatineau
1038,Jeux d'eau Jardins-Lavignes,Piscine,45.417345,-75.839603,250 Avenue du Bois-Franc,Gatineau
1039,Jeux d'eau Kenneth-Llyod,Piscine,45.383729,-75.807704,26 Rue Arthur-Whelan,Gatineau
1040,Jeux d'eau Louis-Roy,Piscine,45.384188,-75.831254,5 Rue Louis-Roy,Gatineau
1041,Jeux d'eau Robert-Stewart,Piscine,45.398377,-75.800038,56 Rue Lynn,Gatineau
1042,Jeux d'eau Lions,Piscine,45.579491,-75.423766,674 Rue Bergeron,Gatineau
1043,Jeux d'eau Joseph,Piscine,45.591371,-75.411768,181 Rue Joseph,Gatineau
1044,Jeux d'eau Vignobles,Piscine,45.504182,-75.671222,449 Rue Nobert,Gatineau
1045,Jeux d'eau Édouard-Mercier,Piscine,45.486254,-75.670059,555 Rue Gouin,Gatineau
1046,Jeux d'eau Joseph-H-Maloney,Piscine,45.505,-75.634909,Rue Davidson Est,Gatineau
1047,Jeux d'eau Laflèche,Piscine,45.476913,-75.684954,181 Rue de Lausanne,Gatineau
1048,Jeux d'eau Marcel-Gladu,Piscine,45.484323,-75.710091,81 Rue de Bourassa,Gatineau
1049,Jeux d'eau Racicot,Piscine,45.480003,-75.631713,77 Rue Sabourin,Gatineau
1050,Jeux d'eau Raymond-Madore,Piscine,45.505645,-75.606776,160 Rue des Fleurs,Gatineau
1051,Jeux d'eau René-Lévesque,Piscine,45.497628,-75.738068,288 Chemin Lebaudy,Gatineau
1052,Jeux d'eau Riviera,Piscine,45.474476,-75.724203,22 Rue d'Auvergne,Gatineau
1053,Jeux d'eau Saint-René,Piscine,45.491243,-75.646957,238 Boulevard Saint-René Est,Gatineau
1054,Jeux d'eau Bisson,Piscine,45.455995,-75.756073,36(A) Rue Thérien,Gatineau
1055,Jeux d'eau Daniel-Johnson,Piscine,45.46613,-75.746528,54 Rue Tassé,Gatineau
1056,Jeux d'eau Hautes-Plaines,Piscine,45.472726,-75.764964,479 Boulevard des Hautes-Plaines,Gatineau
1057,Jeux d'eau Trembles,Piscine,45.426401,-75.767698,150 Boulevard des Trembles,Gatineau
1058,Jeux d'eau Desjardins,Piscine,45.444526,-75.717286,1 Rue Goyette,Gatineau
1059,Jeux d'eau Gabbro,Piscine,45.480089,-75.79103,79 Rue du Gabbro,Gatineau
1060,Jeux d'eau Plateau,Piscine,45.439368,-75.7828,155 Rue de l'Atmosphère,Gatineau
1061,Jeux d'eau Dupuis,Piscine,45.435083,-75.718571,50 Rue Isidore-Ostiguy,Gatineau
1062,École des Cavaliers,École primaire,45.399485,-75.800315,120 Rue Nancy-Elliott,Gatineau
1063,Jeux d'eau Jean-Dallaire,Piscine,45.426608,-75.727273,33 Rue Hanson,Gatineau
1064,Jeux d'eau Larocque,Piscine,45.436594,-75.736915,2 Rue Fortier,Gatineau
1065,Jeux d'eau Laurent-Groulx,Piscine,45.445865,-75.739947,1 Rue Lévesque,Gatineau
1066,Jeux d'eau Central,Piscine,45.433958,-75.80098,205 Rue de Bruxelles,Gatineau
1067,Jeux d'eau l'Érablière,Piscine,45.559248,-75.438469,185 Rue des Samares,Gatineau
1068,Jeux d'eau Gilles-Maisonneuve,Piscine,45.526364,-75.488669,1100 Rue Yvon-Pichette,Gatineau
1069,Jeux d'eau Marc-Gosselin,Piscine,45.536631,-75.483314,1109 Rue de Neuville,Gatineau
1070,Monument place du Portugal,Monument et site historique,45.430111,-75.72603,14 Rue Papineau,Gatineau
