idx1,idx2,Name_1,Name_2,Name_DL,Name_CS,Name_Q,Addr_DL,Addr_CS,StrNum_Match,StrName_DL,StrName_CS,PC_Match,Distance
1976,1970,Elmwood School,Delwood School,0.7857142857142857,0.8235294117647058,0.8,0.5588235294117647,0.48719876576469007,0,0.09999999999999998,0.0,0,13.21743183872879
1983,1950,Sherwood School,Norwood School,0.8,0.8134892168199607,0.75,0.7333333333333334,0.6296001877353568,0,0.33333333333333337,0.1259881576697424,0,7.040984186949278
1694,778,Aurora School,Aurora School,1.0,1.0,1.0,1.0,1.0,0,1.0,0.9999999999999999,1,0.0
2105,1981,Meadowlark Christian School,Meadowlark School,0.6296296296296297,0.8176298175326769,0.6428571428571429,0.7333333333333334,0.6473388749701496,0,0.6666666666666667,0.5714285714285714,0,1.2494651732356994
2002,1968,Sifton School,Afton School,0.8461538461538461,0.8320502943378437,0.7857142857142857,0.6333333333333333,0.7027027027027029,0,0.5,0.4629100498862757,0,15.340871982228139
2114,2111,Edmonton Menorah Academy,Edmonton Academy,0.6666666666666667,0.838870492807861,0.68,0.4418604651162791,0.46625240412015684,0,0.3076923076923077,0.24174688920761409,0,11.368747766463978
2142,2183,St Elizabeth,St Elizabeth Seton,0.6666666666666667,0.8674723979493605,0.6842105263157895,0.7,0.6667366910003156,0,0.6666666666666667,0.4629100498862757,0,14.702016237867685
2063,1912,Westglen School,Eastglen School,0.8666666666666667,0.8125,0.8125,0.6774193548387097,0.6212607441973956,0,0.5,0.4629100498862757,0,6.530840552953499
2037,1977,Allendale School,Glendale School,0.875,0.8743856497851876,0.8235294117647058,0.6666666666666667,0.5590653920196746,0,0.6666666666666667,0.5714285714285714,0,7.352380980187035
2047,1008,Killarney School,Killarney School Program,0.6666666666666667,0.824621125123532,0.68,0.6363636363636364,0.5930216194611504,0,0.375,0.4082482904638631,0,2.793479580404601
2097,2111,Edmonton Islamic Academy,Edmonton Academy,0.6666666666666667,0.838870492807861,0.68,0.41860465116279066,0.4423258684646914,0,0.07692307692307687,0.10101525445522107,0,17.119595523746334
2098,367,Edmonton Christian High School,Edmonton Christian Northeast School,0.7714285714285715,0.8178746352094061,0.7222222222222222,0.7096774193548387,0.640056896475198,0,0.8333333333333334,0.7142857142857142,0,11.567917876204762
2098,368,Edmonton Christian High School,Edmonton Christian West School,0.8666666666666667,0.8687219087128831,0.8387096774193549,0.6,0.5757201004700228,0,0.09999999999999998,0.0,0,0.1611422262158552
18759,18751,Reeves College Edmonton North,Reeves College Edmonton South,0.9310344827586207,0.8749999999999998,0.8666666666666667,0.4691358024691358,0.6815064623325726,0,0.4285714285714286,0.40089186286863654,0,13.911794155342301
18768,2118,Northern Alberta Institute of Technology,Northern Alberta Institute of Technology,1.0,1.0,1.0,0.5531914893617021,0.6236095644623235,0,0.75,0.7559289460184544,0,0.040296344854054186
18577,18576,Academy of Learning (Edmonton South),Academy of Learning Edmonton West,0.8333333333333334,0.8006407690254356,0.7567567567567568,0.7045454545454546,0.710311395183256,0,0.6,0.5000000000000001,0,14.283642017508813
18583,18576,Academy of Learning Edmonton Downtown,Academy of Learning Edmonton West,0.8108108108108107,0.8013876853447538,0.7631578947368421,0.6888888888888889,0.5996669441874926,0,0.16666666666666663,0.0,0,10.189275667938366
18596,18595,CDI College of Business Technology and Health Care Edmonton North,CDI College of Business Technology and Health Care Edmonton City Centre,0.8591549295774648,0.9029151299664873,0.8333333333333334,0.5138888888888888,0.6344834605599986,0,0.19047619047619047,0.20100756305184242,0,6.480492015387417
18607,18596,CDI College of Bus Tech and Health Edmonton South,CDI College of Business Technology and Health Care Edmonton North,0.7230769230769231,0.8175541433236976,0.6818181818181818,0.6388888888888888,0.7778257931976327,0,0.33333333333333337,0.49746833816309105,0,0.010202354882043279
18619,18595,CDI College of Business Tech and Health Care Edmonton West,CDI College of Business Technology and Health Care Edmonton City Centre,0.7887323943661972,0.8559340126393489,0.7361111111111112,0.5272727272727273,0.5106511407263777,0,0.11111111111111116,0.0,0,8.147904016269703
18619,18596,CDI College of Business Tech and Health Care Edmonton West,CDI College of Business Technology and Health Care Edmonton North,0.8461538461538461,0.8811462913119249,0.8181818181818182,0.45833333333333337,0.588881812963291,0,0.1428571428571429,0.19564639521780736,0,10.528957214330921
18619,18607,CDI College of Business Tech and Health Care Edmonton West,CDI College of Bus Tech and Health Edmonton South,0.7586206896551724,0.8323974712567681,0.7457627118644068,0.4558823529411765,0.519445314727137,0,0.05555555555555558,0.0,0,10.534192111659154
18620,2116,Solomon College Ltd,Solomon College,0.7894736842105263,0.9045340337332909,0.8,0.5777777777777777,0.6719840027857805,0,1.0,0.9999999999999999,0,0.03447676065950985
18644,18595,CLI College of Business Health and Technology Edmonton North,CDI College of Business Technology and Health Care Edmonton City Centre,0.5915492957746479,0.8108848540793832,0.7361111111111112,0.5576923076923077,0.6683696911992187,0,0.2666666666666667,0.3563483225498992,0,3.3987439003842277
