BRIDGE_NO,BRIDGE_NAME,LOCATION,LENGTH_BRIDGE,WIDTH_CLEAR,WIDTH_OUT_TO_OUT,POSTED_CLEARANCE,POSTED_LOAD,IN_SERVICE_DATE,multipolygon
386.402,,LRT/9-12 Avenue Tunnel,1509,7.23999977,10.43999958,,,1980/07/01,"MULTIPOLYGON (((-114.055310781444 51.044781332311, -114.055307051801 51.044790506301, -114.055131410565 51.044737654134, -114.057106240216 51.042835852444, -114.057153663469 51.042781417083, -114.05721744505 51.042705619473, -114.057279192127 51.042629154887, -114.057338887623 51.042552044912, -114.057396514461 51.042474312932, -114.057452054137 51.042395979636, -114.057505493855 51.042317067508, -114.057556817964 51.042237599033, -114.057606010815 51.042157596695, -114.057653058188 51.042077083877, -114.05769794871 51.041996082164, -114.057740668163 51.041914615836, -114.057781203749 51.041832706478, -114.057819546954 51.041750379267, -114.057855683557 51.041667656688, -114.057889603615 51.041584561221, -114.057921300041 51.041501118043, -114.057950762892 51.041417349635, -114.05797798223 51.041333280277, -114.058002950964 51.041248934244, -114.058025663434 51.041164334916, -114.058026029535 51.041162898174, -114.058027797542 51.041155908672, -114.058218641931 51.041165439078, -114.058214139869 51.04119021075, -114.058198296529 51.041269091917, -114.058180188469 51.041347779131, -114.058159824203 51.041426247215, -114.058137209391 51.041504470095, -114.058112352544 51.041582420797, -114.058085260751 51.041660075941, -114.058055942524 51.041737409453, -114.058024407804 51.041814395254, -114.057990666529 51.041891008168, -114.057954731493 51.041967223015, -114.057916612637 51.042043016414, -114.057876324179 51.042118361387, -114.057833877486 51.042193233653, -114.057789286781 51.042267609831, -114.057742567709 51.042341464739, -114.057693734491 51.042414774095, -114.057642802775 51.042487514515, -114.057589792488 51.042559660816, -114.057534716426 51.042631190513, -114.057477595945 51.042702080221, -114.057418448118 51.042772305655, -114.057357292877 51.042841845228, -114.057317428757 51.042885633117, -114.056700615529 51.0434674126, -114.055310781444 51.044781332311)))"
385.136D,,134 Panatella cre,9.14000034,2.6500001,2.96000004,,,2010/07/01,"MULTIPOLYGON (((-114.078417372518 51.167518725854, -114.078295612671 51.167518807405, -114.078290929929 51.167518810539, -114.078293222164 51.167489365548, -114.07841966717 51.167490753346, -114.078417372518 51.167518725854)))"
381.114,,John Laurie Bv/Huron Ave,124.20999908,1.83000004,1.83000004,4.8 M,,1968/07/01,"MULTIPOLYGON (((-114.086759451917 51.093285581672, -114.086785186088 51.093264024247, -114.087249480868 51.093483804913, -114.087224260869 51.093503927306, -114.086759451917 51.093285581672)))"
382.157,,Crowchild Tr/Glenmore Tr,50,17,23.79999924,5.3 M,,1981/07/01,"MULTIPOLYGON (((-114.118206734491 51.000634956879, -114.118204396546 51.000634959245, -114.117855741309 51.000563001053, -114.117819199442 50.99998603082, -114.1181608337 51.000057996227, -114.118206734491 51.000634956879)))"
381.712,,14 St/79 Ave NW,35.97000122,4.34000015,4.34000015,,,1980/07/01,"MULTIPOLYGON (((-114.094703262828 51.123660567275, -114.094436200514 51.123775449347, -114.09428431728 51.123649900693, -114.094542735698 51.123528134515, -114.0947093854 51.123665484131, -114.094703262828 51.123660567275)))"
382.132,,Memorial Dr WB/Deerfoot Tr,,,,SB 5.3 M,,1974/07/01,"MULTIPOLYGON (((-114.0184088332 51.04915653079, -114.018356450083 51.049163062873, -114.018348806041 51.049164034963, -114.018337468326 51.04916546521, -114.018326116348 51.049166896357, -114.018314764369 51.049168327503, -114.018303428078 51.049169758645, -114.018292076094 51.0491711799, -114.01828072411 51.049172602053, -114.018269372121 51.049174014316, -114.01826042316 51.049175128642, -114.018258020132 51.049175427477, -114.018251846422 51.049176206951, -114.018250531531 51.049176372568, -114.018239195239 51.049177811794, -114.018227843255 51.049179242932, -114.018216491271 51.049180674068, -114.018205139281 51.049182095314, -114.018193787288 51.049183508469, -114.018182435287 51.049184903643, -114.018171069017 51.049186280839, -114.018159702739 51.049187640054, -114.018148322187 51.049188971402, -114.018136941621 51.049190267689, -114.018134929341 51.049190493643, -114.018125546784 51.049191545099, -114.018114151934 51.049192787447, -114.01810493907 51.049193777745, -114.018093531368 51.049194983236, -114.018082106541 51.049196162658, -114.018070684552 51.049197306119, -114.018059246868 51.049198431603, -114.018047809168 51.049199520228, -114.018036355769 51.049200582783, -114.018026076081 51.049201512109, -114.018026016183 51.049201517512, -114.018024905212 51.049201618368, -114.018013438955 51.049202626086, -114.018001972688 51.049203607733, -114.017990492148 51.049204561512, -114.017979011597 51.049205489221, -114.017967531035 51.049206389959, -114.017961360048 51.049206858373, -114.017956036199 51.04920726283, -114.017944541354 51.049208109629, -114.017943240698 51.049208211413, -114.017941090054 51.049208379851, -114.017929595221 51.049209261709, -114.01791811464 51.049210117493, -114.01790660552 51.049210937322, -114.017895110655 51.049211739168, -114.017883601518 51.049212514046, -114.017872092369 51.049213261055, -114.017865104158 51.049213703519, -114.017860568951 51.049213990984, -114.017849061207 51.049214684052, -114.017837537771 51.04921536903, -114.017825998633 51.049216018051, -114.017814475176 51.049216649089, -114.017802938873 51.049217252259, -114.017791401136 51.049217838348, -114.017779863392 51.049218406457, -114.017768325637 51.049218946696, -114.017763476655 51.049219208135, -114.017751938917 51.04921979422, -114.017740401175 51.049220370415, -114.017730048577 51.049220871815, -114.017728864853 51.049220929529, -114.017717312831 51.049221461674, -114.017705773635 51.049221965948, -114.017694221596 51.049222453143, -114.017682669546 51.049222913367, -114.017671118912 51.049223345722, -114.017659566845 51.049223760995, -114.017648000502 51.049224140311, -114.017636448411 51.049224491755, -114.01762488062 51.049224816231, -114.017613315672 51.049225114635, -114.017601763546 51.049225376178, -114.017591195481 51.049225591725, -114.017591095648 51.049225593538, -114.017590195722 51.049225611653, -114.017581883878 51.049225754941, -114.017581766931 51.049225756757, -114.01757862931 51.049225811167, -114.017573261108 51.049225858721, -114.017572482406 51.049225866029, -114.017560915942 51.049225929797, -114.017549349462 51.049225948615, -114.017537768709 51.049225941363, -114.017526202205 51.04922589725, -114.017514621432 51.049225836058, -114.017503053492 51.049225764974, -114.017491472716 51.04922569479, -114.017479907631 51.049225633592, -114.017468326862 51.049225580486, -114.017456758935 51.049225545357, -114.017445178183 51.049225538096, -114.017433611709 51.049225575781, -114.017422045253 51.049225657514, -114.017410464551 51.049225785096, -114.017398898138 51.049225983693, -114.017397486209 51.049226010872, -114.017356471514 51.049084777582, -114.017361514541 51.049084769641, -114.01737307955 51.049084722974, -114.017384660233 51.049084640345, -114.017396228071 51.049084530747, -114.017407808731 51.049084386086, -114.017419389378 51.049084205465, -114.017430955745 51.049083978998, -114.017442522102 51.04908372556, -114.017454104127 51.049083419079, -114.017465656188 51.049083076643, -114.017477221071 51.049082697346, -114.017488773099 51.04908226501, -114.017500326538 51.049081795815, -114.017511864269 51.049081273582, -114.017521947286 51.049080769545, -114.017523401979 51.04908069651, -114.01752875011 51.049080418825, -114.017529135175 51.04908039899, -114.017536879272 51.049080005876, -114.017540658619 51.049079812929, -114.017552167781 51.049079174728, -114.017563691187 51.049078489778, -114.017575200311 51.04907775089, -114.017586695159 51.049076976944, -114.017598189985 51.049076148159, -114.017609671962 51.049075284315, -114.017621166757 51.04907437462, -114.017632633015 51.04907342897, -114.01764411352 51.049072448256, -114.017655565487 51.049071431587, -114.017662328272 51.049070810274, -114.017667031702 51.049070378056, -114.017678483643 51.049069297557, -114.017689935575 51.049068190987, -114.01770137323 51.04906704756, -114.017712810874 51.049065878062, -114.017724232822 51.049064688788, -114.017735657616 51.04906348333, -114.017747079546 51.049062250004, -114.017758488633 51.049060998699, -114.017769897712 51.049059730313, -114.017781306784 51.049058443047, -114.01779270159 51.049057147691, -114.017793286306 51.049057084674, -114.017804723952 51.049055932247, -114.017814522959 51.049054936491, -114.017816147332 51.049054770832, -114.017827570702 51.049053582446, -114.017838994064 51.049052376979, -114.017850403152 51.049051143645, -114.017861812237 51.04904990132, -114.017873207046 51.049048623936, -114.017879454932 51.049047908297, -114.017884601843 51.049047318682, -114.017895982371 51.049045996349, -114.017897891959 51.049045767718, -114.017907362884 51.049044636259, -114.017918729125 51.049043250998, -114.017930081093 51.049041838769, -114.017941418783 51.049040389683, -114.017952756459 51.049038904637, -114.0179640656 51.049037392626, -114.017970697054 51.049036480048, -114.017975374723 51.049035835665, -114.01798666957 51.049034243644, -114.017997934451 51.04903261477, -114.018008560422 51.04903104982, -114.018019839567 51.049029429931, -114.01803112155 51.049027774081, -114.018042372142 51.049026082276, -114.018053625572 51.04902435541, -114.01806484761 51.04902259169, -114.018075670321 51.049020848707, -114.018076072483 51.049020783918, -114.018087265968 51.049018948283, -114.018098462283 51.049017058707, -114.018109627211 51.049015142166, -114.018120779281 51.049013172586, -114.018131902816 51.049011175142, -114.018143013493 51.049009124659, -114.01815410704 51.04900703732, -114.018165173471 51.049004905035, -114.01817621136 51.049002727806, -114.018182143865 51.049001549229, -114.018191875439 51.048999578066, -114.018193153207 51.048999318963, -114.018201495764 51.048997591636, -114.018204148269 51.04899704285, -114.018215114788 51.048994722691, -114.01822606703 51.048992365675, -114.018237004998 51.048989981691, -114.018247928696 51.04898757973, -114.018258852386 51.048985160686, -114.018269761809 51.048982731755, -114.018280685497 51.04898031271, -114.018290425546 51.048978153652, -114.018347761721 51.048964628611, -114.018348651582 51.048964419011, -114.018349364537 51.04896405931, -114.0184088332 51.04915653079)))"
385.121,,Scenic Acres Coulee(13 Scenic Glen Gt),22,2.4000001,2.4000001,,,1990/07/01,"MULTIPOLYGON (((-114.214800190046 51.114394206296, -114.214633797672 51.114421858292, -114.214548485737 51.114389931722, -114.214564415752 51.114372615419, -114.214504143962 51.114350710366, -114.214522379954 51.114331726756, -114.214643520704 51.114374645742, -114.214711447606 51.114362304125, -114.214723741835 51.114383307417, -114.214789815413 51.114371689227, -114.21478992996 51.114371751944, -114.214800190046 51.114394206296)))"
382.165A,,Deerfoot Tr/Anderson Rd#5A,,,,EB 5.8 M,,1982/07/01,"MULTIPOLYGON (((-114.026824096854 50.949967089032, -114.026541458213 50.950149003587, -114.026399713139 50.949489827582, -114.026666971285 50.949387476408, -114.02682409592 50.94996546546, -114.026824096854 50.949967089032)))"
383.503,,Glenmore Tr WB/WHC SE,34.02000046,8.53999996,11.27999973,,,1970/07/01,"MULTIPOLYGON (((-113.993678017554 50.979617335737, -113.993119786074 50.979617304194, -113.99311392409 50.979524567419, -113.993672154458 50.97952459899, -113.993678017554 50.979617335737)))"
383.417B,,96 Ave NE EB / Nose Creek,75,13.69999981,14.65999985,,,2013/07/01,"MULTIPOLYGON (((-114.04160345754 51.142032927565, -114.041546643166 51.142164263992, -114.04036354567 51.141961735713, -114.04041403817 51.14183040294, -114.04160345754 51.142032927565)))"
383.405,Laycock,6 St/Nose Creek NE (Laycock),25.37999916,3.66000009,6.71000004,,5 Tonnes,1975/07/01,"MULTIPOLYGON (((-114.049835954135 51.107335961657, -114.049821069576 51.107349981945, -114.049791040802 51.107378268042, -114.049782146287 51.107386646575, -114.049699546783 51.107350432797, -114.049638151559 51.107323516034, -114.04948509098 51.10725641034, -114.04948170895 51.107254550017, -114.049482586365 51.107253803506, -114.049488795311 51.107248514073, -114.049531346244 51.107212267819, -114.049537986039 51.107206612323, -114.049539301823 51.107207183506, -114.049608644127 51.107237285575, -114.049735756916 51.107292465707, -114.049835954135 51.107335961657)))"
382.137,,Peigan Tr EB/Deerfoot Tr,,,,SB  5.6 M,,1980/07/01,"MULTIPOLYGON (((-114.004543964585 51.01721860349, -114.004549382588 51.01722624279, -114.004548850997 51.01722640193, -114.004479972156 51.017247001066, -114.004410223894 51.017267859099, -114.004337099631 51.017170879238, -114.004307664088 51.017134355767, -114.0042958762 51.017119728038, -114.004255247241 51.017069315761, -114.004250435173 51.017063344028, -114.004201217584 51.017008510872, -114.00415886746 51.016961330446, -114.004129090539 51.016929301829, -114.004114398078 51.01691349922, -114.00404080337 51.016834341415, -114.004033063775 51.01682601715, -114.003907861194 51.016695010697, -114.003787905788 51.016567858753, -114.00375812401 51.016539993205, -114.003698081659 51.016483813511, -114.003702459735 51.016482223081, -114.00377088423 51.016457362362, -114.003836599439 51.016433486073, -114.003870574816 51.016469711955, -114.003992351831 51.016599558889, -114.004100243887 51.01671459912, -114.004175345032 51.01679467649, -114.004188630649 51.016808842104, -114.004262151388 51.016887232091, -114.00430902685 51.016937213527, -114.004345008436 51.016975578761, -114.004368709222 51.017000849037, -114.004392246117 51.017025944013, -114.004417218876 51.017057866665, -114.004468124902 51.017119724276, -114.004472053255 51.017124497696, -114.004500521218 51.017161218039, -114.004532763677 51.017202807091, -114.004536226009 51.017207690203, -114.004541482938 51.017215103867, -114.004543964585 51.01721860349)))"
382.162,,Deerfoot Tr/Anderson Rd#2,,,,5.8 M,,1982/07/01,"MULTIPOLYGON (((-114.026544319058 50.953897396753, -114.026547224856 50.953898945048, -114.02654555404 50.953901645985, -114.026528879999 50.953928615799, -114.026508401984 50.953961432589, -114.026508117634 50.953961972046, -114.026488351027 50.953994429974, -114.026476019008 50.954013261161, -114.026475349221 50.954014282563, -114.026473277294 50.954017447468, -114.026472850666 50.954018076856, -114.026470429338 50.954022522897, -114.026470116541 50.954023097421, -114.026460906109 50.954040014854, -114.026440570326 50.954072832498, -114.02644042815 50.954073102226, -114.026438721832 50.954075967685, -114.026420518258 50.954106549061, -114.026398617768 50.954141074228, -114.026386246919 50.954161843631, -114.026385820339 50.954162562917, -114.026375674502 50.954179047243, -114.026372594489 50.954184051702, -114.026357708755 50.954207500651, -114.026355813198 50.954210485717, -114.02635361182 50.954213803477, -114.026333264704 50.954244465332, -114.026320652266 50.954263470969, -114.026319008339 50.954265946252, -114.026316566625 50.954269627256, -114.026316134311 50.954270277321, -114.026315992185 50.954270636948, -114.026183300454 50.954190293706, -114.026152595695 50.95417231994, -114.026146022208 50.954168471948, -114.02614532172 50.954168062166, -114.026132331364 50.954160457842, -114.026092040421 50.954136732685, -114.026085206424 50.954132778667, -114.026038935965 50.954105908371, -114.026030141461 50.954100794195, -114.026023911133 50.954097170866, -114.025997363908 50.954081733973, -114.025880620462 50.954015500936, -114.025881047048 50.954014781651, -114.025882208818 50.954012884531, -114.025895869913 50.953990572232, -114.025914850666 50.953959571837, -114.025916884112 50.953956249627, -114.025918754099 50.953953318514, -114.025935229871 50.953927477959, -114.025940703066 50.953918465294, -114.025947460305 50.953907338825, -114.02594774466 50.953906799369, -114.025960542772 50.953886299613, -114.02596921824 50.953872003785, -114.025977198501 50.953859109632, -114.025988416647 50.95384098445, -114.02598941204 50.953839366051, -114.026007898781 50.95380834777, -114.026017417607 50.953792945996, -114.026018100164 50.953791841888, -114.026021124743 50.953786948925, -114.026023071454 50.953783803833, -114.02602408107 50.953782172845, -114.026034207093 50.953765819805, -114.026054258675 50.953733541687, -114.026054400902 50.953733361857, -114.026074594531 50.953700634209, -114.026090806137 50.953673571068, -114.026091421851 50.953672564065, -114.026093223488 50.953669614983, -114.026220496233 50.953731619309, -114.026256433981 50.953749353651, -114.026262958672 50.953752572357, -114.026307908307 50.953774753745, -114.026329404362 50.953785356953, -114.026362863873 50.953802396904, -114.026366989722 50.953804497805, -114.026370020755 50.95380604248, -114.026435608716 50.953839454702, -114.026544077027 50.953897268253, -114.026544319058 50.953897396753)))"
