BRIDGE_NO,BRIDGE_NAME,LOCATION,LENGTH_BRIDGE,WIDTH_CLEAR,WIDTH_OUT_TO_OUT,POSTED_CLEARANCE,POSTED_LOAD,IN_SERVICE_DATE,multipolygon
383.101,,85 St/Bow River NW,131.1000061,8,11.77000046,,No Trucks,1961/07/01,"MULTIPOLYGON (((-114.210233172684 51.0993786816, -114.21007229667 51.099359658252, -114.21040122879 51.098132807677, -114.210560342634 51.098148254963, -114.210233172684 51.0993786816)))"
383.303,,NB Macleod Tr Ramp/Fish Creek,69,8.75,9.75,,,1996/07/01,"MULTIPOLYGON (((-114.068871433777 50.929531440727, -114.068870526726 50.929530835342, -114.068867132053 50.929528570987, -114.068819108282 50.929496533178, -114.068781124752 50.929471193215, -114.068776515469 50.929468117783, -114.068785505327 50.929462910925, -114.068861732132 50.929418757892, -114.068910106231 50.929386584125, -114.068948842723 50.92935833653, -114.068963960576 50.929347199889, -114.06897969939 50.929335605293, -114.068981366203 50.929334377185, -114.069012558217 50.929307571512, -114.069053070536 50.929268224784, -114.069059374679 50.929262117804, -114.069096752053 50.929225912193, -114.069139861989 50.929182878933, -114.069181704846 50.929139204527, -114.069209086535 50.929100519089, -114.069216447436 50.929092404027, -114.069238129638 50.929064676169, -114.069248760596 50.929051560774, -114.069254383486 50.929044623519, -114.069259241038 50.929038631558, -114.069277259146 50.929012111414, -114.0692773727 50.929011945033, -114.069283199256 50.929004221937, -114.069300893296 50.928980771138, -114.069307974978 50.928970493262, -114.069318043201 50.928955883171, -114.069324909121 50.928945920069, -114.069324997353 50.92894594429, -114.069330715376 50.928947517726, -114.069378070529 50.928960551047, -114.069428189376 50.928974345051, -114.069436061984 50.928976511434, -114.069432817111 50.928981219583, -114.069404058943 50.929022951675, -114.069397651513 50.929032249255, -114.069390348405 50.929042848208, -114.069378268329 50.929061007819, -114.069372383701 50.929069851096, -114.069361693156 50.929085922422, -114.069328219211 50.929126712455, -114.069294998495 50.929170427646, -114.069262856139 50.929208493826, -114.069215890297 50.929259518753, -114.069209601478 50.929266352117, -114.06916116554 50.929316077052, -114.069147409517 50.929329409148, -114.069121350606 50.929354662857, -114.069081965636 50.929384891371, -114.069079064122 50.929387118091, -114.069043052905 50.929416086907, -114.069000005846 50.929447018771, -114.068989437074 50.929454198966, -114.068958606146 50.929475145693, -114.068906111192 50.92950848071, -114.068871433777 50.929531440727)))"
381.619A,,Harvest Hills Blvd/W Nose Cr-A (Nose Cr Confl Pk),13.60000038,3,3,,,1996/07/01,"MULTIPOLYGON (((-114.048048904142 51.130159580139, -114.048003466341 51.130157136546, -114.048020450991 51.130032116576, -114.048065888671 51.130034561062, -114.048048904142 51.130159580139)))"
382.135,,17 Ave EB/Deerfoot Tr SE,,,,NB 5.0 M,,1978/07/01,"MULTIPOLYGON (((-114.005449221975 51.037047421961, -114.00410824499 51.037066701361, -114.004085206183 51.0370472133, -114.00408323697 51.03704554667, -114.004080181196 51.037042960427, -114.003981755743 51.036968951251, -114.003868280108 51.036883623503, -114.003861682418 51.036878662281, -114.003872080938 51.036878697896, -114.004053675059 51.036879315626, -114.004063844022 51.036879350333, -114.004147963246 51.036879635949, -114.004223724302 51.036879893938, -114.004238619866 51.03687994464, -114.004390170498 51.036880459552, -114.004541416007 51.03688097338, -114.004555480317 51.036881021377, -114.004587866441 51.036881130684, -114.004588644939 51.036881124361, -114.004725960008 51.036879997868, -114.004860313641 51.03687889471, -114.004881730896 51.036878782344, -114.00488939896 51.036878742469, -114.004894517659 51.036878729669, -114.004902265571 51.036878711365, -114.004951849931 51.036878591509, -114.004979938604 51.036878474348, -114.004981913365 51.036878458082, -114.005001464214 51.036878298128, -114.00501158468 51.036878152061, -114.005021703715 51.036877958347, -114.005038516957 51.036877534206, -114.005055464211 51.036876974312, -114.005056140048 51.036876947314, -114.005070978507 51.036876346156, -114.005075459841 51.0368761365, -114.005091277824 51.036875396855, -114.005119565971 51.036874013896, -114.005146706328 51.036872621091, -114.005250384301 51.036867024858, -114.005254684995 51.03687071046, -114.005292649769 51.036903249827, -114.005361334149 51.036962119638, -114.005422491014 51.037014536919, -114.005455274048 51.037042634639, -114.005449221975 51.037047421961)))"
381.145,,64 Ave/4 St NE,129.96000671,2.13000011,2.13000011,6.0 M,,1983/07/01,"MULTIPOLYGON (((-114.057502267963 51.110752372453, -114.057465440305 51.110752390557, -114.057465079127 51.110461154522, -114.057499604483 51.11046113755, -114.057502267963 51.110752372453)))"
382.175,,Anderson Rd/Macleod Tr S.,73.19999695,47.09999847,48.20000076,5.8 M,,2001/07/01,"MULTIPOLYGON (((-114.071611636329 50.950662447156, -114.070550428965 50.950683130538, -114.070500751516 50.950251435018, -114.071570594916 50.950227103193, -114.071611636329 50.950662447156)))"
384.106,,CPR/1 St SW Subway,20.73999977,36.13999939,,3.8 M,,1907/07/01,"MULTIPOLYGON (((-114.065793088468 51.044078316279, -114.065463777079 51.044065445398, -114.065477937409 51.043826519064, -114.065805172806 51.043836779556, -114.065791016007 51.044077012136, -114.065793088468 51.044078316279)))"
385.135,,33 Taralea Way NE,5.30000019,3,3,,,2006/07/01,"MULTIPOLYGON (((-113.944905852062 51.1151940019, -113.944866242648 51.115182247277, -113.94490824748 51.115139721875, -113.944947853381 51.115154410696, -113.944905852062 51.1151940019)))"
381.627,George C King,St. Patricks Bridge / Bow River,182,0,,,,2014/10/20,"MULTIPOLYGON (((-114.046464046665 51.049037034301, -114.04632658343 51.04900615072, -114.047282117725 51.047452658582, -114.047414675943 51.047489731567, -114.046464046665 51.049037034301)))"
382.188,,Beddington Tr/Deerfoot Tr,,,,NB 5.7M / SB 6.6 M,,1992/07/01,"MULTIPOLYGON (((-114.048327657298 51.125940166369, -114.048445633413 51.125953587587, -114.048442809479 51.126067260553, -114.04838643684 51.126060423919, -114.048271821943 51.126048429703, -114.048206353924 51.126041828669, -114.048132935126 51.126034424502, -114.048124141388 51.12603353815, -114.048092091152 51.126030417556, -114.048076971177 51.126028997122, -114.048076525422 51.126028955953, -114.048064104304 51.126027822075, -114.048040047956 51.126025723896, -114.048018371948 51.126023963643, -114.047904576434 51.126015340732, -114.047818320443 51.126009120163, -114.047765792609 51.126005418133, -114.047739092292 51.126003589761, -114.047714089277 51.126001922504, -114.04769696109 51.126000820173, -114.047681320193 51.125999868259, -114.047664817868 51.125998911299, -114.04764631834 51.125997885033, -114.047560617018 51.12599336668, -114.047539980256 51.125992236087, -114.047521627848 51.125991182772, -114.047313977584 51.125978614989, -114.047177587108 51.125970359194, -114.047148322638 51.12596860274, -114.047111063444 51.125966365858, -114.047087733631 51.125965006136, -114.047062263766 51.125963579849, -114.047035221017 51.125962117331, -114.046935420629 51.125956899404, -114.046896847348 51.125954831087, -114.046705500585 51.12594409406, -114.046641657464 51.125940579431, -114.046500616389 51.12593288835, -114.046413517885 51.125928088337, -114.046315028818 51.125922629338, -114.046288197519 51.125921141393, -114.046189914138 51.125915624673, -114.046139930271 51.125912818071, -114.04608082744 51.125909543086, -114.046071336986 51.125909017337, -114.046042034066 51.125907301973, -114.046015879764 51.125905654583, -114.045992729788 51.125904068034, -114.045968943916 51.125902292049, -114.045951082652 51.125900884104, -114.045930256836 51.125899184259, -114.045850729394 51.12589250652, -114.045797791299 51.125888243714, -114.045795465417 51.125888055843, -114.045774220989 51.125886300399, -114.045758651213 51.125884958051, -114.0457439443 51.125883627948, -114.04573128178 51.125882422, -114.045720566489 51.125881317771, -114.04571113982 51.125880275065, -114.045701025882 51.125879098682, -114.045693420743 51.125878173027, -114.045662733018 51.125874436347, -114.045646951322 51.125872587052, -114.045631878421 51.125870968512, -114.045601522813 51.125867924784, -114.045588971633 51.125866620791, -114.04557659323 51.12586523762, -114.045571758402 51.125864645291, -114.04556580059 51.125863914959, -114.045557561 51.125862810649, -114.045550047129 51.125861716844, -114.045518316859 51.125856811882, -114.045459757036 51.125847757852, -114.045448036797 51.125845955496, -114.045413306146 51.125840613877, -114.045399637573 51.125837575303, -114.045399217408 51.125833031219, -114.045393843547 51.125775117754, -114.045393745296 51.125773986, -114.045389226415 51.125721149533, -114.045437511834 51.125730143765, -114.04546638392 51.125734052013, -114.045483864621 51.125736418473, -114.045500036677 51.125738691947, -114.045509399358 51.125740071805, -114.045521871028 51.12574190982, -114.045559157602 51.125747553361, -114.045573125245 51.125749666769, -114.045585645495 51.125751508355, -114.045596374034 51.125753043194, -114.045609228502 51.125754819023, -114.045622785856 51.125756629636, -114.045636498885 51.125758401531, -114.045650789067 51.125760188482, -114.04566411338 51.125761806804, -114.045676046076 51.125763218906, -114.04568694862 51.125764465102, -114.045701908723 51.125766175373, -114.045730910131 51.125769352651, -114.045762838854 51.125772731042, -114.045787239635 51.125775218804, -114.045789778425 51.125775465924, -114.045810534493 51.125777481356, -114.045832303381 51.12577946852, -114.045852264854 51.125781159732, -114.045868590238 51.125782435248, -114.045903642442 51.125785013199, -114.045932601329 51.125787063147, -114.045961714437 51.125789047402, -114.045989847419 51.125790891798, -114.046069041659 51.125795938858, -114.046071274635 51.125796080014, -114.046102872022 51.125798069549, -114.046131023471 51.125799798836, -114.04615505895 51.125801229488, -114.046176674265 51.125802470511, -114.046178658643 51.125802582098, -114.046303578747 51.125809601235, -114.046344369226 51.125811892711, -114.046486097266 51.125819807548, -114.046544362895 51.12582310064, -114.046571675671 51.125824689019, -114.046601968636 51.125826491055, -114.046704351119 51.125832708779, -114.046898972881 51.125844632921, -114.04694732966 51.125847507274, -114.046997263574 51.125850380974, -114.04705560638 51.125853634226, -114.047159145522 51.125859267661, -114.047161117042 51.125859373842, -114.04728333417 51.125865958825, -114.047286621464 51.125866133692, -114.04739891952 51.125872115766, -114.047443368754 51.125874508755, -114.047492459747 51.125877254933, -114.047547509747 51.125880466127, -114.047592732183 51.125883185069, -114.047640671975 51.125886126727, -114.04767862699 51.125888509687, -114.047712021815 51.125890670654, -114.047752078574 51.125893369167, -114.04790481981 51.125903978266, -114.047960432078 51.125907945062, -114.048003280751 51.125911102612, -114.048022567851 51.125912574383, -114.048040997785 51.125914015939, -114.048058593414 51.125915431765, -114.048075449028 51.125916828115, -114.048079659371 51.125917187766, -114.048092719006 51.125918300704, -114.048110549071 51.125919860259, -114.048136579902 51.125922211118, -114.048148586659 51.125923295716, -114.048185471403 51.125926729838, -114.048209305011 51.125928981801, -114.048327657298 51.125940166369)))"
381.139,,Memorial Dr/Bridgeland LRT,106.80000305,2.4000001,3.0999999,WB 5.3 M / EB 6.0 M,,1982/07/01,"MULTIPOLYGON (((-114.039520466064 51.049307709601, -114.03945356352 51.049286653093, -114.039743093658 51.048932886569, -114.039761628535 51.048881352948, -114.039869152476 51.048609624288, -114.039932330973 51.048621313638, -114.039817373489 51.048890702166, -114.039795121434 51.048939895238, -114.039520466064 51.049307709601)))"
81,,,0,0,0,,,,"MULTIPOLYGON (((-114.227451809487 51.103033483429, -114.228681728094 51.10197923064, -114.229200050027 51.10200575652, -114.228014659327 51.103062717434, -114.227451809487 51.103033483429)))"
10,,,0,0,0,,,,"MULTIPOLYGON (((-113.972353557815 50.900097039679, -113.971987593004 50.900320563241, -113.971685299771 50.900475076221, -113.971457284324 50.900590620753, -113.971225567051 50.900706358107, -113.970787015288 50.900731129803, -113.970972019813 50.900644733023, -113.971251093388 50.900530162151, -113.971606697982 50.900355992349, -113.971834403129 50.900226786308, -113.972053541522 50.900107262651, -113.972353557815 50.900097039679)))"
381.164,,Stoney Tr / Schooner Landing NW,160.80000305,3,3.5,,,2012/07/01,"MULTIPOLYGON (((-114.232513134873 51.124832153865, -114.230199991724 51.124833875631, -114.230204328645 51.124793908213, -114.232517448306 51.124787905547, -114.232513134873 51.124832153865)))"
382.121,,Crowchild Tr NB/Bow Tr SW,200.8999939,8.80000019,11.88000011,NB Ramp 4.6 M / SB Ramp 4.7 M,,1967/07/01,"MULTIPOLYGON (((-114.111609627166 51.042781472241, -114.111705824946 51.0432278036, -114.11190352926 51.043649195461, -114.112214374561 51.044069168583, -114.112583781962 51.044424918407, -114.112459727204 51.044481673181, -114.112073597159 51.04411118235, -114.111756371261 51.043676351325, -114.111543803999 51.043245726558, -114.111461658266 51.042781613447, -114.111609627166 51.042781472241)))"
381.620E,,4015 14A St SW-E (River Pk),4.88000011,1.52999997,1.52999997,,,1975/07/01,"MULTIPOLYGON (((-114.09474330292 51.018325477311, -114.094742112141 51.018327235777, -114.094738622633 51.018326296478, -114.094717996457 51.018320741335, -114.094730374573 51.018302455086, -114.094745496581 51.018280115817, -114.094769612248 51.018286610254, -114.094753636245 51.018310211484, -114.09474330292 51.018325477311)))"
383.505A,,SB 52 Street SE / WID & CPR,112,13.60000038,17.94000053,,,2012/11/30,"MULTIPOLYGON (((-113.958741964474 50.963715892897, -113.958496951505 50.963625305188, -113.958495029068 50.962641793168, -113.958742378487 50.962730904688, -113.958741964474 50.963715892897)))"
385.105,,James McKevitt Rd/Bridlecreek Pk SW (Wetlands),33.59999847,2.5,2.76999998,,,1998/07/01,"MULTIPOLYGON (((-114.095226847037 50.899197033112, -114.095192719002 50.899207106325, -114.095068669632 50.899243720127, -114.09505682238 50.899260017785, -114.09497934406 50.899282935118, -114.094955155539 50.899278875149, -114.094825334208 50.899316977629, -114.094796126013 50.899325549902, -114.094780701315 50.89930236563, -114.094809486004 50.899293865625, -114.094939085168 50.899255594331, -114.09494892361 50.899239942001, -114.095026805479 50.899217658151, -114.095052002437 50.899221283968, -114.095180556874 50.899183286551, -114.095210110028 50.899174550284, -114.09521035094 50.899174873726, -114.095226847037 50.899197033112)))"
386.210,,LRT EB/Barlow Tr SE,52,3.25999999,5.36000013,,,1983/07/01,"MULTIPOLYGON (((-114.00232601522 51.045045930145, -114.002309932078 51.045105324728, -114.002198706963 51.045107690274, -114.002055179916 51.045112025038, -114.001911781248 51.045117801576, -114.001768545171 51.045125018991, -114.001625511603 51.045133674584, -114.001482714756 51.045143766558, -114.00136544458 51.045153145177, -114.001372336731 51.045102442106, -114.001409982122 51.045098770251, -114.001475668311 51.045092363357, -114.001479207817 51.045092095418, -114.001483959483 51.04509173487, -114.001484117777 51.045091723181, -114.001485451153 51.045091622479, -114.001758359604 51.045073043208, -114.001762498059 51.045072810312, -114.001814402729 51.045069892349, -114.002048838575 51.045056711325, -114.00225058602 51.045046832393, -114.002252160402 51.045046780222, -114.002330706909 51.045044168963, -114.00232601522 51.045045930145)))"
381.620D,,4015 14A St SW-D (River Pk),4.88000011,1.52999997,1.52999997,,,1975/07/01,"MULTIPOLYGON (((-114.093030401936 51.017941242452, -114.092996626759 51.01794276074, -114.092970788033 51.017943922103, -114.092968917172 51.017934896956, -114.092967549984 51.017928291457, -114.092988851486 51.017927505882, -114.093036057675 51.017925764745, -114.093036569791 51.01793453836, -114.093036943205 51.017940948672, -114.093033547162 51.017941101505, -114.093030401936 51.017941242452)))"
383.402,,41 Ave/Nose Creek NE,23.61000061,12.19999981,14.71000004,,,1972/07/01,"MULTIPOLYGON (((-114.051699019405 51.089738576987, -114.051687031902 51.089738749495, -114.051616935263 51.08973705984, -114.051553125175 51.089735433895, -114.05151725957 51.089734520173, -114.051515966267 51.089734486582, -114.051430359207 51.089730400711, -114.051404431896 51.089728565636, -114.051353943451 51.089724991957, -114.051343724992 51.089724269181, -114.051320883334 51.089721990441, -114.051220782652 51.089712005467, -114.051165271575 51.089705018733, -114.051160411548 51.089696346733, -114.051156585599 51.08968951806, -114.051124859594 51.089632899749, -114.051092405667 51.089574981841, -114.051080842072 51.089554345725, -114.051077915042 51.089549753285, -114.051053186187 51.089510970987, -114.051027912577 51.089471332205, -114.051022072843 51.089462174285, -114.051007759499 51.089439727944, -114.051008773241 51.089439965728, -114.051091329033 51.08945936264, -114.051176030236 51.089472203291, -114.051200697643 51.08947594298, -114.051215828928 51.089477632702, -114.051274288322 51.089484161444, -114.051281943194 51.0894850166, -114.051360645717 51.089489510148, -114.051369923042 51.089489871951, -114.051404668402 51.089491224907, -114.051415939946 51.089491664041, -114.051466825534 51.089491887969, -114.051509419525 51.089491182401, -114.051540243865 51.089486247875, -114.051540687191 51.089486985731, -114.051542404721 51.089489843687, -114.051554148563 51.089509375748, -114.051588982583 51.089567309558, -114.051609432844 51.089601321019, -114.051621522825 51.089621429157, -114.051627353307 51.089631127329, -114.051654856108 51.089672362459, -114.051688042554 51.089722119068, -114.051699019405 51.089738576987)))"
381.616,,22 Ave/Nose Creek NE,22.89999962,3.45000005,3.45000005,,,1986/07/01,"MULTIPOLYGON (((-114.034020509537 51.072676492704, -114.034018784649 51.0726768474, -114.033977043502 51.072685441097, -114.033925072105 51.072589734868, -114.033890188393 51.072525498366, -114.033870463291 51.072489173148, -114.033913848054 51.072480532265, -114.033935039109 51.07251946496, -114.033967828089 51.072579704342, -114.034020509537 51.072676492704)))"
381.129,,Glenmore Trail/Moorecroft Road SW,75.19999695,2.5,3,5.4 M / EB Ramp 5.3 M,,2007/07/01,"MULTIPOLYGON (((-114.087085790495 50.994725928758, -114.087046045803 50.994728048507, -114.087035241621 50.994038535195, -114.087082657756 50.994038499863, -114.087085790495 50.994725928758)))"
381.131,,Macleod Tr/Stampede LRT,85,4.5,5.5,5.5 M,,1980/07/01,"MULTIPOLYGON (((-114.058954273217 51.038480451201, -114.057849848658 51.038444512816, -114.057853034079 51.038405605426, -114.058953988432 51.038441431362, -114.058954271093 51.038478777311, -114.058954273217 51.038480451201)))"
382.145A,,Macleod Tr/79 Ave S,16.20000076,29.10000038,32.59999847,,,1980/07/01,"MULTIPOLYGON (((-114.071335251409 50.983280207082, -114.071325688439 50.983084349703, -114.071339524497 50.983077983647, -114.071373365135 50.983063680834, -114.071408421019 50.983050598987, -114.071444585401 50.983038777724, -114.071481741557 50.983028254874, -114.071519774185 50.983019064667, -114.071558563699 50.983011234146, -114.071597987663 50.983004789454, -114.071637922208 50.982999749547, -114.071678240611 50.982996131581, -114.071718818989 50.982993945522, -114.071759526334 50.98299319954, -114.071784033843 50.982993446088, -114.07178427728 50.983151305553, -114.071779383201 50.983150908513, -114.071746735471 50.98314910543, -114.071713968935 50.983148760562, -114.071681244525 50.983149875607, -114.071648727432 50.983152444171, -114.071616577143 50.983156455368, -114.07158495598 50.983161887525, -114.071554019132 50.983168713577, -114.071523923206 50.983176901065, -114.071494817675 50.983186407646, -114.071466846305 50.983197186486, -114.071440150008 50.983209184459, -114.071414859715 50.983222341254, -114.071391103497 50.98323659027, -114.071368998033 50.983251862215, -114.071348655714 50.983268080606, -114.071335251409 50.983280207082)))"
384.113,,CPR / 4 Street SE (Subway),28.72999954,21.60000038,24.29999924,,,2011/11/01,"MULTIPOLYGON (((-114.053421018841 51.043746721557, -114.053032314262 51.043735939187, -114.053054369203 51.043529877247, -114.053443314824 51.043544670653, -114.053421018841 51.043746721557)))"
385.118C,,700 8 St SW-C (Century Gardens),2.5,1.39999998,1.5,,,1975/07/01,"MULTIPOLYGON (((-114.080702507826 51.046367427324, -114.080671161367 51.046371249823, -114.080657817896 51.046325650523, -114.080687959157 51.046322589392, -114.080702507826 51.046367427324)))"
381.110,,14 St/75 Ave SW,144.58000183,2.13000011,2.13000011,5.1 M,,1987/07/01,"MULTIPOLYGON (((-114.095229773733 50.987034304259, -114.094542635379 50.987034862343, -114.094542594182 50.987014581331, -114.095229732236 50.987014023248, -114.095229773733 50.987034304259)))"
381.601,,Sandy Beach / Elbow River,60,3,4,,,2014/11/23,"MULTIPOLYGON (((-114.091961827565 51.012419702566, -114.091906786989 51.012396617849, -114.092437226048 51.011802568811, -114.092516693329 51.011817925201, -114.091961827565 51.012419702566)))"
383.417A,,96 Ave NE WB / Nose Creek,75,13.69999981,17.92000008,,,2013/07/01,"MULTIPOLYGON (((-114.041527715205 51.142219980057, -114.041477248266 51.142375188726, -114.040256208516 51.14219256946, -114.040312991929 51.142021442181, -114.041527715205 51.142219980057)))"
381.702,,14 St/Westmount Bv NW,32.33000183,2.48000002,2.8900001,,,1954/07/01,"MULTIPOLYGON (((-114.094986712172 51.05015726191, -114.094400514196 51.050157736818, -114.094400468972 51.050135489977, -114.094988201287 51.050135013822, -114.094986710194 51.050156294617, -114.094986712172 51.05015726191)))"
381.153,,Memorial Dr/21 St NW,154,3,3.5999999,EB 5.7 M / WB 5.2 M,,2001/07/01,"MULTIPOLYGON (((-114.110442592437 51.049373873021, -114.109580301358 51.049303182107, -114.109566961076 51.049301549492, -114.10955190703 51.049298328199, -114.109537756872 51.049293759396, -114.109524814616 51.049287940786, -114.109513352959 51.049280996172, -114.109503617559 51.049273074553, -114.109500122122 51.049269524188, -114.109495817036 51.049264342945, -114.109490115844 51.049254989079, -114.109486635678 51.049245211513, -114.109485619649 51.049238918755, -114.109420344035 51.048817116133, -114.109405929286 51.048815189643, -114.109376270666 51.048812330798, -114.10934635302 51.048810911444, -114.109316350359 51.048810939508, -114.109286438101 51.048812414827, -114.109256794498 51.048815329143, -114.109227590652 51.048819666114, -114.10919900049 51.04882539861, -114.109171189372 51.048832494113, -114.10914432121 51.048840911119, -114.109118554191 51.048850599137, -114.109094039358 51.048861502291, -114.109070922032 51.048873556619, -114.109049334678 51.048886690081, -114.109029405478 51.048900827943, -114.109011252605 51.048915884693, -114.108997113995 51.048929531703, -114.108993869141 51.048931240979, -114.108977956942 51.048938460186, -114.108960802474 51.048944442663, -114.108942645141 51.048949103682, -114.108923740083 51.04895237918, -114.108904353885 51.04895422126, -114.108884757471 51.048954606299, -114.108865227508 51.048953526844, -114.108846036437 51.048950998826, -114.10883456743 51.048948750387, -114.108838281228 51.048920146103, -114.108847102322 51.048922013146, -114.108863416031 51.048924233699, -114.108880064267 51.048924968834, -114.108896708984 51.048924202685, -114.108913012209 51.048921951749, -114.108928640319 51.048918260386, -114.108943276876 51.048913205304, -114.108956622618 51.048906888366, -114.108968405447 51.048899439279, -114.108978387541 51.048891008394, -114.108986363933 51.048881767605, -114.108989429282 51.048877104471, -114.109002749192 51.048867080187, -114.109024675312 51.048852446032, -114.10904822115 51.048838847776, -114.109073261366 51.048826355656, -114.109099666329 51.048815034518, -114.10912729784 51.048804943821, -114.109156013407 51.048796136738, -114.109185661961 51.048788658357, -114.10921608957 51.048782548377, -114.109247136576 51.048777837511, -114.109278643309 51.048774551978, -114.109310442944 51.048772707216, -114.1093423715 51.048772314166, -114.109374260691 51.048773373885, -114.109405946497 51.048775881133, -114.10941268694 51.048776605688, -114.109441166012 51.048758253461, -114.109474948451 51.048738437226, -114.109510253734 51.048719706413, -114.10954699783 51.048702108745, -114.10958508814 51.048685687457, -114.10962442778 51.048670483094, -114.109664922715 51.048656533499, -114.109706468917 51.048643873828, -114.109748965202 51.048632534741, -114.109792306107 51.048622546002, -114.109836381873 51.048613930186, -114.109881084167 51.04860671077, -114.109926303219 51.048600904934, -114.109971923544 51.048596526273, -114.110017833932 51.048593586577, -114.11006392031 51.048592093145, -114.11011006717 51.048592049681, -114.110156158997 51.048593456294, -114.1101798381 51.048594745577, -114.110176142117 51.04863050032, -114.110141766386 51.048627907717, -114.110100499863 51.048626136065, -114.110059138367 51.048625811834, -114.110017814537 51.048626938495, -114.109976652433 51.04862950964, -114.109935781819 51.048633519751, -114.109895326738 51.048638955229, -114.109855414076 51.048645798874, -114.109816166434 51.048654030794, -114.109777704971 51.048663623906, -114.109740147991 51.048674550232, -114.109703613784 51.048686775502, -114.109668213498 51.048700260955, -114.109634056852 51.048714966036, -114.109601247848 51.048730844801, -114.109569891908 51.048747848608, -114.109540083034 51.048765924331, -114.109511912372 51.048785017047, -114.10948837217 51.048802751566, -114.109546107744 51.049234095725, -114.109547117849 51.04923847817, -114.109550683046 51.049245602785, -114.109556450317 51.049252130216, -114.109564183706 51.049257791891, -114.109573568903 51.049262356168, -114.109584217539 51.049265636426, -114.109595697158 51.049267498223, -114.109607535506 51.04926786559, -114.109614248966 51.04926739902, -114.110453862758 51.04934287837, -114.110442592437 51.049373873021)))"
52,,,0,0,0,,,,"MULTIPOLYGON (((-113.969643848724 51.175215258136, -113.969806994744 51.176037643764, -113.969305896185 51.176037106149, -113.969153171595 51.175218899105, -113.969643848724 51.175215258136)))"
382.203,,Beddington Tr / Country Hills Blvd NW,64,46.5,47.5,,,2009/07/01,"MULTIPOLYGON (((-114.093039133374 51.144098181994, -114.092448780181 51.144229937533, -114.09188367221 51.143657748234, -114.092549453357 51.143498003444, -114.093039133374 51.144098181994)))"
382.191,,50 Avenue/Crowchild Tr SW,57.5,26.70000076,33.29999924,5.4 M,,2003/07/01,"MULTIPOLYGON (((-114.118491136675 51.008869684166, -114.117592285172 51.008864494428, -114.117588345311 51.008579953476, -114.118490390988 51.008577009634, -114.118491126317 51.008865618992, -114.118491136675 51.008869684166)))"
385.116B,,156 Cantrell Pl SW-B (Cantrell Place Pk),5.5,1.45000005,1.45000005,,,1985/07/01,"MULTIPOLYGON (((-114.073736055818 50.940735525895, -114.073724173805 50.940738511749, -114.073718369343 50.940739971776, -114.073702685406 50.940715064382, -114.0736905334 50.940695768047, -114.073703812113 50.94069242981, -114.073708750384 50.940691188785, -114.073722127728 50.940712432455, -114.07373658634 50.940735391611, -114.073736513803 50.940735410535, -114.073736055818 50.940735525895)))"
18,,,0,0,0,,,,"MULTIPOLYGON (((-114.035677418793 51.14105387087, -114.035341156971 51.141373880794, -114.035076446641 51.141321633906, -114.035403265611 51.141011141276, -114.035677418793 51.14105387087)))"
382.116,,Northmount Dr/McKnight Bv NW,47.75,13.39999962,17.15999985,4.9 M,,1966/07/01,"MULTIPOLYGON (((-114.078299857607 51.095999146949, -114.078052349549 51.09639705793, -114.077823412752 51.096340917311, -114.078071066213 51.095942737025, -114.078296992569 51.095998440483, -114.078299857607 51.095999146949)))"
382.164,,Deerfoot Tr/Anderson Rd#4,,,,WB 7.0 M / EB 6.1 M,,1982/07/01,"MULTIPOLYGON (((-114.0270875074 50.950687861036, -114.026757828764 50.950918880718, -114.026558011797 50.950227709815, -114.026851898232 50.950001544449, -114.0270875074 50.950687861036)))"
58,,,0,0,0,,,,"MULTIPOLYGON (((-114.001084332886 51.175472308578, -114.001435311813 51.175473757507, -114.001439676996 51.175674862246, -114.001447675497 51.175856319415, -114.00145760466 51.176081587029, -114.001464203644 51.176231316556, -114.001093363247 51.176230072862, -114.001090438592 51.175984659621, -114.001087395035 51.175729223944, -114.001084332886 51.175472308578)))"
383.401,,Wier Access Road/Nose Cr,29.87000084,6.0999999,7.26999998,,,1975/07/01,"MULTIPOLYGON (((-114.019940734577 51.047290122572, -114.01967588528 51.047315621875, -114.019615202552 51.047321464611, -114.019570298008 51.047325787208, -114.019338480733 51.047348105938, -114.019336821579 51.047285130462, -114.019337942839 51.047285882717, -114.019544495414 51.047266212994, -114.019566854974 51.047264084081, -114.019601337664 51.047260799749, -114.019936070494 51.04722892219, -114.019940734577 51.047290122572)))"
381.170,,69 St LRT Station - Ped Overpass,18,7.30000019,7.5999999,,,2012/12/01,"MULTIPOLYGON (((-114.18889723871 51.037525036594, -114.18901309641 51.037516477121, -114.189023665458 51.03774023299, -114.188898433043 51.037744431413, -114.18889723871 51.037525036594)))"
382.205X,,37 Street SW / Glenmore Tr,44.5,14.75,19.29999924,,,2010/07/01,"MULTIPOLYGON (((-114.138024653359 51.008197740707, -114.137669911623 51.008558031474, -114.137438079351 51.00846566366, -114.137792811626 51.008101810947, -114.138024653359 51.008197740707)))"
69,,,0,0,0,,,,"MULTIPOLYGON (((-114.115732977644 51.156486451846, -114.117041560431 51.156890647538, -114.116541461124 51.157150703396, -114.11523636312 51.156744688195, -114.115732977644 51.156486451846)))"
26,,,0,0,0,,,,"MULTIPOLYGON (((-113.920971973223 50.94737428054, -113.920996561535 50.947824945731, -113.920572162537 50.947811048994, -113.920560579458 50.947361307729, -113.920971973223 50.94737428054)))"
